,num_bikes_available,legacy_id,is_installed,last_reported,num_docks_available,num_bikes_disabled,num_ebikes_available,is_renting,is_returning,station_id,num_docks_disabled,station_status,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,28,72,1,1605272353,27,0,2,1,1,72,0,active,False,,,1605272405,1605272405,1,0
1,25,79,1,1605272162,7,1,0,1,1,79,0,active,False,,,1605272405,1605272405,3,0
2,24,82,1,1605270410,3,0,0,1,1,82,0,active,False,,,1605272405,1605272405,1,0
3,42,83,1,1605267028,20,0,0,1,1,83,0,active,False,,,1605272405,1605272405,1,0
4,0,116,0,86400,0,0,0,0,0,116,0,out_of_service,False,,,1605272405,1605272405,0,0
5,43,119,1,1605267605,10,0,0,1,1,119,0,active,False,,,1605272405,1605272405,0,2
6,6,120,1,1605252902,13,0,1,1,1,120,0,active,False,,,1605272405,1605272405,0,1
7,31,127,1,1605272173,0,0,0,1,1,127,0,active,False,,,1605272405,1605272405,0,3
8,22,128,1,1605272232,34,0,1,1,1,128,0,active,False,,,1605272405,1605272405,4,0
9,6,143,1,1605271994,17,1,1,1,1,143,0,active,False,,,1605272405,1605272405,2,0
10,57,144,1,1605271975,0,1,0,1,1,144,0,active,False,,,1605272405,1605272405,0,3
11,30,146,1,1605268585,9,0,0,1,1,146,0,active,False,,,1605272405,1605272405,2,0
12,31,150,1,1605272398,24,0,1,1,1,150,0,active,False,,,1605272405,1605272405,0,2
13,12,151,1,1605272399,19,2,0,1,1,151,0,active,True,,,1605272405,1605272405,0,2
14,45,152,1,1605272373,3,1,3,1,1,152,0,active,False,,,1605272405,1605272405,0,1
15,13,157,1,1605272082,10,0,0,1,1,157,0,active,False,,,1605272405,1605272405,1,0
16,19,161,1,1605271469,15,1,0,1,1,161,0,active,False,,,1605272405,1605272405,0,0
17,14,164,1,1605272104,32,1,2,1,1,164,0,active,False,,,1605272405,1605272405,4,0
18,27,168,1,1605272081,20,0,1,1,1,168,0,active,False,,,1605272405,1605272405,1,0
19,43,173,1,1605271605,27,0,2,1,1,173,0,active,False,,,1605272405,1605272405,0,3
20,20,174,1,1605272165,15,0,2,1,1,174,0,active,False,,,1605272405,1605272405,2,0
21,52,212,1,1605272394,4,4,3,1,1,212,0,active,False,,,1605272405,1605272405,1,0
22,16,216,1,1605248210,21,0,6,1,1,216,0,active,False,,,1605272405,1605272405,0,1
23,30,217,1,1605270842,8,1,0,1,1,217,0,active,False,,,1605272405,1605272405,2,0
24,23,223,1,1605272266,9,1,1,1,1,223,0,active,False,,,1605272405,1605272405,0,0
25,6,224,1,1605271574,24,0,0,1,1,224,0,active,True,,,1605272405,1605272405,0,3
26,34,228,1,1605271759,19,0,0,1,1,228,2,active,False,,,1605272405,1605272405,1,0
27,15,229,1,1605272217,7,1,4,1,1,229,0,active,False,,,1605272405,1605272405,1,0
28,0,236,1,86400,0,0,0,0,0,236,0,active,False,,,1605272405,1605272405,0,0
29,11,237,1,1605272333,25,3,1,1,1,237,0,active,False,,,1605272405,1605272405,0,0
30,19,238,1,1605271794,12,0,3,1,1,238,0,active,False,,,1605272405,1605272405,0,6
31,16,239,1,1605271564,14,1,0,1,1,239,0,active,False,,,1605272405,1605272405,0,0
32,11,241,1,1605269980,11,1,0,1,1,241,0,active,False,,,1605272405,1605272405,0,0
