,station_status,station_id,is_renting,is_returning,num_docks_disabled,num_bikes_available,num_ebikes_available,num_bikes_disabled,eightd_has_available_keys,legacy_id,last_reported,num_docks_available,is_installed,eightd_active_station_services,valet,starttime,timestamp,demand,supply
281,active,3058,1,1,0,4,2,0,False,3058,1605235586,20,1,,,1605236395,1605236395,0,0
282,active,3059,1,1,0,5,3,0,False,3059,1605234197,14,1,,,1605236395,1605236395,0,1
283,active,3060,1,1,0,4,2,1,False,3060,1605234784,14,1,,,1605236395,1605236395,1,0
284,active,3061,1,1,0,0,0,0,False,3061,1605236354,21,1,,,1605236395,1605236395,0,0
285,active,3062,1,1,0,12,1,1,False,3062,1605234555,10,1,,,1605236395,1605236395,2,0
286,active,3063,1,1,0,8,0,1,False,3063,1605232546,11,1,,,1605236395,1605236395,0,0
287,active,3064,1,1,1,0,0,2,False,3064,1605236162,20,1,,,1605236395,1605236395,2,0
288,active,3065,1,1,0,3,2,0,False,3065,1605234280,28,1,,,1605236395,1605236395,0,1
289,active,3066,1,1,0,12,1,2,False,3066,1605235444,5,1,,,1605236395,1605236395,0,1
290,active,3067,1,1,0,14,2,0,False,3067,1605235061,13,1,,,1605236395,1605236395,1,0
291,active,3068,1,1,0,22,0,1,False,3068,1605235247,19,1,,,1605236395,1605236395,0,0
292,active,3069,1,1,0,2,1,0,False,3069,1605235936,27,1,,,1605236395,1605236395,0,0
293,active,3070,1,1,0,2,0,0,False,3070,1605234868,21,1,,,1605236395,1605236395,2,0
294,active,3071,1,1,0,2,0,0,False,3071,1605234891,17,1,,,1605236395,1605236395,0,0
295,active,3072,1,1,0,6,1,0,False,3072,1605236106,18,1,,,1605236395,1605236395,0,0
296,active,3074,1,1,0,26,0,1,False,3074,1605235333,15,1,,,1605236395,1605236395,0,3
297,active,3075,1,1,0,5,0,0,False,3075,1605235314,28,1,,,1605236395,1605236395,0,0
298,active,3076,1,1,0,10,2,0,False,3076,1605236383,26,1,,,1605236395,1605236395,0,0
299,active,3077,1,1,0,8,5,1,False,3077,1605235916,24,1,,,1605236395,1605236395,0,2
300,active,3078,1,1,1,12,0,1,False,3078,1605236305,13,1,,,1605236395,1605236395,0,0
301,active,3080,1,1,0,19,1,0,False,3080,1605236279,2,1,,,1605236395,1605236395,0,0
302,active,3081,1,1,0,12,0,0,False,3081,1605236102,17,1,,,1605236395,1605236395,0,1
303,active,3082,1,1,0,3,1,0,False,3082,1605235206,22,1,,,1605236395,1605236395,3,0
304,active,3083,1,1,0,4,1,1,False,3083,1605232814,27,1,,,1605236395,1605236395,1,0
305,active,3085,1,1,0,24,2,0,False,3085,1605234995,1,1,,,1605236395,1605236395,0,2
306,active,3086,1,1,0,2,0,2,False,3086,1605235975,26,1,,,1605236395,1605236395,0,1
307,active,3087,1,1,0,3,1,0,False,3087,1605235991,27,1,,,1605236395,1605236395,1,0
308,active,3088,0,0,0,9,4,0,False,3088,1605234075,10,1,,,1605236395,1605236395,0,0
309,active,3092,1,1,0,15,0,3,False,3092,1605235702,9,1,,,1605236395,1605236395,0,1
310,active,3093,1,1,0,16,0,2,False,3093,1605235623,10,1,,,1605236395,1605236395,0,3
311,active,3094,1,1,0,9,0,1,False,3094,1605235100,7,1,,,1605236395,1605236395,0,0
312,active,3095,1,1,0,5,2,0,False,3095,1605229274,21,1,,,1605236395,1605236395,1,0
313,active,3096,1,1,0,36,0,1,False,3096,1605235028,2,1,,,1605236395,1605236395,0,4
314,active,3100,1,1,0,18,0,1,False,3100,1605234926,32,1,,,1605236395,1605236395,0,2
315,active,3101,1,1,0,27,1,0,False,3101,1605234663,0,1,,,1605236395,1605236395,0,0
316,active,3102,1,1,0,21,1,0,False,3102,1605234975,6,1,,,1605236395,1605236395,0,1
317,active,3105,1,1,0,16,0,1,False,3105,1605233998,7,1,,,1605236395,1605236395,0,1
318,active,3106,1,1,0,10,5,1,False,3106,1605234074,11,1,,,1605236395,1605236395,1,0
319,active,3107,1,1,0,33,1,1,False,3107,1605235702,5,1,,,1605236395,1605236395,0,1
320,active,3108,1,1,0,3,1,1,False,3108,1605232639,47,1,,,1605236395,1605236395,4,0
321,active,3109,1,1,0,22,1,1,False,3109,1605234724,8,1,,,1605236395,1605236395,1,0
322,active,3110,1,1,0,25,1,1,False,3110,1605236014,2,1,,,1605236395,1605236395,0,2
323,active,3112,1,1,0,20,1,2,False,3112,1605236226,11,1,,,1605236395,1605236395,0,2
324,active,3113,1,1,0,23,3,1,False,3113,1605236332,3,1,,,1605236395,1605236395,1,0
325,active,3115,1,1,0,48,0,0,False,3115,1605233333,2,1,,,1605236395,1605236395,2,0
326,active,3116,1,1,0,32,3,1,False,3116,1605236122,2,1,,,1605236395,1605236395,2,0
327,active,3117,1,1,0,14,4,1,False,3117,1605236136,12,1,,,1605236395,1605236395,2,0
328,active,3118,1,1,0,15,1,1,False,3118,1605230942,26,1,,,1605236395,1605236395,0,1
329,active,3119,1,1,0,19,0,0,False,3119,1605234649,26,1,,,1605236395,1605236395,1,0
330,active,3121,1,1,0,12,0,1,False,3121,1605236162,14,1,,,1605236395,1605236395,0,0
331,active,3122,1,1,0,11,0,0,False,3122,1605234176,68,1,,,1605236395,1605236395,0,0
332,active,3123,1,1,0,31,10,0,False,3123,1605236227,16,1,,,1605236395,1605236395,0,0
333,active,3124,1,1,0,28,1,0,False,3124,1605236257,15,1,,,1605236395,1605236395,0,1
334,active,3125,1,1,0,10,1,0,False,3125,1605234358,13,1,,,1605236395,1605236395,1,0
335,active,3126,1,1,0,18,1,0,False,3126,1605232171,16,1,,,1605236395,1605236395,0,1
336,active,3127,1,1,0,7,1,0,False,3127,1605231535,28,1,,,1605236395,1605236395,0,0
337,active,3128,1,1,0,8,1,0,False,3128,1605227774,19,1,,,1605236395,1605236395,0,0
338,active,3129,1,1,1,7,5,1,True,3129,1605236285,31,1,,,1605236395,1605236395,2,0
339,active,3130,1,1,0,5,0,0,False,3130,1605234343,25,1,,,1605236395,1605236395,0,0
340,active,3131,1,1,2,8,0,1,False,3131,1605235787,20,1,,,1605236395,1605236395,0,0
341,active,3132,1,1,0,9,0,1,False,3132,1605236051,25,1,,,1605236395,1605236395,0,1
342,active,3134,1,1,0,16,0,0,False,3134,1605236054,35,1,,,1605236395,1605236395,0,2
343,active,3135,1,1,2,8,0,1,False,3135,1605235782,30,1,,,1605236395,1605236395,0,5
344,active,3136,1,1,0,27,0,1,False,3136,1605227066,19,1,,,1605236395,1605236395,0,0
345,active,3137,1,1,0,17,0,2,True,3137,1605235531,12,1,,,1605236395,1605236395,1,0
346,active,3139,1,1,0,6,1,1,False,3139,1605234786,36,1,,,1605236395,1605236395,0,0
347,active,3140,0,0,0,53,16,1,False,3140,1605236235,1,1,,,1605236395,1605236395,1,0
348,active,3141,1,1,1,0,0,4,False,3141,1605234223,53,1,,,1605236395,1605236395,3,0
349,active,3142,1,1,0,18,0,4,False,3142,1605236135,19,1,,,1605236395,1605236395,0,4
350,active,3143,1,1,0,15,1,1,False,3143,1605236100,31,1,,,1605236395,1605236395,3,0
351,active,3144,1,1,0,10,1,0,False,3144,1605230353,36,1,,,1605236395,1605236395,0,1
352,active,3145,1,1,0,15,4,0,False,3145,1605234095,30,1,,,1605236395,1605236395,0,5
353,active,3146,1,1,0,18,1,1,False,3146,1605234818,28,1,,,1605236395,1605236395,0,1
354,active,3147,1,1,0,21,6,1,False,3147,1605236193,17,1,,,1605236395,1605236395,0,1
355,active,3148,1,1,0,28,5,1,False,3148,1605236293,2,1,,,1605236395,1605236395,0,0
356,active,3150,1,1,0,16,6,1,False,3150,1605234147,30,1,,,1605236395,1605236395,1,0
357,active,3151,1,1,0,14,0,1,False,3151,1605235407,28,1,,,1605236395,1605236395,0,0
358,active,3152,1,1,0,9,0,0,False,3152,1605234249,33,1,,,1605236395,1605236395,1,0
359,active,3154,1,1,0,0,0,1,False,3154,1605236162,30,1,,,1605236395,1605236395,1,0
360,active,3156,1,1,0,3,0,2,False,3156,1605236188,32,1,,,1605236395,1605236395,1,0
361,active,3157,1,1,0,12,4,1,False,3157,1605236194,14,1,,,1605236395,1605236395,1,0
362,active,3158,1,1,0,15,1,2,False,3158,1605234884,14,1,,,1605236395,1605236395,0,0
363,active,3159,1,1,0,8,0,1,False,3159,1605234841,22,1,,,1605236395,1605236395,0,1
364,active,3160,1,1,0,16,4,3,True,3160,1605235762,20,1,,,1605236395,1605236395,0,2
365,active,3161,1,1,0,56,0,2,False,3161,1605236039,1,1,,,1605236395,1605236395,1,0
366,active,3163,1,1,1,6,3,8,True,3163,1605236117,28,1,,,1605236395,1605236395,4,0
367,active,3164,1,1,0,38,3,1,False,3164,1605235169,28,1,,,1605236395,1605236395,0,4
368,active,3165,1,1,0,27,2,4,False,3165,1605235772,20,1,,,1605236395,1605236395,0,2
369,active,3166,1,1,0,19,1,1,False,3166,1605236091,21,1,,,1605236395,1605236395,0,0
370,active,3167,1,1,0,20,3,2,False,3167,1605236210,33,1,,,1605236395,1605236395,0,2
371,active,3169,1,1,0,8,4,0,False,3169,1605232912,31,1,,,1605236395,1605236395,0,1
372,active,3170,1,1,0,9,1,0,False,3170,1605236268,26,1,,,1605236395,1605236395,0,2
373,active,3171,1,1,0,15,6,2,False,3171,1605235577,22,1,,,1605236395,1605236395,1,0
374,active,3172,1,1,0,10,4,0,False,3172,1605236060,17,1,,,1605236395,1605236395,0,0
375,active,3173,1,1,1,26,8,4,False,3173,1605235251,7,1,,,1605236395,1605236395,0,1
376,active,3175,1,1,0,20,5,1,False,3175,1605236219,10,1,,,1605236395,1605236395,1,0
377,active,3177,1,1,0,31,2,1,False,3177,1605236031,31,1,,,1605236395,1605236395,0,0
378,active,3178,1,1,0,2,0,0,False,3178,1605234131,37,1,,,1605236395,1605236395,1,0
379,active,3179,1,1,0,2,1,0,False,3179,1605232438,21,1,,,1605236395,1605236395,0,0
380,active,3184,1,1,0,4,0,0,False,3184,1605231026,9,1,,,1605236395,1605236395,2,0
381,active,3185,1,1,0,9,0,0,False,3185,1605230572,13,1,,,1605236395,1605236395,0,0
382,active,3186,1,1,0,32,0,3,False,3186,1605235497,7,1,,,1605236395,1605236395,0,0
383,active,3187,1,1,0,12,0,1,False,3187,1605233924,9,1,,,1605236395,1605236395,0,0
384,active,3191,1,1,0,7,0,0,False,3191,1605214973,11,1,,,1605236395,1605236395,0,0
385,active,3192,1,1,0,15,0,1,False,3192,1605227874,6,1,,,1605236395,1605236395,1,0
386,active,3193,0,0,0,3,0,0,False,3193,1605137122,15,1,,,1605236395,1605236395,0,0
387,active,3194,1,1,0,11,0,0,False,3194,1605235594,11,1,,,1605236395,1605236395,0,1
388,active,3195,1,1,0,1,0,1,False,3195,1605235828,32,1,,,1605236395,1605236395,0,1
389,active,3196,1,1,0,1,0,0,False,3196,1605227300,17,1,,,1605236395,1605236395,0,0
390,active,3198,1,1,0,1,0,0,False,3198,1605229897,17,1,,,1605236395,1605236395,0,0
391,active,3199,1,1,0,12,0,0,False,3199,1605234838,2,1,,,1605236395,1605236395,0,2
392,active,3201,1,1,0,1,0,1,False,3201,1605224188,16,1,,,1605236395,1605236395,0,1
393,active,3202,1,1,0,16,0,0,False,3202,1605236094,2,1,,,1605236395,1605236395,2,0
394,active,3203,1,1,0,22,0,1,False,3203,1605230976,3,1,,,1605236395,1605236395,0,0
395,active,3205,1,1,0,3,0,0,False,3205,1605236082,19,1,,,1605236395,1605236395,0,0
396,active,3206,1,1,0,0,0,0,False,3206,1605212352,26,1,,,1605236395,1605236395,0,0
397,active,3207,1,1,0,0,0,0,False,3207,1605235935,26,1,,,1605236395,1605236395,0,0
398,active,3209,1,1,0,13,0,0,False,3209,1605233958,9,1,,,1605236395,1605236395,1,0
399,active,3210,1,1,0,0,0,0,False,3210,1605210060,18,1,,,1605236395,1605236395,0,0
400,active,3211,1,1,0,19,0,1,False,3211,1605230099,2,1,,,1605236395,1605236395,1,0
401,active,3212,1,1,0,1,0,0,False,3212,1605223145,21,1,,,1605236395,1605236395,1,0
402,active,3213,1,1,0,3,0,0,False,3213,1605227270,19,1,,,1605236395,1605236395,0,0
403,active,3214,0,0,0,21,0,0,False,3214,1605127146,1,1,,,1605236395,1605236395,0,0
404,active,3220,1,1,0,1,0,0,False,3220,1605227834,17,1,,,1605236395,1605236395,0,0
405,active,3221,1,1,0,26,1,1,False,3221,1605231497,0,1,,,1605236395,1605236395,0,0
406,active,3225,1,1,0,0,0,0,False,3225,1605235710,14,1,,,1605236395,1605236395,0,0
407,active,3226,1,1,0,20,8,0,True,3226,1605233220,25,1,,,1605236395,1605236395,0,0
408,active,3231,1,1,0,2,0,0,False,3231,1605230911,37,1,,,1605236395,1605236395,0,1
409,active,3232,1,1,0,43,0,0,False,3232,1605233779,4,1,,,1605236395,1605236395,1,0
410,active,3233,0,0,0,26,8,13,False,3233,1605229237,0,1,,,1605236395,1605236395,0,0
411,active,3235,1,1,0,0,0,0,False,3235,1605235358,26,1,,,1605236395,1605236395,0,0
412,active,3236,1,1,3,23,5,4,False,3236,1605236212,3,1,,,1605236395,1605236395,0,0
413,active,3241,0,0,0,0,0,2,False,3241,1605213196,17,1,,,1605236395,1605236395,0,0
414,active,3242,1,1,0,8,3,1,False,3242,1605235708,30,1,,,1605236395,1605236395,2,0
415,active,3243,1,1,0,15,2,0,False,3243,1605235366,14,1,,,1605236395,1605236395,0,2
416,active,3244,1,1,0,23,4,3,False,3244,1605236308,16,1,,,1605236395,1605236395,4,0
417,active,3246,1,1,0,2,0,0,False,3246,1605235578,37,1,,,1605236395,1605236395,0,1
418,active,3249,1,1,0,3,1,1,False,3249,1605230558,15,1,,,1605236395,1605236395,1,0
419,active,3255,1,1,0,6,0,1,False,3255,1605236317,11,1,[{'id': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 0, 'off_dock_capacity': 70, 'off_dock_count': 30, 'active': True, 'region': 'BKN', 'valet_revision': 24747, 'station_id': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c'}",1605236395,1605236395,1,0
420,active,3256,1,1,0,15,0,2,False,3256,1605236195,6,1,,,1605236395,1605236395,0,4
421,active,3259,1,1,0,11,2,3,False,3259,1605234895,13,1,,,1605236395,1605236395,3,0
422,active,3260,1,1,0,29,1,2,False,3260,1605234758,14,1,,,1605236395,1605236395,0,2
423,active,3263,1,1,0,23,0,0,False,3263,1605235755,36,1,,,1605236395,1605236395,0,2
424,active,3267,1,1,0,4,0,0,False,3267,1605234003,10,1,,,1605236395,1605236395,0,0
425,active,3268,1,1,0,9,0,1,False,3268,1605230486,4,1,,,1605236395,1605236395,0,0
426,active,3269,0,0,0,10,0,0,False,3269,1605235265,4,1,,,1605236395,1605236395,1,0
427,active,3270,1,1,0,10,0,0,False,3270,1605231311,4,1,,,1605236395,1605236395,0,0
428,active,3272,1,1,0,9,0,0,False,3272,1605229894,5,1,,,1605236395,1605236395,0,0
429,active,3273,1,1,0,6,0,0,False,3273,1605231257,12,1,,,1605236395,1605236395,0,1
430,active,3275,1,1,0,9,0,1,False,3275,1605233163,4,1,,,1605236395,1605236395,0,0
431,active,3276,1,1,0,1,0,0,False,3276,1605229735,25,1,,,1605236395,1605236395,0,0
432,active,3277,1,1,0,11,0,1,False,3277,1605223833,2,1,,,1605236395,1605236395,0,0
433,active,3278,1,1,0,11,0,0,False,3278,1605231352,3,1,,,1605236395,1605236395,0,0
434,active,3279,1,1,0,8,0,0,False,3279,1605224115,10,1,,,1605236395,1605236395,0,0
435,active,3280,1,1,0,3,0,0,False,3280,1605231603,11,1,,,1605236395,1605236395,0,0
436,active,3281,1,1,0,0,0,0,False,3281,1605166561,14,1,,,1605236395,1605236395,0,0
437,active,3282,1,1,0,17,4,1,True,3282,1605235524,20,1,,,1605236395,1605236395,1,0
438,active,3283,1,1,0,24,13,1,False,3283,1605236367,22,1,,,1605236395,1605236395,12,0
439,active,3284,1,1,0,14,2,1,False,3284,1605232132,23,1,,,1605236395,1605236395,1,0
440,active,3285,1,1,0,20,4,0,False,3285,1605236147,23,1,,,1605236395,1605236395,0,2
441,active,3286,1,1,0,18,0,1,False,3286,1605235341,20,1,,,1605236395,1605236395,2,0
442,active,3287,1,1,0,34,5,4,False,3287,1605236290,9,1,,,1605236395,1605236395,0,0
443,active,3288,1,1,0,25,7,0,False,3288,1605234337,14,1,,,1605236395,1605236395,3,0
444,active,3289,1,1,0,6,2,1,False,3289,1605235868,25,1,,,1605236395,1605236395,1,0
445,active,3290,1,1,1,33,8,1,False,3290,1605235435,0,1,,,1605236395,1605236395,0,3
446,active,3292,1,1,1,6,0,0,True,3292,1605234749,36,1,,,1605236395,1605236395,0,0
447,active,3293,1,1,0,8,8,1,False,3293,1605235632,15,1,,,1605236395,1605236395,0,2
448,active,3294,1,1,0,14,9,1,True,3294,1605235820,23,1,,,1605236395,1605236395,0,0
449,active,3296,1,1,0,10,1,1,False,3296,1605235613,31,1,,,1605236395,1605236395,2,0
450,active,3297,1,1,0,0,0,1,False,3297,1605235967,20,1,,,1605236395,1605236395,0,0
451,active,3298,1,1,0,23,2,0,False,3298,1605233985,0,1,,,1605236395,1605236395,0,1
452,active,3299,1,1,0,8,0,1,False,3299,1605236337,16,1,,,1605236395,1605236395,0,3
453,active,3300,1,1,0,1,0,0,False,3300,1605228316,24,1,,,1605236395,1605236395,0,0
454,active,3301,1,1,2,17,13,0,False,3301,1605236088,20,1,,,1605236395,1605236395,1,0
455,active,3302,1,1,0,3,2,1,False,3302,1605234398,18,1,,,1605236395,1605236395,1,0
456,active,3303,1,1,0,22,3,0,False,3303,1605234890,3,1,,,1605236395,1605236395,1,0
457,active,3304,1,1,0,12,1,2,False,3304,1605234246,13,1,,,1605236395,1605236395,1,0
458,active,3305,1,1,0,9,3,0,False,3305,1605236382,30,1,,,1605236395,1605236395,3,0
459,active,3306,1,1,0,5,0,0,False,3306,1605236005,18,1,,,1605236395,1605236395,0,0
460,active,3307,1,1,0,7,0,3,False,3307,1605234118,21,1,,,1605236395,1605236395,1,0
461,active,3308,1,1,0,27,1,0,False,3308,1605236116,0,1,,,1605236395,1605236395,0,0
462,active,3309,1,1,0,9,0,0,False,3309,1605232013,21,1,,,1605236395,1605236395,1,0
463,active,3310,1,1,0,6,2,0,False,3310,1605231703,18,1,,,1605236395,1605236395,0,1
464,active,3311,1,1,0,21,0,0,False,3311,1605227194,0,1,,,1605236395,1605236395,0,0
465,active,3312,0,0,0,39,7,0,False,3312,1605213755,0,1,,,1605236395,1605236395,0,0
466,active,3313,1,1,0,10,0,0,False,3313,1605235790,19,1,,,1605236395,1605236395,1,0
467,active,3314,1,1,0,13,6,1,False,3314,1605234597,18,1,,,1605236395,1605236395,3,0
468,active,3315,1,1,0,12,1,1,False,3315,1605235979,10,1,,,1605236395,1605236395,1,0
469,active,3317,1,1,0,14,2,0,False,3317,1605232016,10,1,,,1605236395,1605236395,0,2
470,active,3318,1,1,0,34,2,1,False,3318,1605234003,4,1,,,1605236395,1605236395,4,0
471,active,3319,1,1,0,16,2,4,False,3319,1605236144,1,1,,,1605236395,1605236395,0,1
472,active,3321,1,1,0,12,0,0,False,3321,1605230723,13,1,,,1605236395,1605236395,0,2
473,active,3322,1,1,0,23,0,1,False,3322,1605234537,1,1,,,1605236395,1605236395,1,0
474,active,3323,1,1,0,10,1,4,True,3323,1605236323,45,1,,,1605236395,1605236395,0,0
475,active,3324,1,1,0,20,0,0,False,3324,1605232990,5,1,,,1605236395,1605236395,0,0
476,active,3325,1,1,0,10,0,0,False,3325,1605233174,21,1,,,1605236395,1605236395,0,1
477,active,3326,1,1,0,5,0,0,False,3326,1605236211,16,1,,,1605236395,1605236395,0,0
478,active,3327,1,1,0,2,0,0,False,3327,1605235753,25,1,,,1605236395,1605236395,0,0
479,active,3328,1,1,0,19,3,2,False,3328,1605235243,18,1,,,1605236395,1605236395,0,1
480,active,3329,1,1,0,19,5,1,False,3329,1605236011,7,1,,,1605236395,1605236395,0,2
481,active,3330,1,1,0,5,1,0,False,3330,1605213192,14,1,,,1605236395,1605236395,0,0
482,active,3331,1,1,0,14,2,0,True,3331,1605235249,25,1,,,1605236395,1605236395,0,0
483,active,3332,1,1,0,17,0,1,False,3332,1605233150,1,1,,,1605236395,1605236395,0,0
484,active,3333,1,1,0,20,2,0,False,3333,1605234892,1,1,,,1605236395,1605236395,0,0
485,active,3335,1,1,0,21,1,2,False,3335,1605236317,5,1,,,1605236395,1605236395,0,1
486,active,3336,1,1,0,2,1,2,False,3336,1605234807,37,1,,,1605236395,1605236395,0,0
487,active,3337,1,1,0,20,0,0,False,3337,1605225477,3,1,,,1605236395,1605236395,0,0
488,active,3338,1,1,0,21,0,0,False,3338,1605236227,10,1,,,1605236395,1605236395,1,0
489,active,3339,1,1,0,20,2,1,False,3339,1605236256,2,1,,,1605236395,1605236395,0,1
490,active,3340,1,1,0,20,0,0,False,3340,1605221523,1,1,,,1605236395,1605236395,0,0
491,active,3342,1,1,0,18,0,1,False,3342,1605231013,4,1,,,1605236395,1605236395,0,0
492,active,3343,0,0,0,10,8,0,False,3343,1605232181,13,1,,,1605236395,1605236395,2,0
493,active,3344,1,1,0,13,0,1,False,3344,1605231022,5,1,,,1605236395,1605236395,0,0
494,active,3345,1,1,0,1,1,0,False,3345,1605234997,34,1,,,1605236395,1605236395,0,1
495,active,3346,1,1,0,0,0,0,False,3346,1605232477,29,1,,,1605236395,1605236395,2,0
496,active,3347,1,1,0,14,1,2,False,3347,1605232215,5,1,,,1605236395,1605236395,0,0
497,active,3348,1,1,0,12,0,0,False,3348,1605224209,7,1,,,1605236395,1605236395,0,0
498,active,3349,1,1,0,5,3,1,False,3349,1605233327,24,1,,,1605236395,1605236395,0,0
499,active,3350,1,1,0,22,10,0,False,3350,1605236255,17,1,,,1605236395,1605236395,0,3
500,active,3351,1,1,0,15,0,2,False,3351,1605236043,8,1,,,1605236395,1605236395,2,0
501,active,3352,1,1,0,12,0,0,False,3352,1605226038,9,1,,,1605236395,1605236395,0,0
502,active,3354,1,1,0,3,3,0,True,3354,1605235239,28,1,,,1605236395,1605236395,0,0
503,active,3355,1,1,0,12,1,0,False,3355,1605236246,13,1,,,1605236395,1605236395,0,4
504,active,3356,1,1,0,8,1,0,False,3356,1605234812,13,1,,,1605236395,1605236395,0,0
505,active,3357,1,1,0,9,1,1,False,3357,1605235822,25,1,,,1605236395,1605236395,0,0
506,active,3358,1,1,0,5,1,1,False,3358,1605232651,19,1,,,1605236395,1605236395,0,0
507,active,3359,1,1,0,7,1,2,False,3359,1605233040,32,1,,,1605236395,1605236395,0,0
508,active,3361,1,1,0,4,1,0,False,3361,1605236216,19,1,,,1605236395,1605236395,0,0
509,active,3362,1,1,0,1,1,1,False,3362,1605232650,32,1,,,1605236395,1605236395,1,0
510,active,3363,1,1,0,19,2,0,False,3363,1605235553,14,1,,,1605236395,1605236395,0,2
511,active,3364,1,1,0,27,0,0,False,3364,1605235425,0,1,,,1605236395,1605236395,0,0
512,active,3365,1,1,0,0,0,0,False,3365,1605235743,27,1,,,1605236395,1605236395,0,0
513,active,3366,1,1,0,18,3,1,False,3366,1605233115,12,1,,,1605236395,1605236395,3,0
514,active,3367,1,1,0,10,0,0,False,3367,1605231540,29,1,,,1605236395,1605236395,0,0
515,active,3368,1,1,0,27,0,0,False,3368,1605234020,3,1,,,1605236395,1605236395,0,2
516,active,3369,1,1,0,5,0,1,False,3369,1605234923,23,1,,,1605236395,1605236395,0,0
517,active,3370,1,1,0,1,0,0,False,3370,1605235853,24,1,,,1605236395,1605236395,0,1
518,active,3372,1,1,0,25,0,2,False,3372,1605235071,12,1,,,1605236395,1605236395,0,2
519,active,3373,1,1,0,25,0,0,False,3373,1605235728,2,1,,,1605236395,1605236395,0,0
520,active,3374,0,0,0,36,8,0,False,3374,1605235670,0,1,,,1605236395,1605236395,0,0
521,active,3375,1,1,0,8,0,1,False,3375,1605231505,26,1,,,1605236395,1605236395,1,0
522,active,3376,1,1,0,19,2,2,False,3376,1605236117,18,1,,,1605236395,1605236395,0,1
523,active,3377,1,1,0,24,0,0,False,3377,1605235194,1,1,,,1605236395,1605236395,0,0
524,active,3378,1,1,0,5,3,0,False,3378,1605235323,23,1,,,1605236395,1605236395,0,1
525,active,3379,1,1,0,34,1,1,False,3379,1605236197,0,1,,,1605236395,1605236395,0,1
526,active,3381,1,1,0,19,2,0,False,3381,1605229616,2,1,,,1605236395,1605236395,0,0
527,active,3382,1,1,0,30,1,0,False,3382,1605232052,1,1,,,1605236395,1605236395,0,0
528,active,3383,1,1,0,17,10,1,False,3383,1605234768,7,1,,,1605236395,1605236395,1,0
529,active,3384,1,1,0,4,0,0,False,3384,1605230880,21,1,,,1605236395,1605236395,0,0
530,active,3386,1,1,0,12,3,0,False,3386,1605233305,15,1,,,1605236395,1605236395,0,0
531,active,3387,1,1,1,20,0,1,False,3387,1605233692,3,1,,,1605236395,1605236395,2,0
532,active,3388,1,1,0,24,1,0,False,3388,1605231070,1,1,,,1605236395,1605236395,0,0
533,active,3389,1,1,0,23,1,1,False,3389,1605228097,4,1,,,1605236395,1605236395,0,1
534,active,3390,1,1,0,20,3,0,False,3390,1605235562,4,1,,,1605236395,1605236395,0,1
535,active,3391,1,1,0,22,2,0,False,3391,1605235861,3,1,,,1605236395,1605236395,0,2
536,active,3392,1,1,0,12,1,0,False,3392,1605231214,7,1,,,1605236395,1605236395,1,0
537,active,3393,1,1,0,16,0,0,False,3393,1605222467,3,1,,,1605236395,1605236395,0,0
538,active,3394,1,1,0,17,2,0,False,3394,1605235319,4,1,,,1605236395,1605236395,0,0
539,active,3395,1,1,0,18,1,0,False,3395,1605235671,1,1,,,1605236395,1605236395,0,0
540,active,3396,1,1,0,6,2,0,False,3396,1605235457,19,1,,,1605236395,1605236395,0,0
541,active,3397,1,1,0,24,1,1,False,3397,1605233304,0,1,,,1605236395,1605236395,0,0
542,active,3398,1,1,0,23,3,0,False,3398,1605236252,0,1,,,1605236395,1605236395,0,2
543,active,3399,1,1,0,22,0,1,False,3399,1605235332,1,1,,,1605236395,1605236395,0,0
544,active,3400,0,0,0,23,5,1,False,3400,1605230397,0,1,,,1605236395,1605236395,0,0
545,active,3402,1,1,0,23,1,0,False,3402,1605233824,0,1,,,1605236395,1605236395,0,1
546,active,3403,1,1,0,31,0,0,False,3403,1605226777,0,1,,,1605236395,1605236395,0,0
547,active,3404,1,1,0,26,1,0,False,3404,1605233964,1,1,,,1605236395,1605236395,0,1
548,active,3405,1,1,0,6,3,0,False,3405,1605228744,17,1,,,1605236395,1605236395,0,1
549,active,3407,1,1,0,13,1,1,False,3407,1605232820,9,1,,,1605236395,1605236395,0,0
550,active,3408,1,1,0,9,0,1,False,3408,1605235533,17,1,,,1605236395,1605236395,0,1
551,active,3409,1,1,0,37,1,0,False,3409,1605235915,11,1,,,1605236395,1605236395,1,0
552,active,3410,1,1,0,73,2,0,False,3410,1605234516,4,1,,,1605236395,1605236395,0,0
553,active,3411,1,1,0,25,0,0,False,3411,1605233838,2,1,,,1605236395,1605236395,2,0
554,active,3412,1,1,0,15,1,0,False,3412,1605235556,3,1,,,1605236395,1605236395,3,0
555,active,3414,1,1,0,13,0,0,False,3414,1605234944,20,1,,,1605236395,1605236395,0,0
556,active,3415,1,1,0,9,0,0,False,3415,1605233053,16,1,,,1605236395,1605236395,0,1
557,active,3416,1,1,1,0,0,0,False,3416,1605232383,24,1,,,1605236395,1605236395,1,0
558,active,3417,1,1,0,23,0,0,False,3417,1605231174,4,1,,,1605236395,1605236395,1,0
559,active,3418,1,1,0,21,0,0,False,3418,1605234910,12,1,,,1605236395,1605236395,1,0
560,active,3419,1,1,0,25,1,0,False,3419,1605233229,2,1,,,1605236395,1605236395,1,0
