,station_id,num_bikes_disabled,num_docks_available,is_returning,num_docks_disabled,legacy_id,is_installed,eightd_has_available_keys,num_bikes_available,is_renting,last_reported,num_ebikes_available,station_status,starttime,timestamp,demand,supply
0,72,4,41,1,0,72,1,False,10,1,1605070689,0,active,1605070800,1605070800,0,1
1,79,1,9,1,0,79,1,False,23,1,1605068734,0,active,1605070800,1605070800,0,0
2,82,1,0,1,0,82,1,False,26,1,1605067802,0,active,1605070800,1605070800,0,0
3,83,22,0,1,40,83,1,False,0,1,1605070698,0,active,1605070800,1605070800,0,0
4,116,0,0,0,0,116,0,False,0,0,86400,0,out_of_service,1605070800,1605070800,0,0
5,119,1,7,1,0,119,1,False,45,1,1605069590,2,active,1605070800,1605070800,0,0
6,120,1,4,1,0,120,1,False,14,1,1605070210,2,active,1605070800,1605070800,2,0
7,127,3,0,1,0,127,1,False,28,1,1605069902,0,active,1605070800,1605070800,3,0
8,128,2,24,1,0,128,1,False,30,1,1605070633,1,active,1605070800,1605070800,0,2
9,143,2,12,1,0,143,1,False,10,1,1605068156,0,active,1605070800,1605070800,0,0
10,144,1,8,1,0,144,1,False,49,1,1605070143,0,active,1605070800,1605070800,0,0
11,146,0,3,1,0,146,1,False,36,1,1605069043,0,active,1605070800,1605070800,1,0
12,150,2,20,1,0,150,1,False,33,1,1605070145,0,active,1605070800,1605070800,5,0
13,151,5,23,1,0,151,1,True,5,1,1605070353,0,active,1605070800,1605070800,0,0
14,152,0,3,1,0,152,1,False,46,1,1605070285,1,active,1605070800,1605070800,0,0
15,157,1,3,1,0,157,1,False,19,1,1605069096,0,active,1605070800,1605070800,0,2
16,161,6,14,1,0,161,1,False,15,1,1605070365,0,active,1605070800,1605070800,4,0
17,164,0,40,1,0,164,1,False,7,1,1605069664,1,active,1605070800,1605070800,0,3
18,168,2,25,1,0,168,1,False,20,1,1605068681,0,active,1605070800,1605070800,0,3
19,173,1,57,1,0,173,1,False,12,1,1605069672,0,active,1605070800,1605070800,0,1
20,174,1,21,1,0,174,1,False,13,1,1605070224,1,active,1605070800,1605070800,1,0
21,212,3,8,1,0,212,1,False,49,1,1605066917,0,active,1605070800,1605070800,0,1
22,216,1,33,1,0,216,1,False,3,1,1605069199,1,active,1605070800,1605070800,0,0
23,217,3,8,1,0,217,1,False,28,1,1605068891,2,active,1605070800,1605070800,0,0
24,223,4,3,1,0,223,1,False,26,1,1605070527,0,active,1605070800,1605070800,1,0
25,224,0,29,1,0,224,1,True,1,1,1605067747,0,active,1605070800,1605070800,0,1
26,228,0,55,1,0,228,1,False,0,1,1605066592,0,active,1605070800,1605070800,0,0
27,229,3,7,1,0,229,1,False,13,1,1605070653,0,active,1605070800,1605070800,0,3
28,236,0,0,1,0,236,1,False,0,1,86400,0,active,1605070800,1605070800,0,0
29,237,4,13,1,0,237,1,False,22,1,1605070248,0,active,1605070800,1605070800,2,0
30,238,6,2,1,0,238,1,False,23,1,1605070663,0,active,1605070800,1605070800,0,1
31,239,0,11,1,0,239,1,False,20,1,1605067088,0,active,1605070800,1605070800,1,0
32,241,1,14,1,0,241,1,False,8,1,1605069154,0,active,1605070800,1605070800,0,0
33,242,1,15,1,0,242,1,False,30,1,1605067089,1,active,1605070800,1605070800,2,0
34,244,4,19,1,0,244,1,False,8,1,1605067549,0,active,1605070800,1605070800,2,0
35,245,0,6,1,0,245,1,False,17,1,1605070069,0,active,1605070800,1605070800,0,0
36,247,5,0,1,0,247,1,False,50,1,1605069365,0,active,1605070800,1605070800,0,0
37,248,1,9,1,0,248,1,False,89,1,1605068977,0,active,1605070800,1605070800,0,1
38,249,0,4,1,0,249,1,False,23,1,1605070514,0,active,1605070800,1605070800,0,0
39,250,2,26,1,0,250,1,False,12,1,1605070656,2,active,1605070800,1605070800,0,1
40,251,0,5,1,0,251,1,False,22,1,1605070759,1,active,1605070800,1605070800,0,2
41,252,0,6,1,0,252,1,False,27,1,1605070689,1,active,1605070800,1605070800,0,1
42,254,3,15,1,0,254,1,False,29,1,1605068154,0,active,1605070800,1605070800,1,0
43,257,2,23,1,0,257,1,False,14,1,1605068987,0,active,1605070800,1605070800,0,0
44,258,1,13,1,0,258,1,False,9,1,1605069047,0,active,1605070800,1605070800,0,0
45,259,0,1,1,0,259,1,False,38,1,1605065330,0,active,1605070800,1605070800,1,0
46,260,3,16,1,0,260,1,False,14,1,1605067866,0,active,1605070800,1605070800,0,0
47,261,0,19,1,0,261,1,False,22,1,1605070048,1,active,1605070800,1605070800,0,2
48,262,3,13,1,0,262,1,False,8,1,1605069365,2,active,1605070800,1605070800,0,0
49,264,3,2,1,0,264,1,False,22,1,1605070217,0,active,1605070800,1605070800,1,0
50,265,0,2,1,0,265,1,False,33,1,1605069792,2,active,1605070800,1605070800,2,0
51,267,2,67,1,0,267,1,False,1,1,1605069141,0,active,1605070800,1605070800,0,1
52,268,0,21,1,0,268,1,False,6,1,1605068496,0,active,1605070800,1605070800,1,0
53,270,1,12,1,0,270,1,False,10,1,1605068472,0,active,1605070800,1605070800,0,0
54,274,1,18,1,0,274,1,False,12,1,1605068949,1,active,1605070800,1605070800,1,0
55,275,0,8,1,0,275,1,False,11,1,1605070695,6,active,1605070800,1605070800,0,1
56,276,0,1,1,0,276,1,False,24,1,1605068114,0,active,1605070800,1605070800,0,1
57,278,3,8,1,0,278,1,False,8,1,1605067096,0,active,1605070800,1605070800,0,2
58,280,0,0,0,0,280,0,False,0,0,86400,0,out_of_service,1605070800,1605070800,0,0
59,281,3,60,1,0,281,1,True,3,1,1605069135,1,active,1605070800,1605070800,0,0
60,282,4,17,1,0,282,1,False,6,1,1605068272,0,active,1605070800,1605070800,1,0
61,284,3,12,1,0,284,1,False,36,1,1605069828,0,active,1605070800,1605070800,0,1
62,285,2,46,1,0,285,1,True,5,1,1605070354,0,active,1605070800,1605070800,2,0
63,289,1,10,1,0,289,1,False,8,1,1605069334,3,active,1605070800,1605070800,2,0
64,291,1,0,1,0,291,1,False,19,1,1605066340,4,active,1605070800,1605070800,0,0
65,293,0,24,1,0,293,1,False,30,1,1605069786,1,active,1605070800,1605070800,1,0
66,295,0,0,1,0,295,1,False,24,1,1605064817,0,active,1605070800,1605070800,0,0
67,297,4,53,1,0,297,1,False,20,1,1605070740,0,active,1605070800,1605070800,0,1
68,298,1,18,1,0,298,1,False,16,1,1605070237,0,active,1605070800,1605070800,0,0
69,301,3,6,1,0,301,1,False,49,1,1605069926,0,active,1605070800,1605070800,4,0
70,302,10,4,1,0,302,1,False,23,1,1605070490,4,active,1605070800,1605070800,0,0
71,303,0,24,1,0,303,1,False,43,1,1605068490,0,active,1605070800,1605070800,0,2
72,304,2,2,1,0,304,1,False,29,1,1605069156,0,active,1605070800,1605070800,0,0
73,305,1,26,1,0,305,1,False,6,1,1605070267,0,active,1605070800,1605070800,2,0
74,307,2,1,1,0,307,1,False,27,1,1605070773,0,active,1605070800,1605070800,1,0
75,308,2,1,1,0,308,1,False,45,1,1605070762,0,active,1605070800,1605070800,1,0
76,309,2,22,1,0,309,1,False,17,1,1605070221,0,active,1605070800,1605070800,0,0
77,310,2,16,1,0,310,1,False,48,1,1605070360,0,active,1605070800,1605070800,3,0
78,311,6,1,1,0,311,1,False,24,1,1605070381,0,active,1605070800,1605070800,0,0
79,312,0,4,1,0,312,1,False,29,1,1605070624,0,active,1605070800,1605070800,0,2
80,313,0,8,1,0,313,1,False,47,1,1605067976,1,active,1605070800,1605070800,0,0
81,315,4,16,1,0,315,1,False,9,1,1605065164,0,active,1605070800,1605070800,0,0
82,316,1,31,1,0,316,1,False,11,1,1605070610,1,active,1605070800,1605070800,0,1
