,station_id,num_bikes_disabled,num_docks_available,is_returning,num_docks_disabled,legacy_id,is_installed,eightd_has_available_keys,num_bikes_available,is_renting,last_reported,num_ebikes_available,station_status,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,1,45,1,0,72,1,False,9,1,1605199818,0,active,,,1605200400,1605200400,1,0
1,79,1,4,1,0,79,1,False,28,1,1605199721,0,active,,,1605200400,1605200400,3,0
2,82,0,0,1,0,82,1,False,27,1,1605200034,4,active,,,1605200400,1605200400,0,0
3,83,0,28,1,0,83,1,False,34,1,1605200360,0,active,,,1605200400,1605200400,3,0
4,116,0,0,0,0,116,0,False,0,0,86400,0,out_of_service,,,1605200400,1605200400,0,0
5,119,2,11,1,0,119,1,False,40,1,1605199580,0,active,,,1605200400,1605200400,0,1
6,120,0,18,1,0,120,1,False,1,1,1605199348,1,active,,,1605200400,1605200400,0,1
7,127,0,18,1,0,127,1,False,13,1,1605200361,3,active,,,1605200400,1605200400,1,0
8,128,1,8,1,0,128,1,False,47,1,1605200355,6,active,,,1605200400,1605200400,0,2
9,143,0,12,1,0,143,1,False,12,1,1605199602,0,active,,,1605200400,1605200400,0,2
10,144,3,2,1,0,144,1,False,53,1,1605198786,0,active,,,1605200400,1605200400,4,0
11,146,0,17,1,0,146,1,False,22,1,1605199802,1,active,,,1605200400,1605200400,2,0
12,150,0,32,1,0,150,1,False,23,1,1605200353,0,active,,,1605200400,1605200400,0,5
13,151,3,8,1,0,151,1,True,22,1,1605200223,2,active,,,1605200400,1605200400,7,0
14,152,0,4,1,0,152,1,False,45,1,1605199806,0,active,,,1605200400,1605200400,1,0
15,157,1,15,1,0,157,1,False,7,1,1605199119,2,active,,,1605200400,1605200400,0,4
16,161,1,27,1,0,161,1,False,7,1,1605200354,0,active,,,1605200400,1605200400,0,2
17,164,1,31,1,0,164,1,False,15,1,1605200189,0,active,,,1605200400,1605200400,4,0
18,168,1,3,1,0,168,1,False,43,1,1605200129,8,active,,,1605200400,1605200400,3,0
19,173,0,14,1,0,173,1,False,56,1,1605200302,4,active,,,1605200400,1605200400,5,0
20,174,0,19,1,0,174,1,False,16,1,1605199977,1,active,,,1605200400,1605200400,0,1
21,212,1,5,1,0,212,1,False,54,1,1605200076,4,active,,,1605200400,1605200400,0,3
22,216,2,28,1,0,216,1,False,7,1,1605197836,0,active,,,1605200400,1605200400,3,0
23,217,1,7,1,0,217,1,False,31,1,1605200334,3,active,,,1605200400,1605200400,0,4
24,223,2,2,1,0,223,1,False,29,1,1605200207,1,active,,,1605200400,1605200400,0,0
25,224,0,27,1,0,224,1,True,3,1,1605197206,0,active,,,1605200400,1605200400,2,0
26,228,3,2,1,1,228,1,False,49,1,1605200088,9,active,,,1605200400,1605200400,0,0
27,229,3,3,1,0,229,1,False,17,1,1605200340,1,active,,,1605200400,1605200400,0,1
28,236,0,0,1,0,236,1,False,0,1,86400,0,active,,,1605200400,1605200400,0,0
29,237,2,19,1,0,237,1,False,18,1,1605200372,2,active,,,1605200400,1605200400,0,8
30,238,0,17,1,0,238,1,False,14,1,1605199151,0,active,,,1605200400,1605200400,1,0
31,239,1,8,1,0,239,1,False,22,1,1605199782,0,active,,,1605200400,1605200400,0,2
32,241,2,8,1,0,241,1,False,13,1,1605200191,0,active,,,1605200400,1605200400,1,0
33,242,1,0,1,0,242,1,False,45,1,1605199385,1,active,,,1605200400,1605200400,0,0
34,244,2,29,1,0,244,1,False,0,1,1605199390,0,active,,,1605200400,1605200400,1,0
35,245,0,9,1,0,245,1,False,14,1,1605199669,0,active,,,1605200400,1605200400,1,0
36,247,0,39,1,0,247,1,False,16,1,1605199782,1,active,,,1605200400,1605200400,2,0
37,248,3,9,1,0,248,1,False,87,1,1605199547,1,active,,,1605200400,1605200400,2,0
38,249,0,2,1,0,249,1,False,25,1,1605200280,1,active,,,1605200400,1605200400,0,1
39,250,1,4,1,0,250,1,False,35,1,1605200158,5,active,,,1605200400,1605200400,0,7
40,251,2,2,1,0,251,1,False,23,1,1605200380,6,active,,,1605200400,1605200400,0,0
41,252,0,16,1,0,252,1,False,17,1,1605200308,0,active,,,1605200400,1605200400,0,1
42,254,1,37,1,1,254,1,False,8,1,1605200344,0,active,,,1605200400,1605200400,0,2
43,257,1,0,1,0,257,1,False,38,1,1605199624,5,active,,,1605200400,1605200400,0,2
44,258,1,22,1,0,258,1,False,0,1,1605195707,0,active,,,1605200400,1605200400,0,0
45,259,0,4,1,0,259,1,False,35,1,1605197348,1,active,,,1605200400,1605200400,0,1
46,260,1,4,1,0,260,1,False,28,1,1605200190,2,active,,,1605200400,1605200400,0,0
47,261,1,21,1,0,261,1,False,19,1,1605199793,0,active,,,1605200400,1605200400,0,1
48,262,2,22,1,0,262,1,False,0,1,1605192921,0,active,,,1605200400,1605200400,0,0
49,264,1,5,1,0,264,1,False,21,1,1605200382,2,active,,,1605200400,1605200400,4,0
50,265,1,18,1,0,265,1,False,16,1,1605200266,4,active,,,1605200400,1605200400,0,7
51,267,0,53,1,0,267,1,False,17,1,1605199191,3,active,,,1605200400,1605200400,0,3
52,268,0,1,1,0,268,1,False,26,1,1605200243,2,active,,,1605200400,1605200400,0,2
53,270,0,21,1,0,270,1,False,2,1,1605196860,0,active,,,1605200400,1605200400,0,1
54,274,0,19,1,0,274,1,False,12,1,1605200107,1,active,,,1605200400,1605200400,0,3
55,275,0,19,1,0,275,1,False,0,1,1605197674,0,active,,,1605200400,1605200400,1,0
56,276,1,10,1,0,276,1,False,14,1,1605200172,0,active,,,1605200400,1605200400,0,1
57,278,0,11,1,0,278,1,False,8,1,1605199579,0,active,,,1605200400,1605200400,0,0
58,280,0,0,0,0,280,0,False,0,0,86400,0,out_of_service,,,1605200400,1605200400,0,0
59,281,1,1,1,0,281,1,True,64,1,1605199774,14,active,,,1605200400,1605200400,1,0
60,282,1,25,1,0,282,1,False,1,1,1605199143,1,active,,,1605200400,1605200400,2,0
61,284,0,29,1,0,284,1,False,22,1,1605200175,0,active,,,1605200400,1605200400,4,0
62,285,1,8,1,0,285,1,True,44,1,1605200331,1,active,,,1605200400,1605200400,0,0
63,289,0,18,1,0,289,1,False,1,1,1605188937,0,active,,,1605200400,1605200400,1,0
64,291,1,5,1,0,291,1,False,14,1,1605200303,2,active,,,1605200400,1605200400,0,1
65,293,1,8,1,0,293,1,False,45,1,1605200345,2,active,,,1605200400,1605200400,0,8
66,295,0,7,1,0,295,1,False,17,1,1605200319,0,active,,,1605200400,1605200400,0,2
67,297,1,53,1,0,297,1,False,23,1,1605200090,6,active,,,1605200400,1605200400,1,0
68,298,0,32,1,0,298,1,False,3,1,1605199935,0,active,,,1605200400,1605200400,0,1
69,301,0,23,1,0,301,1,False,35,1,1605200372,0,active,,,1605200400,1605200400,2,0
70,302,5,26,1,0,302,1,False,6,1,1605199539,0,active,,,1605200400,1605200400,0,3
71,303,2,8,1,0,303,1,False,57,1,1605200321,5,active,,,1605200400,1605200400,3,0
72,304,0,5,1,0,304,1,False,28,1,1605200081,10,active,,,1605200400,1605200400,1,0
73,305,0,10,1,0,305,1,False,23,1,1605199147,9,active,,,1605200400,1605200400,0,0
74,307,0,10,1,0,307,1,False,20,1,1605199812,3,active,,,1605200400,1605200400,0,0
75,308,1,0,1,0,308,1,False,47,1,1605198412,0,active,,,1605200400,1605200400,0,0
76,309,2,2,1,0,309,1,False,37,1,1605200138,3,active,,,1605200400,1605200400,1,0
77,310,1,18,1,0,310,1,False,47,1,1605200265,4,active,,,1605200400,1605200400,1,0
78,311,3,0,1,0,311,1,False,28,1,1605200076,2,active,,,1605200400,1605200400,0,0
79,312,1,6,1,0,312,1,False,26,1,1605200184,2,active,,,1605200400,1605200400,0,4
80,313,0,1,1,0,313,1,False,54,1,1605200331,4,active,,,1605200400,1605200400,0,1
81,315,3,6,1,0,315,1,False,20,1,1605199602,2,active,,,1605200400,1605200400,0,0
82,316,0,30,0,0,316,1,False,13,0,1605199597,0,active,,,1605200400,1605200400,2,0
83,317,1,38,1,0,317,1,False,15,1,1605200058,0,active,,,1605200400,1605200400,5,0
84,319,0,5,1,0,319,1,False,28,1,1605200219,2,active,,,1605200400,1605200400,0,3
85,320,0,2,1,0,320,1,False,37,1,1605198912,3,active,,,1605200400,1605200400,2,0
86,321,1,8,1,0,321,1,False,30,1,1605197577,0,active,,,1605200400,1605200400,3,0
87,323,1,3,1,0,323,1,False,35,1,1605199654,1,active,,,1605200400,1605200400,0,3
88,324,0,3,1,0,324,1,False,71,1,1605199949,0,active,,,1605200400,1605200400,1,0
89,325,0,30,1,0,325,1,False,5,1,1605199929,0,active,,,1605200400,1605200400,6,0
90,326,1,36,1,0,326,1,False,4,1,1605200266,0,active,,,1605200400,1605200400,1,0
91,327,1,10,1,0,327,1,True,28,1,1605200384,0,active,,,1605200400,1605200400,1,0
92,328,3,0,0,0,328,1,False,32,0,1605197902,4,active,,,1605200400,1605200400,0,0
93,330,1,11,1,0,330,1,False,27,1,1605200315,5,active,,,1605200400,1605200400,1,0
94,331,2,20,1,0,331,1,False,5,1,1605200290,0,active,,,1605200400,1605200400,0,0
95,332,0,17,1,0,332,1,False,19,1,1605200085,0,active,,,1605200400,1605200400,0,2
96,334,1,3,1,0,334,1,False,27,1,1605200235,2,active,,,1605200400,1605200400,1,0
97,335,2,5,1,0,335,1,False,20,1,1605200271,2,active,,,1605200400,1605200400,0,2
98,336,1,14,1,0,336,1,False,21,1,1605200178,0,active,,,1605200400,1605200400,3,0
99,340,0,1,1,0,340,1,False,26,1,1605200348,3,active,,,1605200400,1605200400,0,5
100,341,0,4,1,0,341,1,False,15,1,1605200306,0,active,,,1605200400,1605200400,1,0
101,342,1,11,1,1,342,1,False,16,1,1605199712,0,active,,,1605200400,1605200400,3,0
102,343,0,0,1,0,343,1,False,23,1,1605197169,0,active,,,1605200400,1605200400,0,0
103,344,5,18,1,0,344,1,False,0,1,1605199662,0,active,,,1605200400,1605200400,0,0
104,346,1,17,1,0,346,1,False,9,1,1605200376,1,active,,,1605200400,1605200400,0,0
105,347,1,19,1,0,347,1,False,34,1,1605200124,0,active,,,1605200400,1605200400,0,2
106,349,0,11,1,0,349,1,False,50,1,1605199922,0,active,,,1605200400,1605200400,0,2
107,350,2,7,1,1,350,1,False,37,1,1605200095,8,active,,,1605200400,1605200400,0,2
108,351,0,1,1,0,351,1,False,38,1,1605198101,0,active,,,1605200400,1605200400,0,0
109,353,1,24,1,0,353,1,False,2,1,1605200176,0,active,,,1605200400,1605200400,4,0
110,354,0,47,1,0,354,1,False,0,1,1605199680,0,active,,,1605200400,1605200400,0,0
111,355,1,3,1,0,355,1,False,39,1,1605200168,2,active,,,1605200400,1605200400,1,0
112,356,0,13,1,0,356,1,False,10,1,1605200211,0,active,,,1605200400,1605200400,0,2
113,358,0,32,1,0,358,1,False,18,1,1605200226,0,active,,,1605200400,1605200400,3,0
114,359,5,14,1,0,359,1,False,59,1,1605199863,18,active,,,1605200400,1605200400,0,2
115,360,1,19,1,0,360,1,False,19,1,1605200292,4,active,,,1605200400,1605200400,2,0
116,361,2,18,1,0,361,1,False,59,1,1605200286,2,active,,,1605200400,1605200400,5,0
