,num_bikes_available,legacy_id,is_installed,last_reported,num_docks_available,num_bikes_disabled,num_ebikes_available,is_renting,is_returning,station_id,num_docks_disabled,station_status,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,27,72,1,1605254071,27,1,2,1,1,72,0,active,False,,,1605254405,1605254405,0,0
1,27,79,1,1605250622,6,0,0,1,1,79,0,active,False,,,1605254405,1605254405,0,0
2,26,82,1,1605249415,1,0,2,1,1,82,0,active,False,,,1605254405,1605254405,0,0
3,39,83,1,1605248209,23,0,0,1,1,83,0,active,False,,,1605254405,1605254405,0,0
4,0,116,0,86400,0,0,0,0,0,116,0,out_of_service,False,,,1605254405,1605254405,0,0
5,44,119,1,1605250957,9,0,0,1,1,119,0,active,False,,,1605254405,1605254405,0,0
6,6,120,1,1605252902,13,0,1,1,1,120,0,active,False,,,1605254405,1605254405,0,0
7,30,127,1,1605249417,1,0,1,1,1,127,0,active,False,,,1605254405,1605254405,0,0
8,40,128,1,1605253450,15,1,2,1,1,128,0,active,False,,,1605254405,1605254405,1,0
9,4,143,1,1605250048,19,1,1,1,1,143,0,active,False,,,1605254405,1605254405,0,0
10,56,144,1,1605236222,1,1,0,1,1,144,0,active,False,,,1605254405,1605254405,0,0
11,31,146,1,1605252027,8,0,1,1,1,146,0,active,False,,,1605254405,1605254405,0,0
12,29,150,1,1605249416,26,0,3,1,1,150,0,active,False,,,1605254405,1605254405,0,0
13,10,151,1,1605253784,21,2,0,1,1,151,0,active,True,,,1605254405,1605254405,0,0
14,42,152,1,1605247858,6,1,0,1,1,152,0,active,False,,,1605254405,1605254405,0,0
15,13,157,1,1605248209,10,0,2,1,1,157,0,active,False,,,1605254405,1605254405,0,0
16,17,161,1,1605251100,17,1,1,1,1,161,0,active,False,,,1605254405,1605254405,0,0
17,15,164,1,1605253034,31,1,2,1,1,164,0,active,False,,,1605254405,1605254405,0,0
18,29,168,1,1605250622,18,0,1,1,1,168,0,active,False,,,1605254405,1605254405,0,0
