,station_status,last_reported,is_returning,is_renting,num_docks_disabled,num_bikes_disabled,num_docks_available,station_id,num_bikes_available,is_installed,num_ebikes_available,eightd_has_available_keys,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,active,1605120518,1,1,0,1,40,72,14,1,0,False,72,,,1605121205,1605121205,0,4
1,active,1605120890,1,1,0,0,1,79,32,1,1,False,79,,,1605121205,1605121205,0,0
2,active,1605120997,1,1,0,0,10,82,17,1,0,False,82,,,1605121205,1605121205,0,0
3,active,1605120934,1,1,0,1,27,83,34,1,3,False,83,,,1605121205,1605121205,0,2
4,out_of_service,86400,0,0,0,0,0,116,0,0,0,False,116,,,1605121205,1605121205,0,0
5,active,1605120914,1,1,0,0,11,119,42,1,0,False,119,,,1605121205,1605121205,2,0
6,active,1605121125,1,1,0,0,14,120,5,1,1,False,120,,,1605121205,1605121205,0,0
7,active,1605120749,1,1,0,0,25,127,6,1,3,False,127,,,1605121205,1605121205,3,0
8,active,1605121197,1,1,0,1,18,128,37,1,1,False,128,,,1605121205,1605121205,0,0
9,active,1605118611,1,1,0,0,11,143,13,1,1,False,143,,,1605121205,1605121205,0,3
10,active,1605120964,1,1,0,3,10,144,45,1,0,False,144,,,1605121205,1605121205,1,0
11,active,1605121043,1,1,0,0,11,146,28,1,0,False,146,,,1605121205,1605121205,1,0
12,active,1605120589,1,1,0,0,42,150,13,1,0,False,150,,,1605121205,1605121205,1,0
13,active,1605121170,1,1,0,6,4,151,23,1,2,True,151,,,1605121205,1605121205,4,0
14,active,1605120156,1,1,0,0,8,152,41,1,0,False,152,,,1605121205,1605121205,2,0
15,active,1605120953,1,1,0,1,16,157,6,1,2,False,157,,,1605121205,1605121205,0,2
16,active,1605120980,1,1,0,3,24,161,8,1,0,False,161,,,1605121205,1605121205,5,0
17,active,1605121068,1,1,0,3,30,164,14,1,1,False,164,,,1605121205,1605121205,0,3
18,active,1605121106,1,1,0,0,17,168,30,1,1,False,168,,,1605121205,1605121205,7,0
19,active,1605121188,1,1,0,3,13,173,54,1,3,False,173,,,1605121205,1605121205,0,1
20,active,1605121151,1,1,0,1,17,174,17,1,2,False,174,,,1605121205,1605121205,1,0
21,active,1605121151,1,1,0,1,0,212,59,1,2,False,212,,,1605121205,1605121205,0,1
22,active,1605120663,1,1,0,1,29,216,7,1,0,False,216,,,1605121205,1605121205,0,0
23,active,1605119889,1,1,0,3,0,217,36,1,0,False,217,,,1605121205,1605121205,0,0
24,active,1605120867,1,1,0,2,4,223,27,1,5,False,223,,,1605121205,1605121205,2,0
25,active,1605120890,1,1,0,0,26,224,4,1,2,True,224,,,1605121205,1605121205,1,0
26,active,1605119894,0,0,0,1,12,228,42,1,11,False,228,,,1605121205,1605121205,2,0
27,active,1605121150,1,1,0,3,6,229,14,1,1,False,229,,,1605121205,1605121205,4,0
28,active,86400,1,1,0,0,0,236,0,1,0,False,236,,,1605121205,1605121205,0,0
29,active,1605120959,1,1,0,2,25,237,12,1,1,False,237,,,1605121205,1605121205,6,0
30,active,1605121156,1,1,0,0,16,238,15,1,0,False,238,,,1605121205,1605121205,0,1
31,active,1605120706,1,1,0,1,0,239,30,1,1,False,239,,,1605121205,1605121205,0,2
32,active,1605121079,1,1,0,2,10,241,11,1,0,False,241,,,1605121205,1605121205,2,0
33,active,1605121055,1,1,0,0,2,242,44,1,2,False,242,,,1605121205,1605121205,0,0
34,active,1605120090,1,1,0,2,29,244,0,1,0,False,244,,,1605121205,1605121205,1,0
35,active,1605119170,1,1,0,0,10,245,13,1,1,False,245,,,1605121205,1605121205,0,0
36,active,1605120507,1,1,0,2,32,247,21,1,1,False,247,,,1605121205,1605121205,2,0
37,active,1605120244,1,1,0,0,9,248,90,1,2,False,248,,,1605121205,1605121205,0,0
38,active,1605116300,1,1,0,0,1,249,26,1,0,False,249,,,1605121205,1605121205,0,0
39,active,1605121153,1,1,0,3,7,250,30,1,1,False,250,,,1605121205,1605121205,0,3
40,active,1605121175,1,1,0,1,14,251,12,1,1,False,251,,,1605121205,1605121205,0,2
41,active,1605121077,1,1,0,0,2,252,31,1,1,False,252,,,1605121205,1605121205,2,0
42,active,1605121141,1,1,1,2,44,254,0,1,0,False,254,,,1605121205,1605121205,4,0
43,active,1605121108,1,1,0,2,3,257,34,1,1,False,257,,,1605121205,1605121205,1,0
44,active,1605119462,1,1,0,1,22,258,0,1,0,False,258,,,1605121205,1605121205,0,0
45,active,1605119756,1,1,0,0,0,259,39,1,1,False,259,,,1605121205,1605121205,0,1
46,active,1605120982,1,1,0,0,2,260,31,1,6,False,260,,,1605121205,1605121205,1,0
47,active,1605120997,1,1,0,0,21,261,20,1,2,False,261,,,1605121205,1605121205,0,1
48,active,1605120829,1,1,0,1,20,262,3,1,0,False,262,,,1605121205,1605121205,0,0
49,active,1605120905,1,1,0,2,1,264,24,1,1,False,264,,,1605121205,1605121205,0,1
50,active,1605121105,1,1,0,1,26,265,8,1,0,False,265,,,1605121205,1605121205,0,0
51,active,1605121081,1,1,0,2,58,267,10,1,0,False,267,,,1605121205,1605121205,0,0
52,active,1605121131,1,1,0,0,2,268,25,1,2,False,268,,,1605121205,1605121205,0,0
53,active,1605121174,1,1,0,0,21,270,2,1,1,False,270,,,1605121205,1605121205,0,0
54,active,1605121000,1,1,0,0,22,274,9,1,0,False,274,,,1605121205,1605121205,0,0
