,legacy_id,num_ebikes_available,num_docks_disabled,is_renting,station_status,eightd_has_available_keys,is_returning,is_installed,station_id,last_reported,num_docks_available,num_bikes_available,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
368,3165,1,0,1,active,False,1,1,3165,1604703437,30,17,4,,,1604703605,1604703605,0,5
369,3166,1,0,1,active,False,1,1,3166,1604703589,38,2,1,,,1604703605,1604703605,2,0
370,3167,0,0,1,active,False,1,1,3167,1604703568,47,7,1,,,1604703605,1604703605,2,0
371,3169,1,0,1,active,False,1,1,3169,1604703483,31,7,1,,,1604703605,1604703605,3,0
372,3170,1,0,1,active,False,1,1,3170,1604703564,32,3,0,,,1604703605,1604703605,5,0
373,3171,1,0,1,active,False,1,1,3171,1604703220,35,4,0,,,1604703605,1604703605,0,3
374,3172,2,0,1,active,False,1,1,3172,1604703534,20,7,0,,,1604703605,1604703605,0,5
375,3173,4,0,1,active,False,1,1,3173,1604703561,15,20,3,,,1604703605,1604703605,1,0
376,3175,1,0,1,active,False,1,1,3175,1604703387,13,17,1,,,1604703605,1604703605,0,3
377,3177,0,0,1,active,False,1,1,3177,1604703423,56,5,2,,,1604703605,1604703605,5,0
378,3178,0,0,1,active,False,1,1,3178,1604703578,35,2,2,,,1604703605,1604703605,5,0
379,3179,0,0,1,active,False,1,1,3179,1604703149,21,2,0,,,1604703605,1604703605,0,1
380,3184,0,0,1,active,False,1,1,3184,1604701476,7,6,0,,,1604703605,1604703605,0,0
381,3185,0,0,1,active,False,1,1,3185,1604702606,1,21,0,,,1604703605,1604703605,0,0
382,3186,0,0,1,active,False,1,1,3186,1604703316,9,32,1,,,1604703605,1604703605,3,0
383,3187,0,0,1,active,False,1,1,3187,1604702970,3,19,0,,,1604703605,1604703605,2,0
384,3191,0,0,0,active,False,0,1,3191,1604684822,2,15,1,,,1604703605,1604703605,0,0
385,3192,0,0,1,active,False,1,1,3192,1604703102,14,8,0,,,1604703605,1604703605,3,0
386,3193,0,0,1,active,False,1,1,3193,1604702793,13,5,0,,,1604703605,1604703605,1,0
387,3194,0,0,1,active,False,1,1,3194,1604703568,20,1,1,,,1604703605,1604703605,0,1
388,3195,0,0,1,active,False,1,1,3195,1604703137,33,0,1,,,1604703605,1604703605,1,0
389,3196,0,0,1,active,False,1,1,3196,1604689214,17,1,0,,,1604703605,1604703605,0,0
390,3198,0,0,1,active,False,1,1,3198,1604697494,18,0,0,,,1604703605,1604703605,0,0
391,3199,0,0,1,active,False,1,1,3199,1604702898,10,3,1,,,1604703605,1604703605,5,0
392,3201,0,18,0,active,False,0,1,3201,1604652557,0,0,0,,,1604703605,1604703605,0,0
393,3202,0,0,1,active,False,1,1,3202,1604703594,11,6,1,,,1604703605,1604703605,2,0
394,3203,0,0,1,active,False,1,1,3203,1604702413,7,16,3,,,1604703605,1604703605,0,0
395,3205,0,0,1,active,False,1,1,3205,1604702670,21,1,0,,,1604703605,1604703605,3,0
396,3206,0,0,1,active,False,1,1,3206,1604703441,26,0,0,,,1604703605,1604703605,1,0
397,3207,0,0,1,active,False,1,1,3207,1604701834,26,0,0,,,1604703605,1604703605,0,0
398,3209,0,0,1,active,False,1,1,3209,1604701904,7,13,2,,,1604703605,1604703605,1,0
399,3210,0,0,1,active,False,1,1,3210,1604698895,18,0,0,,,1604703605,1604703605,1,0
400,3211,0,0,1,active,False,1,1,3211,1604698284,0,20,2,,,1604703605,1604703605,0,1
401,3212,0,0,1,active,False,1,1,3212,1604662846,22,0,0,,,1604703605,1604703605,0,0
402,3213,0,0,1,active,False,1,1,3213,1604702509,12,10,0,,,1604703605,1604703605,0,4
403,3214,0,0,1,active,False,1,1,3214,1604701285,10,12,0,,,1604703605,1604703605,0,5
404,3220,0,0,1,active,False,1,1,3220,1604690944,17,1,0,,,1604703605,1604703605,0,1
405,3221,0,0,1,active,False,1,1,3221,1604703524,13,12,2,,,1604703605,1604703605,5,0
406,3225,0,0,1,active,False,1,1,3225,1604703319,11,2,1,,,1604703605,1604703605,0,2
407,3226,1,0,1,active,True,1,1,3226,1604703438,41,4,0,,,1604703605,1604703605,0,2
408,3231,0,0,1,active,False,1,1,3231,1604703414,34,5,0,,,1604703605,1604703605,0,0
409,3232,1,0,1,active,False,1,1,3232,1604703374,3,42,2,,,1604703605,1604703605,0,5
410,3233,0,0,1,active,False,1,1,3233,1604703585,38,1,0,,,1604703605,1604703605,0,0
411,3235,0,0,1,active,False,1,1,3235,1604703434,17,9,0,,,1604703605,1604703605,0,2
412,3236,1,0,1,active,False,1,1,3236,1604703484,22,10,1,,,1604703605,1604703605,3,0
413,3241,3,0,1,active,False,1,1,3241,1604701275,13,4,2,,,1604703605,1604703605,0,0
414,3242,0,0,1,active,False,1,1,3242,1604703294,35,3,1,,,1604703605,1604703605,0,1
415,3243,0,0,1,active,False,1,1,3243,1604703555,12,17,0,,,1604703605,1604703605,0,0
416,3244,3,0,1,active,False,1,1,3244,1604703586,15,25,2,,,1604703605,1604703605,14,0
417,3246,1,0,1,active,False,1,1,3246,1604703328,28,11,0,,,1604703605,1604703605,0,0
418,3249,3,0,1,active,False,1,1,3249,1604702186,16,3,0,,,1604703605,1604703605,0,1
419,3255,1,0,1,active,False,1,1,3255,1604703505,10,7,1,[{'id': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 0, 'off_dock_capacity': 70, 'valet_revision': 24725, 'station_id': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c', 'active': True, 'off_dock_count': 41, 'region': 'BKN'}",1604703605,1604703605,0,2
420,3256,1,0,1,active,False,1,1,3256,1604703596,0,19,4,,,1604703605,1604703605,0,2
421,3259,0,0,1,active,False,1,1,3259,1604703196,8,18,1,,,1604703605,1604703605,0,0
422,3260,2,0,1,active,False,1,1,3260,1604703595,21,23,1,,,1604703605,1604703605,19,0
423,3263,3,0,1,active,False,1,1,3263,1604703547,26,32,1,,,1604703605,1604703605,0,13
424,3267,0,0,1,active,False,1,1,3267,1604703200,11,2,1,,,1604703605,1604703605,1,0
425,3268,0,0,1,active,False,1,1,3268,1604703391,11,3,0,,,1604703605,1604703605,5,0
426,3269,0,0,1,active,False,1,1,3269,1604702712,3,10,1,,,1604703605,1604703605,0,1
427,3270,0,0,1,active,False,1,1,3270,1604702358,0,13,1,,,1604703605,1604703605,0,3
428,3272,0,0,1,active,False,1,1,3272,1604703348,3,11,0,,,1604703605,1604703605,0,1
429,3273,0,0,1,active,False,1,1,3273,1604696325,0,18,0,,,1604703605,1604703605,0,4
430,3275,0,0,1,active,False,1,1,3275,1604701125,0,14,0,,,1604703605,1604703605,0,1
431,3276,0,0,1,active,False,1,1,3276,1604703444,13,13,0,,,1604703605,1604703605,0,1
432,3277,0,0,1,active,False,1,1,3277,1604701142,0,14,0,,,1604703605,1604703605,0,0
433,3278,0,0,1,active,False,1,1,3278,1604695705,9,5,0,,,1604703605,1604703605,0,4
434,3279,0,0,0,active,False,0,1,3279,1604703579,1,17,0,,,1604703605,1604703605,1,0
435,3280,0,0,1,active,False,1,1,3280,1604703381,12,2,0,,,1604703605,1604703605,0,0
436,3281,0,0,1,active,False,1,1,3281,1604691888,12,2,0,,,1604703605,1604703605,0,0
437,3282,3,0,1,active,True,1,1,3282,1604703577,10,24,4,,,1604703605,1604703605,0,8
438,3283,1,0,1,active,False,1,1,3283,1604703590,35,9,3,,,1604703605,1604703605,0,2
439,3284,0,0,1,active,False,1,1,3284,1604703220,30,7,1,,,1604703605,1604703605,0,1
440,3285,0,0,1,active,False,1,1,3285,1604703550,30,9,4,,,1604703605,1604703605,1,0
441,3286,2,0,1,active,False,1,1,3286,1604703475,33,6,0,,,1604703605,1604703605,5,0
442,3287,1,0,1,active,False,1,1,3287,1604703483,41,6,0,,,1604703605,1604703605,0,5
443,3288,1,0,1,active,False,1,1,3288,1604703312,2,9,1,,,1604703605,1604703605,1,0
444,3289,0,0,1,active,False,1,1,3289,1604703171,26,6,0,,,1604703605,1604703605,2,0
445,3290,1,0,1,active,False,1,1,3290,1604703433,18,16,1,,,1604703605,1604703605,4,0
446,3292,0,0,1,active,False,1,1,3292,1604703370,29,13,1,,,1604703605,1604703605,0,1
447,3293,1,0,1,active,False,1,1,3293,1604702944,19,5,0,,,1604703605,1604703605,5,0
448,3294,0,0,1,active,True,1,1,3294,1604703407,32,5,1,,,1604703605,1604703605,0,1
449,3296,0,0,1,active,False,1,1,3296,1604703191,15,26,1,,,1604703605,1604703605,10,0
450,3297,1,0,1,active,False,1,1,3297,1604703499,19,2,0,,,1604703605,1604703605,0,2
451,3298,0,0,1,active,False,1,1,3298,1604703532,0,23,0,,,1604703605,1604703605,0,3
452,3299,0,0,1,active,False,1,1,3299,1604703434,21,3,1,,,1604703605,1604703605,0,1
453,3300,2,0,1,active,False,1,1,3300,1604703578,20,4,1,,,1604703605,1604703605,1,0
454,3301,4,2,1,active,False,1,1,3301,1604703478,24,10,3,,,1604703605,1604703605,0,0
455,3302,1,0,1,active,False,1,1,3302,1604702769,17,4,1,,,1604703605,1604703605,0,1
456,3303,0,0,0,active,False,0,1,3303,1604703357,4,21,0,,,1604703605,1604703605,1,0
457,3304,0,0,1,active,False,1,1,3304,1604703047,16,10,1,,,1604703605,1604703605,0,0
458,3305,0,0,1,active,False,1,1,3305,1604703599,1,37,1,,,1604703605,1604703605,0,4
459,3306,1,0,1,active,False,1,1,3306,1604703063,21,1,1,,,1604703605,1604703605,1,0
460,3307,1,0,1,active,False,1,1,3307,1604703330,25,2,4,,,1604703605,1604703605,4,0
461,3308,0,0,1,active,False,1,1,3308,1604703589,10,16,1,,,1604703605,1604703605,3,0
462,3309,1,0,1,active,False,1,1,3309,1604702619,14,15,1,,,1604703605,1604703605,0,3
463,3310,0,0,1,active,False,1,1,3310,1604702881,24,0,0,,,1604703605,1604703605,1,0
464,3311,0,0,1,active,False,1,1,3311,1604703212,9,11,1,,,1604703605,1604703605,5,0
465,3312,0,0,1,active,False,1,1,3312,1604703596,1,36,2,,,1604703605,1604703605,1,0
466,3313,0,0,1,active,False,1,1,3313,1604703395,22,3,4,,,1604703605,1604703605,4,0
467,3314,2,0,1,active,False,1,1,3314,1604703418,24,8,0,,,1604703605,1604703605,0,0
468,3315,2,0,1,active,False,1,1,3315,1604703446,8,14,1,,,1604703605,1604703605,4,0
469,3317,0,0,1,active,False,1,1,3317,1604702754,2,22,0,,,1604703605,1604703605,0,0
470,3318,0,0,1,active,False,1,1,3318,1604702949,0,37,2,,,1604703605,1604703605,0,0
471,3319,2,0,1,active,False,1,1,3319,1604703486,1,18,2,,,1604703605,1604703605,0,3
472,3321,0,0,1,active,False,1,1,3321,1604703534,25,0,0,,,1604703605,1604703605,7,0
473,3322,0,0,1,active,False,1,1,3322,1604702372,11,14,0,,,1604703605,1604703605,4,0
474,3323,1,0,1,active,True,1,1,3323,1604703463,47,11,1,,,1604703605,1604703605,4,0
475,3324,0,0,1,active,False,1,1,3324,1604702683,0,23,2,,,1604703605,1604703605,0,1
476,3325,0,0,1,active,False,1,1,3325,1604703389,20,10,1,,,1604703605,1604703605,0,0
477,3326,1,0,1,active,False,1,1,3326,1604700214,0,21,0,,,1604703605,1604703605,0,0
478,3327,1,0,1,active,False,1,1,3327,1604701291,10,16,1,,,1604703605,1604703605,0,1
479,3328,4,0,1,active,False,1,1,3328,1604703547,27,9,3,,,1604703605,1604703605,0,5
480,3329,1,0,1,active,False,1,1,3329,1604703072,3,23,1,,,1604703605,1604703605,0,0
481,3330,0,0,0,out_of_service,False,0,0,3330,86400,0,0,0,,,1604703605,1604703605,0,0
482,3331,4,0,1,active,True,1,1,3331,1604703342,26,10,3,,,1604703605,1604703605,0,4
483,3332,0,0,1,active,False,1,1,3332,1604703444,6,13,0,,,1604703605,1604703605,2,0
484,3333,0,0,1,active,False,1,1,3333,1604695368,0,21,0,,,1604703605,1604703605,0,0
485,3335,1,0,1,active,False,1,1,3335,1604703330,9,19,0,,,1604703605,1604703605,5,0
486,3336,0,0,1,active,False,1,1,3336,1604703305,39,1,1,,,1604703605,1604703605,2,0
487,3337,1,0,1,active,False,1,1,3337,1604703335,1,21,1,,,1604703605,1604703605,0,0
488,3338,0,0,1,active,False,1,1,3338,1604702484,4,27,0,,,1604703605,1604703605,0,1
489,3339,0,0,1,active,False,1,1,3339,1604702460,13,8,2,,,1604703605,1604703605,2,0
490,3340,0,0,1,active,False,1,1,3340,1604698456,0,21,0,,,1604703605,1604703605,0,0
491,3342,0,0,1,active,False,1,1,3342,1604703018,0,23,0,,,1604703605,1604703605,0,0
492,3343,3,0,1,active,False,1,1,3343,1604703313,18,5,0,,,1604703605,1604703605,0,0
493,3344,0,0,1,active,False,1,1,3344,1604702349,1,18,0,,,1604703605,1604703605,1,0
494,3345,0,0,1,active,False,1,1,3345,1604703164,35,0,0,,,1604703605,1604703605,2,0
495,3346,1,0,1,active,False,1,1,3346,1604702435,26,3,0,,,1604703605,1604703605,0,1
496,3347,1,0,1,active,False,1,1,3347,1604701951,2,18,1,,,1604703605,1604703605,0,0
497,3348,1,0,1,active,False,1,1,3348,1604701013,0,18,1,,,1604703605,1604703605,0,0
498,3349,0,0,1,active,False,1,1,3349,1604703417,29,0,0,,,1604703605,1604703605,4,0
499,3350,1,0,1,active,False,1,1,3350,1604703514,21,17,1,,,1604703605,1604703605,4,0
500,3351,1,0,1,active,False,1,1,3351,1604703599,11,14,0,,,1604703605,1604703605,4,0
501,3352,1,0,1,active,False,1,1,3352,1604700120,0,21,0,,,1604703605,1604703605,0,1
502,3354,0,0,1,active,True,1,1,3354,1604701775,31,0,0,,,1604703605,1604703605,3,0
503,3355,0,0,1,active,False,1,1,3355,1604703402,14,11,0,,,1604703605,1604703605,0,4
504,3356,0,0,1,active,False,1,1,3356,1604703117,11,7,3,,,1604703605,1604703605,0,3
505,3357,0,0,1,active,False,1,1,3357,1604703445,27,8,0,,,1604703605,1604703605,0,0
506,3358,0,0,1,active,False,1,1,3358,1604703455,23,2,0,,,1604703605,1604703605,1,0
507,3359,0,0,0,out_of_service,False,0,0,3359,86400,0,0,0,,,1604703605,1604703605,0,0
508,3361,1,0,1,active,False,1,1,3361,1604703470,14,8,1,,,1604703605,1604703605,0,8
509,3362,0,0,1,active,False,1,1,3362,1604703359,27,3,4,,,1604703605,1604703605,0,1
510,3363,0,0,1,active,False,1,1,3363,1604703200,10,23,0,,,1604703605,1604703605,0,6
511,3364,1,0,1,active,False,1,1,3364,1604703364,3,24,0,,,1604703605,1604703605,0,1
512,3365,0,0,1,active,False,1,1,3365,1604703471,20,6,1,,,1604703605,1604703605,1,0
513,3366,2,0,1,active,False,1,1,3366,1604703443,27,3,1,,,1604703605,1604703605,0,1
514,3367,1,0,1,active,False,1,1,3367,1604703254,38,1,0,,,1604703605,1604703605,3,0
515,3368,2,0,1,active,False,1,1,3368,1604703580,8,22,0,,,1604703605,1604703605,7,0
516,3369,5,0,1,active,False,1,1,3369,1604703461,14,14,1,,,1604703605,1604703605,0,0
517,3370,0,0,1,active,False,1,1,3370,1604703541,18,7,0,,,1604703605,1604703605,6,0
518,3372,1,0,1,active,False,1,1,3372,1604703568,28,10,1,,,1604703605,1604703605,0,0
519,3373,0,0,1,active,False,1,1,3373,1604703307,0,26,1,,,1604703605,1604703605,0,1
520,3374,1,0,1,active,True,1,1,3374,1604703362,2,31,3,,,1604703605,1604703605,2,0
521,3375,0,1,1,active,False,1,1,3375,1604703059,15,17,2,,,1604703605,1604703605,0,5
522,3376,1,0,1,active,False,1,1,3376,1604703524,14,24,1,,,1604703605,1604703605,1,0
523,3377,0,0,1,active,False,1,1,3377,1604703062,0,25,0,,,1604703605,1604703605,0,0
524,3378,0,0,1,active,False,1,1,3378,1604703430,16,10,2,,,1604703605,1604703605,0,4
525,3379,0,0,1,active,False,1,1,3379,1604703169,6,29,0,,,1604703605,1604703605,1,0
526,3381,3,0,1,active,False,1,1,3381,1604703207,1,20,0,,,1604703605,1604703605,0,1
527,3382,1,0,1,active,False,1,1,3382,1604702955,5,25,1,,,1604703605,1604703605,0,2
528,3383,2,0,1,active,False,1,1,3383,1604702786,21,2,2,,,1604703605,1604703605,3,0
529,3384,0,0,1,active,False,1,1,3384,1604703246,17,7,1,,,1604703605,1604703605,0,0
530,3386,0,0,1,active,False,1,1,3386,1604703315,16,9,2,,,1604703605,1604703605,0,1
531,3387,0,0,1,active,False,1,1,3387,1604701875,6,19,0,,,1604703605,1604703605,0,2
532,3388,0,0,1,active,False,1,1,3388,1604703153,9,15,0,,,1604703605,1604703605,4,0
533,3389,1,0,1,active,False,1,1,3389,1604702841,15,11,2,,,1604703605,1604703605,0,1
534,3390,0,0,1,active,False,1,1,3390,1604702863,7,16,1,,,1604703605,1604703605,0,1
535,3391,1,0,1,active,False,1,1,3391,1604703472,11,14,0,,,1604703605,1604703605,1,0
536,3392,0,0,1,active,False,1,1,3392,1604703344,4,15,0,,,1604703605,1604703605,1,0
537,3393,0,0,1,active,False,1,1,3393,1604699580,1,18,0,,,1604703605,1604703605,0,0
538,3394,0,0,1,active,False,1,1,3394,1604697414,0,20,1,,,1604703605,1604703605,0,1
539,3395,0,0,1,active,False,1,1,3395,1604690161,0,19,0,,,1604703605,1604703605,0,0
540,3396,0,0,1,active,False,1,1,3396,1604703302,15,9,1,,,1604703605,1604703605,3,0
541,3397,0,0,1,active,False,1,1,3397,1604703567,0,24,1,,,1604703605,1604703605,0,3
542,3398,1,0,1,active,False,1,1,3398,1604702866,1,22,0,,,1604703605,1604703605,1,0
543,3399,0,0,1,active,False,1,1,3399,1604703549,2,22,0,,,1604703605,1604703605,0,1
544,3400,0,0,1,active,True,1,1,3400,1604703255,14,10,0,,,1604703605,1604703605,1,0
545,3402,0,0,1,active,False,1,1,3402,1604703468,4,19,0,,,1604703605,1604703605,0,4
546,3403,0,0,1,active,False,1,1,3403,1604703312,4,26,1,,,1604703605,1604703605,0,2
547,3404,1,0,1,active,False,1,1,3404,1604703479,7,18,2,,,1604703605,1604703605,3,0
548,3405,0,0,1,active,False,1,1,3405,1604701934,13,10,0,,,1604703605,1604703605,2,0
549,3407,2,0,1,active,False,1,1,3407,1604703102,0,23,0,,,1604703605,1604703605,0,1
550,3408,0,0,1,active,False,1,1,3408,1604703221,22,4,1,,,1604703605,1604703605,0,0
551,3409,2,0,1,active,False,1,1,3409,1604703528,7,37,4,,,1604703605,1604703605,0,4
552,3410,0,0,0,active,False,0,1,3410,1604702095,3,73,1,,,1604703605,1604703605,3,0
553,3411,4,0,1,active,False,1,1,3411,1604703590,7,19,1,,,1604703605,1604703605,5,0
554,3412,1,0,1,active,False,1,1,3412,1604703475,2,14,2,,,1604703605,1604703605,0,0
555,3414,2,0,1,active,False,1,1,3414,1604703146,13,20,0,,,1604703605,1604703605,0,6
556,3415,0,0,1,active,False,1,1,3415,1604702703,21,4,0,,,1604703605,1604703605,0,1
557,3416,0,1,1,active,False,1,1,3416,1604703554,22,2,0,,,1604703605,1604703605,2,0
558,3417,2,0,1,active,False,1,1,3417,1604703056,0,27,0,,,1604703605,1604703605,0,2
559,3418,0,0,1,active,False,1,1,3418,1604703119,32,0,1,,,1604703605,1604703605,1,0
560,3419,1,0,1,active,False,1,1,3419,1604703427,0,27,0,,,1604703605,1604703605,0,1
561,3420,2,0,1,active,False,1,1,3420,1604703378,1,18,2,,,1604703605,1604703605,0,2
562,3421,0,0,1,active,False,1,1,3421,1604703356,7,13,3,,,1604703605,1604703605,1,0
563,3422,0,0,1,active,False,1,1,3422,1604703531,6,14,1,,,1604703605,1604703605,2,0
564,3423,4,0,1,active,True,1,1,3423,1604703563,14,9,6,,,1604703605,1604703605,7,0
565,3424,0,0,1,active,False,1,1,3424,1604703017,8,18,1,,,1604703605,1604703605,6,0
566,3425,0,0,1,active,False,1,1,3425,1604702923,11,21,1,,,1604703605,1604703605,3,0
567,3429,0,0,1,active,False,1,1,3429,1604703467,7,29,3,,,1604703605,1604703605,0,12
568,3430,0,0,1,active,False,1,1,3430,1604701816,20,4,1,,,1604703605,1604703605,0,0
569,3435,3,0,1,active,False,1,1,3435,1604703575,13,30,2,,,1604703605,1604703605,7,0
570,3436,0,0,1,active,False,1,1,3436,1604703591,1,33,1,,,1604703605,1604703605,0,1
571,3437,6,0,1,active,False,1,1,3437,1604703553,20,18,1,,,1604703605,1604703605,0,1
572,3440,0,0,1,active,False,1,1,3440,1604703340,27,17,3,,,1604703605,1604703605,0,1
573,3443,1,0,1,active,False,1,1,3443,1604702923,37,1,2,,,1604703605,1604703605,2,0
574,3452,0,0,1,active,False,1,1,3452,1604702860,12,29,2,,,1604703605,1604703605,6,0
575,3453,1,0,1,active,False,1,1,3453,1604703230,18,1,0,,,1604703605,1604703605,4,0
576,3454,1,0,1,active,False,1,1,3454,1604703585,16,8,0,,,1604703605,1604703605,0,1
577,3456,0,0,1,active,False,1,1,3456,1604702368,17,5,0,,,1604703605,1604703605,0,2
578,3457,0,46,0,active,False,0,1,3457,1604635409,0,0,0,,,1604703605,1604703605,0,0
579,3461,1,0,1,active,False,1,1,3461,1604703544,5,28,0,,,1604703605,1604703605,5,0
580,3462,0,0,1,active,False,1,1,3462,1604703038,29,9,1,,,1604703605,1604703605,0,1
