,station_status,num_ebikes_available,eightd_has_available_keys,num_bikes_available,last_reported,num_docks_available,station_id,num_bikes_disabled,num_docks_disabled,is_installed,is_renting,is_returning,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
82,active,1,False,17,1605041861,24,316,2,0,1,1,1,316,,,1605041995,1605041995,0,2
83,active,0,False,0,1605041978,54,317,0,0,1,1,1,317,,,1605041995,1605041995,12,0
84,active,0,False,24,1605041721,7,319,2,0,1,1,1,319,,,1605041995,1605041995,0,1
85,active,1,False,34,1605041871,4,320,1,0,1,1,1,320,,,1605041995,1605041995,0,0
86,active,1,False,35,1605041111,2,321,2,0,1,1,1,321,,,1605041995,1605041995,0,0
87,active,0,False,38,1605041645,1,323,0,0,1,1,1,323,,,1605041995,1605041995,0,4
88,active,0,False,70,1605041969,1,324,3,0,1,1,1,324,,,1605041995,1605041995,1,0
89,active,2,False,29,1605041916,5,325,1,0,1,1,1,325,,,1605041995,1605041995,1,0
90,active,0,False,19,1605041286,21,326,1,0,1,1,1,326,,,1605041995,1605041995,8,0
91,active,2,True,34,1605041988,2,327,3,0,1,1,1,327,,,1605041995,1605041995,0,14
92,active,1,False,23,1605041950,9,328,3,0,1,1,1,328,,,1605041995,1605041995,9,0
93,active,6,False,33,1605041935,5,330,1,0,1,1,1,330,,,1605041995,1605041995,0,4
94,active,0,False,15,1605041808,11,331,1,0,1,1,1,331,,,1605041995,1605041995,0,2
95,active,2,False,11,1605041790,25,332,0,0,1,1,1,332,,,1605041995,1605041995,0,2
96,active,5,False,5,1605041979,25,334,1,0,1,1,1,334,,,1605041995,1605041995,6,0
97,active,1,False,14,1605041759,11,335,2,0,1,1,1,335,,,1605041995,1605041995,0,0
98,active,1,False,15,1605041922,20,336,1,0,1,1,1,336,,,1605041995,1605041995,3,0
99,active,0,False,15,1605041751,10,340,2,0,1,1,1,340,,,1605041995,1605041995,0,0
100,active,4,False,16,1605041914,3,341,0,0,1,1,1,341,,,1605041995,1605041995,3,0
101,active,0,False,5,1605041823,23,342,0,1,1,1,1,342,,,1605041995,1605041995,5,0
102,active,0,False,21,1605041345,1,343,1,0,1,1,1,343,,,1605041995,1605041995,0,1
103,active,0,False,2,1605041803,17,344,4,0,1,1,1,344,,,1605041995,1605041995,2,0
104,active,1,False,9,1605041893,15,346,3,0,1,1,1,346,,,1605041995,1605041995,2,0
105,active,1,False,33,1605041960,19,347,2,0,1,1,1,347,,,1605041995,1605041995,2,0
106,active,1,False,60,1604888322,0,349,1,0,1,0,0,349,,,1605041995,1605041995,0,0
107,active,1,False,19,1605041943,25,350,2,1,1,1,1,350,,,1605041995,1605041995,0,6
108,active,2,False,37,1605041622,1,351,1,0,1,1,1,351,,,1605041995,1605041995,0,5
109,active,0,False,3,1605039447,23,353,1,0,1,1,1,353,,,1605041995,1605041995,0,2
110,active,1,False,8,1605041813,39,354,0,0,1,1,1,354,,,1605041995,1605041995,0,8
111,active,2,False,37,1605041898,2,355,4,0,1,1,1,355,,,1605041995,1605041995,0,3
112,active,0,False,0,1605041356,23,356,0,0,1,1,1,356,,,1605041995,1605041995,3,0
113,active,1,False,22,1605041969,26,358,2,0,1,1,1,358,,,1605041995,1605041995,3,0
114,active,5,False,66,1605041955,9,359,3,0,1,1,1,359,,,1605041995,1605041995,0,12
115,active,0,False,27,1605041808,11,360,1,0,1,1,1,360,,,1605041995,1605041995,0,11
116,active,2,False,62,1605041887,13,361,3,1,1,1,1,361,,,1605041995,1605041995,0,8
117,active,9,False,39,1605041948,16,362,2,0,1,1,1,362,,,1605041995,1605041995,0,7
118,out_of_service,0,False,0,1604843856,3,363,0,0,0,0,0,363,,,1605041995,1605041995,0,0
119,active,0,False,1,1605041401,26,364,0,0,1,1,1,364,,,1605041995,1605041995,0,1
120,active,0,False,9,1605041270,22,366,2,0,1,1,1,366,,,1605041995,1605041995,0,2
121,active,0,False,33,1605041957,8,367,2,0,1,1,1,367,,,1605041995,1605041995,0,5
122,active,0,False,17,1605041982,26,368,2,2,1,1,1,368,,,1605041995,1605041995,0,2
123,active,3,False,51,1605041988,22,369,1,2,1,1,1,369,,,1605041995,1605041995,0,1
124,active,1,False,5,1605041511,22,372,0,0,1,1,1,372,,,1605041995,1605041995,0,3
125,active,1,False,3,1605041872,16,373,0,0,1,1,1,373,,,1605041995,1605041995,0,3
126,active,1,False,35,1605041608,6,376,1,0,1,1,1,376,,,1605041995,1605041995,0,3
127,active,0,False,42,1605041105,6,377,0,0,1,1,1,377,,,1605041995,1605041995,0,3
128,active,10,False,28,1605041886,28,379,0,0,1,1,1,379,,,1605041995,1605041995,17,0
129,active,1,False,12,1605041956,30,380,0,0,1,1,1,380,,,1605041995,1605041995,8,0
130,active,0,False,17,1605041632,21,383,0,1,1,1,1,383,,,1605041995,1605041995,4,0
131,active,1,False,6,1605041300,20,385,3,0,1,1,1,385,,,1605041995,1605041995,0,0
132,active,0,False,72,1605041836,8,386,2,0,1,1,1,386,,,1605041995,1605041995,1,0
133,active,0,False,33,1605041654,6,387,0,0,1,1,1,387,,,1605041995,1605041995,0,7
134,active,0,False,7,1605041867,26,388,2,0,1,1,1,388,,,1605041995,1605041995,0,7
135,active,0,False,6,1605041892,19,389,2,0,1,1,1,389,,,1605041995,1605041995,0,0
136,active,0,False,21,1605041249,10,390,0,0,1,1,1,390,,,1605041995,1605041995,2,0
137,active,0,False,11,1605041830,23,391,2,0,1,1,1,391,,,1605041995,1605041995,0,0
138,active,1,False,33,1605041947,2,392,0,0,1,1,1,392,,,1605041995,1605041995,1,0
139,active,0,False,5,1605041803,31,393,1,0,1,1,1,393,,,1605041995,1605041995,4,0
140,out_of_service,0,False,0,86400,0,394,0,0,0,0,0,394,,,1605041995,1605041995,0,0
141,active,0,False,1,1605041422,24,396,0,0,1,1,1,396,,,1605041995,1605041995,0,0
142,active,0,False,5,1605041556,70,397,0,0,1,1,1,397,,,1605041995,1605041995,0,1
143,active,0,False,20,1605041882,11,398,0,0,1,1,1,398,,,1605041995,1605041995,0,1
144,active,0,False,2,1605041466,36,399,1,0,1,1,1,399,,,1605041995,1605041995,3,0
145,active,0,False,3,1605041939,11,400,1,0,1,1,1,400,,,1605041995,1605041995,3,0
146,active,0,False,22,1605041739,15,401,5,0,1,1,1,401,,,1605041995,1605041995,0,5
147,active,5,False,37,1605041978,0,402,2,0,1,1,1,402,,,1605041995,1605041995,0,4
148,active,0,False,21,1605041888,10,403,0,0,1,1,1,403,,,1605041995,1605041995,1,0
149,active,3,True,44,1605041986,6,405,1,0,1,1,1,405,,,1605041995,1605041995,5,0
150,active,2,False,6,1605041712,13,406,1,0,1,1,1,406,,,1605041995,1605041995,1,0
151,active,0,False,12,1605041902,7,408,4,0,1,1,1,408,,,1605041995,1605041995,3,0
152,active,1,False,12,1605041929,30,410,3,0,1,1,1,410,,,1605041995,1605041995,9,0
153,active,4,False,11,1605041804,19,411,1,0,1,1,1,411,,,1605041995,1605041995,0,2
154,active,1,False,21,1605041786,2,412,6,0,1,1,1,412,,,1605041995,1605041995,0,5
155,active,1,False,41,1605041958,3,415,2,0,1,1,1,415,,,1605041995,1605041995,0,5
156,active,0,False,0,1605041346,30,416,1,0,1,1,1,416,,,1605041995,1605041995,2,0
157,active,1,False,18,1605041726,6,417,1,0,1,1,1,417,,,1605041995,1605041995,0,6
158,active,0,False,29,1605041512,6,418,2,0,1,1,1,418,,,1605041995,1605041995,1,0
159,active,1,False,11,1605040996,11,419,1,0,1,1,1,419,,,1605041995,1605041995,0,0
160,active,0,False,0,1605037328,48,420,3,0,1,1,1,420,,,1605041995,1605041995,3,0
161,active,0,False,3,1605039014,16,421,0,0,1,1,1,421,,,1605041995,1605041995,0,1
162,active,1,False,1,1605041802,76,422,1,0,1,1,1,422,,,1605041995,1605041995,0,0
163,active,0,False,1,1605041955,23,423,3,0,1,1,1,423,,,1605041995,1605041995,0,0
164,active,0,True,15,1605041850,0,426,3,30,1,1,1,426,"{'active': True, 'off_dock_capacity': 60, 'valet_revision': 1605, 'dock_blocked_count': 30, 'station_id': '66dc0e99-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_count': 38}",[{'id': '66dc0e99-0aca-11e7-82f6-3863bb44ef7c'}],1605041995,1605041995,0,2
165,active,1,False,33,1605041682,14,427,0,0,1,1,1,427,,,1605041995,1605041995,2,0
166,active,0,False,1,1605041890,29,432,1,0,1,1,1,432,,,1605041995,1605041995,6,0
167,active,1,False,42,1605041657,15,434,3,0,1,1,1,434,,,1605041995,1605041995,4,0
168,active,0,False,41,1605041971,5,435,4,0,1,1,1,435,,,1605041995,1605041995,0,2
169,active,2,False,2,1605041789,22,436,0,3,1,1,1,436,,,1605041995,1605041995,0,2
170,active,0,False,0,1605036043,23,437,1,0,1,0,0,437,,,1605041995,1605041995,0,0
171,active,0,False,0,1605041961,46,438,1,0,1,1,1,438,,,1605041995,1605041995,14,0
172,active,0,False,18,1605041837,25,439,0,0,1,1,1,439,,,1605041995,1605041995,0,3
173,active,4,False,19,1605041981,12,440,1,0,1,1,1,440,,,1605041995,1605041995,0,10
174,active,3,False,26,1605041905,25,442,0,0,1,1,1,442,,,1605041995,1605041995,2,0
175,active,0,False,1,1605041987,20,443,2,0,1,1,1,443,,,1605041995,1605041995,1,0
176,active,5,False,25,1605041961,52,445,3,0,1,1,1,445,,,1605041995,1605041995,15,0
177,active,5,False,17,1605041841,60,446,2,0,1,1,1,446,,,1605041995,1605041995,0,3
178,active,2,False,10,1605041902,15,447,5,1,1,1,1,447,,,1605041995,1605041995,2,0
179,active,0,False,1,1605041668,26,448,0,0,1,1,1,448,,,1605041995,1605041995,0,1
180,active,2,False,20,1605041987,42,450,5,0,1,1,1,450,,,1605041995,1605041995,0,8
181,active,1,False,46,1605041974,20,453,0,0,1,1,1,453,,,1605041995,1605041995,6,0
182,active,4,False,7,1605041894,26,454,2,0,1,1,1,454,,,1605041995,1605041995,0,7
183,active,1,False,18,1605041266,41,455,0,0,1,1,1,455,,,1605041995,1605041995,0,4
184,active,0,False,7,1605041981,0,456,3,34,1,1,1,456,"{'active': True, 'off_dock_capacity': 40, 'valet_revision': 1288, 'dock_blocked_count': 34, 'station_id': '66dc21d4-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_count': 31}",[{'id': '66dc21d4-0aca-11e7-82f6-3863bb44ef7c'}],1605041995,1605041995,13,0
185,active,1,False,2,1605041975,76,457,1,0,1,1,1,457,,,1605041995,1605041995,20,0
186,active,0,False,13,1605041925,17,458,1,0,1,1,1,458,,,1605041995,1605041995,0,8
187,active,1,False,12,1605041849,9,460,4,0,1,1,1,460,,,1605041995,1605041995,4,0
188,active,0,False,13,1605041915,43,461,0,0,1,1,1,461,,,1605041995,1605041995,4,0
189,active,1,False,52,1605041984,24,462,1,0,1,1,1,462,,,1605041995,1605041995,0,0
190,active,2,False,31,1605041912,17,464,4,1,1,1,1,464,,,1605041995,1605041995,0,5
191,active,1,False,10,1605041976,25,465,4,0,1,1,1,465,,,1605041995,1605041995,0,0
192,active,1,False,25,1605041831,1,466,1,8,1,1,1,466,,,1605041995,1605041995,1,0
193,active,0,False,22,1605041907,11,467,1,0,1,1,1,467,,,1605041995,1605041995,6,0
194,active,2,False,48,1605041889,16,468,1,0,1,1,1,468,,,1605041995,1605041995,0,20
195,active,4,False,40,1605041939,13,469,4,0,1,1,1,469,,,1605041995,1605041995,1,0
196,active,0,False,35,1605041834,37,470,0,0,1,1,1,470,,,1605041995,1605041995,16,0
197,active,0,False,3,1605041955,26,471,2,0,1,1,1,471,,,1605041995,1605041995,10,0
198,active,1,False,21,1605041899,34,472,0,0,1,1,1,472,,,1605041995,1605041995,0,13
199,active,0,False,16,1605041760,31,473,3,0,1,1,1,473,,,1605041995,1605041995,7,0
200,active,0,False,21,1605041977,34,474,1,0,1,1,1,474,,,1605041995,1605041995,4,0
201,active,1,False,44,1605041979,19,476,2,0,1,1,1,476,,,1605041995,1605041995,3,0
202,active,11,False,54,1605041860,15,477,1,1,1,1,1,477,,,1605041995,1605041995,12,0
203,active,0,False,8,1605041965,28,478,1,0,1,1,1,478,,,1605041995,1605041995,4,0
204,active,1,False,6,1605041934,25,479,0,0,1,1,1,479,,,1605041995,1605041995,0,1
205,active,0,False,1,1605041351,24,480,4,0,1,1,1,480,,,1605041995,1605041995,8,0
206,active,0,False,4,1605041879,18,481,3,0,1,1,1,481,,,1605041995,1605041995,0,1
207,active,0,False,58,1605041179,0,482,21,0,1,0,0,482,,,1605041995,1605041995,0,5
208,active,0,False,12,1605041548,22,483,0,0,1,1,1,483,,,1605041995,1605041995,0,9
209,active,2,False,31,1605041605,13,484,2,0,1,1,1,484,,,1605041995,1605041995,0,0
210,active,0,False,28,1605041881,11,485,1,0,1,1,1,485,,,1605041995,1605041995,0,4
211,active,0,False,13,1605041808,26,486,2,0,1,1,1,486,,,1605041995,1605041995,5,0
212,active,1,False,8,1605041824,26,487,1,0,1,1,1,487,,,1605041995,1605041995,6,0
213,active,2,False,13,1605041982,31,489,5,0,1,1,1,489,,,1605041995,1605041995,0,4
214,active,6,False,21,1605041908,45,490,0,0,1,1,1,490,,,1605041995,1605041995,0,10
215,active,14,False,59,1605041969,6,492,3,0,1,1,1,492,,,1605041995,1605041995,5,0
216,active,10,False,27,1605041955,4,493,3,0,1,1,1,493,,,1605041995,1605041995,0,12
217,active,1,False,26,1605041988,39,494,1,0,1,1,1,494,,,1605041995,1605041995,0,0
218,active,3,False,10,1605041968,28,495,1,0,1,1,1,495,,,1605041995,1605041995,0,4
219,active,3,False,57,1605041826,7,496,1,0,1,1,1,496,,,1605041995,1605041995,2,0
220,active,3,False,49,1605041921,14,497,3,0,1,1,1,497,,,1605041995,1605041995,0,5
221,active,3,True,26,1605041966,8,499,2,0,1,1,1,499,,,1605041995,1605041995,0,6
222,active,4,False,44,1605041820,7,500,1,0,1,1,1,500,,,1605041995,1605041995,0,7
223,active,1,False,8,1605041986,75,501,0,0,1,1,1,501,,,1605041995,1605041995,2,0
224,active,20,False,22,1605041925,12,502,2,0,1,1,1,502,,,1605041995,1605041995,5,0
225,active,0,False,30,1605041923,1,503,0,0,1,1,1,503,,,1605041995,1605041995,0,7
226,active,0,False,32,1605041962,22,504,0,0,1,1,1,504,,,1605041995,1605041995,0,6
227,active,6,False,30,1605041966,18,505,4,0,1,1,1,505,,,1605041995,1605041995,1,0
228,active,0,False,9,1605041914,34,507,2,0,1,1,1,507,,,1605041995,1605041995,0,1
229,active,0,False,3,1605041807,22,508,0,0,1,1,1,508,,,1605041995,1605041995,0,0
230,active,1,False,16,1605041970,42,509,3,0,1,1,1,509,,,1605041995,1605041995,8,0
231,active,18,False,43,1605040010,10,510,2,0,1,1,1,510,,,1605041995,1605041995,0,13
232,active,1,False,2,1605041854,26,513,1,0,1,1,1,513,,,1605041995,1605041995,2,0
233,active,3,True,21,1605041978,29,514,2,0,1,1,1,514,,,1605041995,1605041995,0,3
234,active,1,False,3,1605041948,76,515,0,0,1,1,1,515,,,1605041995,1605041995,0,2
235,active,0,False,14,1605041616,15,516,2,0,1,1,1,516,,,1605041995,1605041995,1,0
236,active,8,False,65,1605041753,0,517,4,0,1,1,1,517,,,1605041995,1605041995,0,5
237,active,6,False,68,1605041699,0,519,1,0,1,1,1,519,,,1605041995,1605041995,0,1
238,active,6,False,38,1605041977,11,522,2,0,1,1,1,522,,,1605041995,1605041995,0,8
239,active,3,False,48,1605041891,5,525,3,0,1,1,1,525,,,1605041995,1605041995,1,0
240,active,0,False,28,1605041618,12,526,0,0,1,1,1,526,,,1605041995,1605041995,0,8
241,active,0,False,24,1605041773,11,528,4,0,1,1,1,528,,,1605041995,1605041995,0,2
242,active,8,False,25,1605041293,16,529,0,0,1,1,1,529,,,1605041995,1605041995,7,0
243,active,0,False,2,1605041911,21,530,1,0,1,1,1,530,,,1605041995,1605041995,0,2
244,active,0,False,52,1605041933,5,531,3,0,1,1,1,531,,,1605041995,1605041995,0,3
245,active,0,False,19,1605041659,20,532,4,0,1,1,1,532,,,1605041995,1605041995,4,0
246,active,2,False,26,1605041969,15,533,5,0,1,1,1,533,,,1605041995,1605041995,0,9
247,active,0,False,20,1605041831,7,534,4,0,1,1,1,534,,,1605041995,1605041995,2,0
248,active,0,False,18,1605041954,8,536,2,0,1,1,1,536,,,1605041995,1605041995,0,11
249,active,3,False,22,1605041696,9,539,0,0,1,1,1,539,,,1605041995,1605041995,0,6
250,active,0,False,3,1605041424,49,540,2,0,1,1,1,540,,,1605041995,1605041995,0,2
251,active,1,False,15,1605041931,11,545,1,0,1,1,1,545,,,1605041995,1605041995,0,7
252,active,0,False,0,1605041889,43,546,2,0,1,1,1,546,,,1605041995,1605041995,0,0
253,active,0,False,50,1605041662,6,2000,1,0,1,1,1,2000,,,1605041995,1605041995,0,0
254,active,0,False,4,1605041880,21,2002,2,0,1,1,1,2002,,,1605041995,1605041995,0,1
255,active,0,False,3,1605041650,51,2003,0,0,1,1,1,2003,,,1605041995,1605041995,2,0
256,active,1,False,12,1605041012,0,2005,0,0,1,1,1,2005,,,1605041995,1605041995,0,1
257,active,0,True,31,1605041981,15,2006,2,1,1,1,1,2006,,,1605041995,1605041995,0,5
258,active,0,True,13,1605041850,2,2008,9,0,1,1,1,2008,,,1605041995,1605041995,2,0
259,active,0,False,28,1605040848,6,2009,1,0,1,1,1,2009,,,1605041995,1605041995,2,0
260,active,0,False,64,1605041976,0,2010,1,0,1,1,1,2010,,,1605041995,1605041995,1,0
261,active,1,False,12,1605041988,4,2012,1,18,1,1,1,2012,"{'active': True, 'off_dock_capacity': 70, 'valet_revision': 1278, 'dock_blocked_count': 18, 'station_id': '66dc9223-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_count': 61}",[{'id': '66dc9223-0aca-11e7-82f6-3863bb44ef7c'}],1605041995,1605041995,4,0
262,active,0,False,6,1605041741,31,2017,2,0,1,1,1,2017,,,1605041995,1605041995,3,0
263,active,1,False,3,1605041866,56,2021,5,1,1,1,1,2021,,,1605041995,1605041995,0,0
264,active,0,False,8,1605041845,25,2022,0,0,1,1,1,2022,,,1605041995,1605041995,0,6
265,active,0,False,32,1605041873,20,3016,2,0,1,1,1,3016,,,1605041995,1605041995,4,0
266,active,1,False,2,1605041535,22,3041,0,0,1,1,1,3041,,,1605041995,1605041995,0,1
267,active,1,False,1,1605040684,17,3042,1,0,1,1,1,3042,,,1605041995,1605041995,2,0
268,active,1,False,12,1605041928,7,3043,0,0,1,1,1,3043,,,1605041995,1605041995,0,2
269,active,0,False,2,1605040647,25,3044,0,0,1,1,1,3044,,,1605041995,1605041995,1,0
270,active,0,False,3,1605041837,16,3046,0,0,1,1,1,3046,,,1605041995,1605041995,2,0
271,active,1,False,2,1605041886,18,3047,1,0,1,1,1,3047,,,1605041995,1605041995,0,1
272,active,0,False,3,1605040763,16,3048,0,0,1,1,1,3048,,,1605041995,1605041995,0,2
273,active,1,False,2,1605041812,15,3049,0,1,1,1,1,3049,,,1605041995,1605041995,0,1
274,active,0,False,0,1605041211,21,3050,0,0,1,1,1,3050,,,1605041995,1605041995,2,0
275,active,0,False,0,1605041629,21,3052,2,0,1,1,1,3052,,,1605041995,1605041995,1,0
276,active,0,False,3,1605041987,18,3053,2,0,1,1,1,3053,,,1605041995,1605041995,0,2
277,active,2,False,3,1605041891,16,3054,0,0,1,1,1,3054,,,1605041995,1605041995,1,0
278,active,0,False,4,1605041503,19,3055,0,0,1,1,1,3055,,,1605041995,1605041995,1,0
279,active,1,False,2,1605040836,19,3056,2,0,1,1,1,3056,,,1605041995,1605041995,0,2
280,active,0,False,2,1605041218,16,3057,0,0,1,1,1,3057,,,1605041995,1605041995,3,0
281,active,1,False,7,1605041932,16,3058,1,0,1,1,1,3058,,,1605041995,1605041995,0,4
282,active,0,False,0,1605040699,19,3059,0,0,1,1,1,3059,,,1605041995,1605041995,3,0
283,active,0,False,2,1605041113,16,3060,1,0,1,1,1,3060,,,1605041995,1605041995,1,0
284,active,0,False,3,1605040926,18,3061,0,0,1,1,1,3061,,,1605041995,1605041995,0,0
285,active,0,False,2,1605041175,21,3062,0,0,1,1,1,3062,,,1605041995,1605041995,0,0
286,active,0,False,2,1605041628,17,3063,1,0,1,1,1,3063,,,1605041995,1605041995,0,2
287,active,0,False,3,1605041318,19,3064,0,1,1,1,1,3064,,,1605041995,1605041995,0,1
288,active,0,False,0,1605041306,31,3065,0,0,1,1,1,3065,,,1605041995,1605041995,0,0
289,active,0,False,8,1605041535,10,3066,1,0,1,1,1,3066,,,1605041995,1605041995,0,1
290,active,1,False,5,1605041882,22,3067,0,0,1,1,1,3067,,,1605041995,1605041995,0,3
291,active,0,False,14,1605039428,28,3068,0,0,1,1,1,3068,,,1605041995,1605041995,1,0
292,active,0,False,5,1605041597,24,3069,0,0,1,1,1,3069,,,1605041995,1605041995,0,2
293,active,0,False,6,1605041543,17,3070,0,0,1,1,1,3070,,,1605041995,1605041995,0,0
294,active,1,False,1,1605041573,18,3071,0,0,1,1,1,3071,,,1605041995,1605041995,0,1
295,active,0,False,2,1605041409,21,3072,1,0,1,1,1,3072,,,1605041995,1605041995,2,0
