,is_installed,is_renting,station_status,num_docks_available,num_docks_disabled,last_reported,eightd_has_available_keys,num_bikes_available,is_returning,legacy_id,num_ebikes_available,station_id,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,1,1,active,52,0,1604951966,False,2,1,72,0,72,1,,,1604952000,1604952000,0,1
1,1,1,active,0,0,1604950597,False,32,1,79,4,79,1,,,1604952000,1604952000,0,3
2,1,1,active,1,0,1604951546,False,26,1,82,0,82,0,,,1604952000,1604952000,0,0
3,1,1,active,46,0,1604951938,False,16,1,83,1,83,0,,,1604952000,1604952000,0,3
4,0,0,out_of_service,0,0,86400,False,0,0,116,0,116,0,,,1604952000,1604952000,0,0
5,1,1,active,10,0,1604950981,False,43,1,119,0,119,0,,,1604952000,1604952000,0,1
6,1,1,active,18,0,1604950270,False,0,1,120,0,120,1,,,1604952000,1604952000,4,0
7,1,1,active,27,0,1604951967,False,3,1,127,0,127,1,,,1604952000,1604952000,6,0
8,1,1,active,19,0,1604951743,False,36,1,128,2,128,1,,,1604952000,1604952000,4,0
9,1,1,active,17,0,1604951561,False,6,1,143,0,143,1,,,1604952000,1604952000,0,1
10,1,1,active,2,0,1604951794,False,54,1,144,0,144,2,,,1604952000,1604952000,2,0
11,1,1,active,0,0,1604951851,False,38,1,146,4,146,1,,,1604952000,1604952000,0,1
12,1,1,active,41,0,1604951740,False,11,1,150,1,150,3,,,1604952000,1604952000,0,1
13,1,1,active,0,0,1604951731,True,30,1,151,2,151,3,,,1604952000,1604952000,0,2
14,1,1,active,2,0,1604951850,False,47,1,152,6,152,0,,,1604952000,1604952000,0,0
15,1,1,active,15,0,1604951956,False,7,1,157,0,157,1,,,1604952000,1604952000,4,0
16,1,1,active,2,0,1604951724,False,33,1,161,5,161,0,,,1604952000,1604952000,0,1
17,1,1,active,20,0,1604951657,False,25,1,164,0,164,2,,,1604952000,1604952000,2,0
18,1,1,active,5,0,1604951808,False,42,1,168,0,168,0,,,1604952000,1604952000,0,3
19,1,1,active,28,0,1604951706,False,38,1,173,0,173,4,,,1604952000,1604952000,0,2
20,1,1,active,10,0,1604951950,False,19,1,174,0,174,1,,,1604952000,1604952000,0,8
21,1,1,active,5,0,1604951634,False,52,1,212,1,212,3,,,1604952000,1604952000,0,3
22,1,1,active,25,0,1604951952,False,10,1,216,0,216,2,,,1604952000,1604952000,0,1
23,1,1,active,11,0,1604951922,False,24,1,217,0,217,4,,,1604952000,1604952000,8,0
