,station_status,last_reported,is_returning,is_renting,num_docks_disabled,num_bikes_disabled,num_docks_available,station_id,num_bikes_available,is_installed,num_ebikes_available,eightd_has_available_keys,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,active,1605142012,1,1,0,1,44,72,10,1,1,False,72,,,1605142805,1605142805,1,0
1,active,1605138723,1,1,0,0,5,79,28,1,0,False,79,,,1605142805,1605142805,0,0
2,active,1605140857,1,1,0,0,4,82,23,1,3,False,82,,,1605142805,1605142805,1,0
3,active,1605142658,1,1,0,1,31,83,30,1,0,False,83,,,1605142805,1605142805,0,0
4,out_of_service,86400,0,0,0,0,0,116,0,0,0,False,116,,,1605142805,1605142805,0,0
5,active,1605124931,1,1,0,0,10,119,43,1,1,False,119,,,1605142805,1605142805,0,0
6,active,1605140326,1,1,0,0,17,120,2,1,1,False,120,,,1605142805,1605142805,0,0
7,active,1605141210,1,1,0,2,15,127,14,1,4,False,127,,,1605142805,1605142805,1,0
8,active,1605142700,1,1,0,0,14,128,42,1,2,False,128,,,1605142805,1605142805,0,1
9,active,1605142484,1,1,0,0,16,143,8,1,2,False,143,,,1605142805,1605142805,0,1
10,active,1605142221,1,1,0,1,10,144,47,1,1,False,144,,,1605142805,1605142805,0,0
11,active,1605138871,1,1,0,0,12,146,27,1,1,False,146,,,1605142805,1605142805,0,0
12,active,1605142470,1,1,0,0,41,150,14,1,3,False,150,,,1605142805,1605142805,1,0
13,active,1605142797,1,1,0,4,7,151,22,1,0,True,151,,,1605142805,1605142805,0,2
14,active,1605139496,1,1,0,0,7,152,42,1,0,False,152,,,1605142805,1605142805,0,0
15,active,1605142563,1,1,0,0,16,157,7,1,0,False,157,,,1605142805,1605142805,0,1
16,active,1605141517,1,1,0,2,19,161,14,1,3,False,161,,,1605142805,1605142805,0,0
17,active,1605142786,1,1,0,3,33,164,11,1,2,False,164,,,1605142805,1605142805,0,0
18,active,1605142761,1,1,0,0,17,168,30,1,1,False,168,,,1605142805,1605142805,0,2
19,active,1605141934,1,1,0,1,18,173,51,1,4,False,173,,,1605142805,1605142805,1,0
20,active,1605141328,1,1,0,0,26,174,9,1,0,False,174,,,1605142805,1605142805,0,3
21,active,1605142082,1,1,0,1,5,212,54,1,1,False,212,,,1605142805,1605142805,0,2
22,active,1605139432,1,1,0,1,26,216,10,1,0,False,216,,,1605142805,1605142805,0,0
23,active,1605137737,1,1,0,1,0,217,38,1,3,False,217,,,1605142805,1605142805,0,1
24,active,1605142008,1,1,0,1,8,223,24,1,1,False,223,,,1605142805,1605142805,3,0
25,active,1605140082,1,1,0,0,23,224,7,1,3,True,224,,,1605142805,1605142805,0,0
26,active,1605139106,0,0,0,0,6,228,49,1,13,False,228,,,1605142805,1605142805,0,0
27,active,1605142621,1,1,0,1,7,229,15,1,3,False,229,,,1605142805,1605142805,0,0
28,active,86400,1,1,0,0,0,236,0,1,0,False,236,,,1605142805,1605142805,0,0
29,active,1605142461,1,1,0,2,15,237,22,1,1,False,237,,,1605142805,1605142805,0,0
30,active,1605141390,1,1,0,0,15,238,16,1,0,False,238,,,1605142805,1605142805,1,0
31,active,1605138309,1,1,0,1,0,239,30,1,0,False,239,,,1605142805,1605142805,0,0
32,active,1605142064,1,1,0,1,13,241,9,1,0,False,241,,,1605142805,1605142805,0,1
33,active,1605140017,1,1,0,0,5,242,41,1,0,False,242,,,1605142805,1605142805,0,2
34,active,1605142419,1,1,0,1,27,244,3,1,1,False,244,,,1605142805,1605142805,2,0
35,active,1605134798,1,1,0,0,8,245,15,1,2,False,245,,,1605142805,1605142805,0,0
36,active,1605142185,1,1,0,2,26,247,27,1,2,False,247,,,1605142805,1605142805,0,1
37,active,1605142317,1,1,0,0,13,248,86,1,0,False,248,,,1605142805,1605142805,0,0
38,active,1605141921,1,1,0,0,1,249,26,1,1,False,249,,,1605142805,1605142805,0,0
39,active,1605140724,1,1,0,2,3,250,35,1,1,False,250,,,1605142805,1605142805,0,0
40,active,1605141386,1,1,0,1,13,251,13,1,1,False,251,,,1605142805,1605142805,2,0
41,active,1605137276,1,1,0,0,12,252,21,1,0,False,252,,,1605142805,1605142805,1,0
42,active,1605140525,1,1,1,2,35,254,9,1,2,False,254,,,1605142805,1605142805,2,0
43,active,1605142540,1,1,0,4,6,257,29,1,0,False,257,,,1605142805,1605142805,0,0
44,active,1605142606,1,1,0,1,17,258,5,1,1,False,258,,,1605142805,1605142805,1,0
45,active,1605139018,1,1,0,1,1,259,37,1,0,False,259,,,1605142805,1605142805,1,0
46,active,1605140557,1,1,0,0,9,260,24,1,0,False,260,,,1605142805,1605142805,1,0
47,active,1605141574,1,1,0,0,20,261,21,1,2,False,261,,,1605142805,1605142805,2,0
48,active,1605140273,1,1,0,1,18,262,5,1,0,False,262,,,1605142805,1605142805,0,0
49,active,1605141649,1,1,0,2,3,264,22,1,0,False,264,,,1605142805,1605142805,0,0
50,active,1605137605,1,1,0,1,22,265,12,1,5,False,265,,,1605142805,1605142805,1,0
51,active,1605140753,1,1,0,0,59,267,11,1,1,False,267,,,1605142805,1605142805,1,0
52,active,1605138681,1,1,0,0,4,268,23,1,0,False,268,,,1605142805,1605142805,0,0
53,active,1605142505,1,1,0,0,22,270,1,1,0,False,270,,,1605142805,1605142805,1,0
54,active,1605139128,1,1,0,0,18,274,13,1,0,False,274,,,1605142805,1605142805,1,0
55,active,1605142323,1,1,0,1,15,275,3,1,1,False,275,,,1605142805,1605142805,0,0
56,active,1605137714,1,1,0,0,11,276,14,1,0,False,276,,,1605142805,1605142805,1,0
57,active,1605142767,1,1,0,1,3,278,15,1,2,False,278,,,1605142805,1605142805,1,0
58,out_of_service,86400,0,0,0,0,0,280,0,0,0,False,280,,,1605142805,1605142805,0,0
59,active,1605142210,1,1,0,3,19,281,44,1,6,True,281,,,1605142805,1605142805,0,0
60,active,1605139556,1,1,0,0,20,282,7,1,1,False,282,,,1605142805,1605142805,0,1
61,active,1605141985,1,1,0,0,26,284,25,1,2,False,284,,,1605142805,1605142805,1,0
62,active,1605142125,1,1,0,2,22,285,29,1,2,True,285,,,1605142805,1605142805,0,0
63,active,1605142780,1,1,0,0,16,289,3,1,1,False,289,,,1605142805,1605142805,0,1
64,active,1605140455,1,1,0,0,0,291,20,1,2,False,291,,,1605142805,1605142805,0,2
65,active,1605142244,1,1,0,1,12,293,41,1,0,False,293,,,1605142805,1605142805,0,0
66,active,1605142425,1,1,0,1,2,295,21,1,1,False,295,,,1605142805,1605142805,1,0
67,active,1605141782,1,1,0,0,55,297,22,1,3,False,297,,,1605142805,1605142805,1,0
68,active,1605140088,1,1,0,1,26,298,8,1,1,False,298,,,1605142805,1605142805,0,1
69,active,1605142509,1,1,0,0,9,301,49,1,3,False,301,,,1605142805,1605142805,0,1
70,active,1605141840,1,1,0,4,24,302,9,1,0,False,302,,,1605142805,1605142805,7,0
71,active,1605141330,1,1,0,0,23,303,44,1,0,False,303,,,1605142805,1605142805,0,1
72,active,1605138454,1,1,0,2,13,304,18,1,1,False,304,,,1605142805,1605142805,1,0
73,active,1605142518,1,1,0,0,30,305,3,1,1,False,305,,,1605142805,1605142805,2,0
74,active,1605142135,1,1,0,0,5,307,25,1,1,False,307,,,1605142805,1605142805,1,0
75,active,1605140169,1,1,0,1,1,308,46,1,1,False,308,,,1605142805,1605142805,1,0
76,active,1605140756,1,1,0,0,10,309,31,1,2,False,309,,,1605142805,1605142805,0,1
77,active,1605139482,1,1,0,3,19,310,44,1,0,False,310,,,1605142805,1605142805,2,0
78,active,1605142660,1,1,0,2,2,311,27,1,4,False,311,,,1605142805,1605142805,0,0
79,active,1605142783,1,1,0,0,6,312,27,1,1,False,312,,,1605142805,1605142805,1,0
80,active,1605140261,1,1,0,1,7,313,47,1,0,False,313,,,1605142805,1605142805,0,0
81,active,1605140055,1,1,0,3,12,315,14,1,0,False,315,,,1605142805,1605142805,0,1
82,active,1605141913,1,1,0,0,31,316,12,1,2,False,316,,,1605142805,1605142805,0,0
83,active,1605141453,1,1,0,0,23,317,31,1,5,False,317,,,1605142805,1605142805,4,0
84,active,1605141199,1,1,0,1,8,319,24,1,1,False,319,,,1605142805,1605142805,0,2
85,active,1605142461,1,1,0,0,10,320,29,1,0,False,320,,,1605142805,1605142805,3,0
86,active,1605139785,1,1,0,1,7,321,31,1,0,False,321,,,1605142805,1605142805,0,0
87,active,1605138570,1,1,0,0,7,323,32,1,0,False,323,,,1605142805,1605142805,0,0
88,active,1605141184,1,1,0,0,5,324,69,1,0,False,324,,,1605142805,1605142805,0,1
89,active,1605141339,1,1,0,1,17,325,17,1,2,False,325,,,1605142805,1605142805,0,1
90,active,1605142079,1,1,0,0,27,326,14,1,0,False,326,,,1605142805,1605142805,0,0
91,active,1605141977,1,1,0,1,11,327,27,1,1,True,327,,,1605142805,1605142805,3,0
92,active,1605142114,1,1,0,3,3,328,29,1,3,False,328,,,1605142805,1605142805,0,1
93,active,1605142023,1,1,0,0,16,330,23,1,3,False,330,,,1605142805,1605142805,0,0
94,active,1605141758,1,1,0,2,12,331,13,1,1,False,331,,,1605142805,1605142805,0,4
95,active,1605141008,1,1,0,1,10,332,25,1,5,False,332,,,1605142805,1605142805,0,0
96,active,1605142297,1,1,0,0,3,334,28,1,1,False,334,,,1605142805,1605142805,3,0
97,active,1605141586,1,1,0,2,12,335,13,1,0,False,335,,,1605142805,1605142805,0,1
98,active,1605142436,1,1,0,0,16,336,20,1,2,False,336,,,1605142805,1605142805,0,0
99,active,1605142553,1,1,0,0,5,340,22,1,0,False,340,,,1605142805,1605142805,0,0
100,active,1605137606,1,1,0,0,6,341,13,1,3,False,341,,,1605142805,1605142805,0,0
