,station_status,num_bikes_disabled,num_bikes_available,eightd_has_available_keys,legacy_id,station_id,is_renting,num_docks_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,last_reported,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,active,1,30,False,72,72,1,0,1,0,1,24,1604262470,,,1604264400,1604264400,30,30
1,active,0,20,False,79,79,1,0,1,2,1,13,1604260012,,,1604264400,1604264400,20,20
2,active,0,16,False,82,82,1,0,1,2,1,11,1604261403,,,1604264400,1604264400,16,16
3,active,0,57,False,83,83,1,0,1,1,1,5,1604260114,,,1604264400,1604264400,57,57
4,out_of_service,0,0,False,116,116,0,0,0,0,0,0,86400,,,1604264400,1604264400,0,0
5,active,1,41,False,119,119,1,0,1,1,1,11,1604256695,,,1604264400,1604264400,41,41
6,active,0,8,False,120,120,1,0,1,2,1,11,1604262516,,,1604264400,1604264400,8,8
7,active,1,30,False,127,127,1,0,1,2,1,0,1604258409,,,1604264400,1604264400,30,30
8,active,1,27,False,128,128,1,0,1,0,1,28,1604263885,,,1604264400,1604264400,27,27
9,active,1,3,False,143,143,1,0,1,1,1,20,1604263019,,,1604264400,1604264400,3,3
10,active,0,28,False,144,144,1,0,1,0,1,30,1604256874,,,1604264400,1604264400,28,28
11,active,1,16,False,146,146,1,0,1,1,1,22,1604259769,,,1604264400,1604264400,16,16
12,active,1,34,False,150,150,1,0,1,5,1,20,1604264176,,,1604264400,1604264400,34,34
13,active,2,20,True,151,151,1,0,1,2,1,11,1604263745,,,1604264400,1604264400,20,20
14,active,0,14,False,152,152,1,0,1,1,1,35,1604259053,,,1604264400,1604264400,14,14
15,active,2,15,False,157,157,1,0,1,1,1,6,1604257510,,,1604264400,1604264400,15,15
16,active,0,35,False,161,161,1,0,1,4,1,0,1604264166,,,1604264400,1604264400,35,35
17,active,0,5,False,164,164,1,0,1,0,1,22,1604263988,,,1604264400,1604264400,5,5
18,active,0,26,False,168,168,1,0,1,2,1,21,1604264325,,,1604264400,1604264400,26,26
19,active,2,21,False,173,173,1,0,1,1,1,47,1604264283,,,1604264400,1604264400,21,21
20,active,0,13,False,174,174,1,0,1,0,1,17,1604264071,,,1604264400,1604264400,13,13
21,active,0,6,False,212,212,1,0,1,0,1,54,1604264120,,,1604264400,1604264400,6,6
22,active,0,2,False,216,216,1,0,1,1,1,35,1604255256,,,1604264400,1604264400,2,2
23,active,0,36,False,217,217,1,0,1,2,1,3,1604261954,,,1604264400,1604264400,36,36
24,active,0,10,False,223,223,1,0,1,2,1,23,1604263824,,,1604264400,1604264400,10,10
25,active,1,3,True,224,224,1,0,1,0,1,26,1604262849,,,1604264400,1604264400,3,3
26,active,1,28,False,228,228,1,0,1,6,1,26,1604263483,,,1604264400,1604264400,28,28
27,active,2,21,False,229,229,1,0,1,2,1,0,1604261900,,,1604264400,1604264400,21,21
28,active,0,45,False,236,236,1,0,1,0,1,2,1604264388,,,1604264400,1604264400,45,45
29,out_of_service,0,0,False,237,237,0,0,0,0,0,1,1604258096,,,1604264400,1604264400,0,0
30,active,0,17,False,238,238,1,0,1,2,1,14,1604263089,,,1604264400,1604264400,17,17
31,active,0,12,False,239,239,1,0,1,1,1,19,1604264240,,,1604264400,1604264400,12,12
32,active,1,19,False,241,241,1,0,1,7,1,3,1604257474,,,1604264400,1604264400,19,19
33,active,0,37,False,242,242,1,0,1,1,1,9,1604261721,,,1604264400,1604264400,37,37
34,active,0,9,False,244,244,1,0,1,0,1,22,1604258567,,,1604264400,1604264400,9,9
35,active,2,7,False,245,245,1,0,1,0,1,14,1604251158,,,1604264400,1604264400,7,7
36,active,4,26,False,247,247,1,0,1,3,1,25,1604264375,,,1604264400,1604264400,26,26
37,active,1,65,False,248,248,1,0,1,2,1,33,1604263235,,,1604264400,1604264400,65,65
38,active,0,1,False,249,249,1,0,1,0,1,26,1604261187,,,1604264400,1604264400,1,1
39,active,2,28,False,250,250,1,0,1,0,1,10,1604264226,,,1604264400,1604264400,28,28
40,active,1,25,False,251,251,1,0,1,2,1,1,1604263031,,,1604264400,1604264400,25,25
41,active,2,21,False,252,252,1,0,1,2,1,10,1604263988,,,1604264400,1604264400,21,21
42,active,1,9,False,254,254,1,0,1,0,1,37,1604262937,,,1604264400,1604264400,9,9
43,active,1,14,False,257,257,1,0,1,0,1,24,1604264323,,,1604264400,1604264400,14,14
44,active,1,21,False,258,258,1,0,1,4,1,1,1604263738,,,1604264400,1604264400,21,21
45,active,0,25,False,259,259,1,0,1,2,1,14,1604264192,,,1604264400,1604264400,25,25
46,active,1,7,False,260,260,1,0,1,0,1,25,1604263312,,,1604264400,1604264400,7,7
47,active,0,24,False,261,261,1,0,1,4,1,17,1604260773,,,1604264400,1604264400,24,24
48,active,1,0,False,262,262,1,0,1,0,1,23,1604256892,,,1604264400,1604264400,0,0
49,active,1,26,False,264,264,1,0,1,2,1,0,1604262061,,,1604264400,1604264400,26,26
50,active,1,34,False,265,265,1,0,1,3,1,0,1604261247,,,1604264400,1604264400,34,34
51,active,2,28,False,267,267,1,0,1,4,1,40,1604262975,,,1604264400,1604264400,28,28
52,active,0,24,False,268,268,1,0,1,4,1,3,1604263850,,,1604264400,1604264400,24,24
53,active,0,12,False,270,270,1,0,1,7,1,11,1604259590,,,1604264400,1604264400,12,12
54,active,1,24,False,274,274,1,0,1,0,1,6,1604261491,,,1604264400,1604264400,24,24
55,active,0,8,False,275,275,1,0,1,4,1,11,1604257853,,,1604264400,1604264400,8,8
56,active,0,0,False,276,276,1,0,1,0,1,25,1604256453,,,1604264400,1604264400,0,0
57,active,0,9,False,278,278,1,0,1,3,1,10,1604264097,,,1604264400,1604264400,9,9
58,out_of_service,0,0,False,280,280,0,0,0,0,0,0,86400,,,1604264400,1604264400,0,0
59,active,0,29,True,281,281,1,0,1,0,1,37,1604262697,,,1604264400,1604264400,29,29
60,active,1,21,False,282,282,1,0,1,1,1,5,1604263886,,,1604264400,1604264400,21,21
61,active,2,15,False,284,284,1,0,1,2,1,34,1604263165,,,1604264400,1604264400,15,15
62,active,3,22,True,285,285,1,0,1,0,1,28,1604264158,,,1604264400,1604264400,22,22
63,active,1,8,False,289,289,1,0,1,0,1,10,1604256893,,,1604264400,1604264400,8,8
64,active,1,15,False,291,291,1,0,1,1,1,4,1604263976,,,1604264400,1604264400,15,15
65,active,3,31,False,293,293,1,1,1,2,1,20,1604264309,,,1604264400,1604264400,31,31
66,active,0,20,False,295,295,1,0,1,3,1,4,1604263685,,,1604264400,1604264400,20,20
67,active,2,31,False,297,297,1,0,1,5,1,44,1604264359,,,1604264400,1604264400,31,31
68,active,2,27,False,298,298,1,0,1,1,1,6,1604259312,,,1604264400,1604264400,27,27
69,active,0,38,False,301,301,1,0,1,0,1,20,1604261706,,,1604264400,1604264400,38,38
70,active,2,5,False,302,302,1,0,1,0,1,16,1604264209,,,1604264400,1604264400,5,5
71,active,1,34,False,303,303,1,0,1,2,1,32,1604263541,,,1604264400,1604264400,34,34
72,active,0,27,False,304,304,1,0,1,2,1,6,1604262828,,,1604264400,1604264400,27,27
73,active,1,8,False,305,305,1,0,1,0,1,24,1604264322,,,1604264400,1604264400,8,8
74,active,0,28,False,307,307,1,0,1,2,1,2,1604264025,,,1604264400,1604264400,28,28
75,active,1,16,False,308,308,1,0,1,2,1,31,1604263924,,,1604264400,1604264400,16,16
76,active,0,12,False,309,309,1,0,1,0,1,29,1604264320,,,1604264400,1604264400,12,12
77,active,0,58,False,310,310,1,0,1,1,1,8,1604263183,,,1604264400,1604264400,58,58
78,active,0,17,False,311,311,1,0,1,0,1,14,1604263926,,,1604264400,1604264400,17,17
79,active,0,31,False,312,312,1,0,1,2,1,2,1604264258,,,1604264400,1604264400,31,31
80,active,0,25,False,313,313,1,0,1,2,1,30,1604263117,,,1604264400,1604264400,25,25
81,active,3,14,False,315,315,1,0,1,0,1,12,1604263524,,,1604264400,1604264400,14,14
82,active,0,13,False,316,316,1,0,1,1,1,30,1604264103,,,1604264400,1604264400,13,13
83,active,0,34,False,317,317,1,0,1,2,1,20,1604264084,,,1604264400,1604264400,34,34
84,active,0,25,False,319,319,1,0,1,0,1,8,1604264206,,,1604264400,1604264400,25,25
85,active,2,4,False,320,320,1,0,1,0,1,33,1604263424,,,1604264400,1604264400,4,4
86,active,1,25,False,321,321,1,0,1,2,1,13,1604260156,,,1604264400,1604264400,25,25
87,active,0,20,False,323,323,1,0,1,0,1,19,1604261125,,,1604264400,1604264400,20,20
88,active,2,54,False,324,324,1,0,1,2,1,18,1604264137,,,1604264400,1604264400,54,54
89,active,0,16,False,325,325,1,0,1,0,1,19,1604264039,,,1604264400,1604264400,16,16
90,out_of_service,0,0,False,326,326,0,0,0,0,0,0,86400,,,1604264400,1604264400,0,0
91,active,0,16,True,327,327,1,0,1,0,1,23,1604264047,,,1604264400,1604264400,16,16
92,active,0,19,False,328,328,1,0,1,1,1,4,1604263976,,,1604264400,1604264400,19,19
93,active,0,18,False,330,330,1,0,1,1,1,21,1604259762,,,1604264400,1604264400,18,18
94,active,4,19,False,331,331,1,0,1,1,1,4,1604264354,,,1604264400,1604264400,19,19
