,eightd_has_available_keys,is_returning,num_bikes_available,num_ebikes_available,num_docks_available,num_docks_disabled,is_installed,legacy_id,station_id,num_bikes_disabled,station_status,last_reported,is_renting,valet,eightd_active_station_services,starttime,timestamp,demand,supply
728,False,1,24,2,1,0,1,3648,3648,0,active,1605210439,1,,,1605211200,1605211200,1,0
729,False,1,6,3,24,0,1,3649,3649,0,active,1605202092,1,,,1605211200,1605211200,0,3
730,False,1,4,1,31,0,1,3654,3654,0,active,1605210949,1,,,1605211200,1605211200,0,1
731,False,1,24,0,22,0,1,3656,3656,0,active,1605210504,1,,,1605211200,1605211200,0,0
732,False,1,14,1,12,0,1,3658,3658,1,active,1605208711,1,,,1605211200,1605211200,2,0
733,False,1,17,1,2,0,1,3661,3661,0,active,1605195216,1,,,1605211200,1605211200,0,0
734,False,1,15,0,12,0,1,3664,3664,3,active,1605209406,1,,,1605211200,1605211200,1,0
735,False,1,13,0,11,0,1,3668,3668,2,active,1605211122,1,,,1605211200,1605211200,3,0
736,False,1,0,0,37,0,1,3671,3671,0,active,1605210101,1,,,1605211200,1605211200,2,0
737,False,1,1,0,20,0,1,3673,3673,0,active,1605210059,1,,,1605211200,1605211200,0,0
738,False,1,19,0,8,0,1,3674,3674,0,active,1605210707,1,,,1605211200,1605211200,1,0
739,False,1,12,2,12,0,1,3676,3676,0,active,1605210750,1,,,1605211200,1605211200,0,4
740,False,1,0,0,18,0,1,3677,3677,0,active,1605165357,1,,,1605211200,1605211200,0,0
741,False,1,0,0,18,0,1,3678,3678,0,active,1605165356,1,,,1605211200,1605211200,0,0
742,False,1,0,0,14,0,1,3679,3679,0,active,1605198569,1,,,1605211200,1605211200,0,0
743,False,1,44,2,11,0,1,3680,3680,0,active,1605210821,1,,,1605211200,1605211200,0,3
744,False,1,5,0,13,0,1,3681,3681,0,active,1605204621,1,,,1605211200,1605211200,1,0
745,False,1,31,2,8,0,1,3686,3686,0,active,1605210622,1,,,1605211200,1605211200,6,0
746,False,1,79,2,4,0,1,3687,3687,0,active,1605211104,1,,,1605211200,1605211200,0,8
747,False,1,5,4,41,1,1,3689,3689,0,active,1605209208,1,,,1605211200,1605211200,4,0
748,False,1,30,1,4,0,1,3690,3690,2,active,1605210688,1,,,1605211200,1605211200,0,0
749,False,1,7,4,12,0,1,3691,3691,0,active,1605210856,1,,,1605211200,1605211200,0,0
750,False,1,22,0,5,0,1,3693,3693,0,active,1605209418,1,,,1605211200,1605211200,0,0
751,False,1,2,0,16,0,1,3694,3694,0,active,1605206280,1,,,1605211200,1605211200,0,0
752,False,1,5,3,38,0,1,3697,3697,0,active,1605210866,1,,,1605211200,1605211200,0,2
753,False,1,3,0,23,0,1,3699,3699,4,active,1605210332,1,,,1605211200,1605211200,5,0
754,False,1,19,2,0,0,1,3704,3704,0,active,1605206293,1,,,1605211200,1605211200,0,0
755,False,1,46,4,5,0,1,3707,3707,4,active,1605210696,1,,,1605211200,1605211200,0,4
756,False,1,21,2,6,0,1,3708,3708,2,active,1605211031,1,,,1605211200,1605211200,1,0
757,False,1,45,0,2,0,1,3709,3709,4,active,1605211160,1,,,1605211200,1605211200,1,0
758,False,1,24,3,22,0,1,3711,3711,1,active,1605211151,1,,,1605211200,1605211200,0,5
759,False,1,7,0,32,0,1,3712,3712,1,active,1605211041,1,,,1605211200,1605211200,4,0
760,False,1,6,3,53,0,1,3714,3714,2,active,1605210234,1,,,1605211200,1605211200,0,0
761,False,1,26,1,4,0,1,3715,3715,1,active,1605210612,1,,,1605211200,1605211200,0,1
762,False,1,10,1,13,0,1,3716,3716,0,active,1605210563,1,,,1605211200,1605211200,0,2
763,False,1,7,0,39,0,1,3718,3718,0,active,1605210399,1,,,1605211200,1605211200,0,5
764,False,1,6,0,25,0,1,3721,3721,4,active,1605211169,1,,,1605211200,1605211200,2,0
765,True,1,21,0,9,0,1,3723,3723,0,active,1605210478,1,,,1605211200,1605211200,0,0
766,False,1,20,11,16,0,1,3724,3724,3,active,1605210544,1,,,1605211200,1605211200,4,0
767,False,1,26,2,14,0,1,3725,3725,1,active,1605210650,1,,,1605211200,1605211200,2,0
768,False,1,3,0,20,0,1,3726,3726,0,active,1605210705,1,,,1605211200,1605211200,1,0
769,False,1,24,0,14,0,1,3727,3727,0,active,1605211086,1,,,1605211200,1605211200,1,0
770,False,1,3,0,21,0,1,3728,3728,0,active,1605211122,1,,,1605211200,1605211200,0,1
771,False,1,43,1,3,0,1,3731,3731,0,active,1605210952,1,,,1605211200,1605211200,0,2
772,False,1,38,1,6,0,1,3733,3733,2,active,1605210513,1,,,1605211200,1605211200,0,3
773,False,0,47,11,2,0,1,3734,3734,1,active,1605210379,0,,,1605211200,1605211200,0,0
774,False,1,20,0,18,0,1,3735,3735,0,active,1605210779,1,,,1605211200,1605211200,6,0
775,False,0,0,0,3,0,0,3736,3736,0,out_of_service,1601471240,0,,,1605211200,1605211200,0,0
776,False,1,25,0,10,0,1,3737,3737,0,active,1605210747,1,,,1605211200,1605211200,5,0
777,False,1,28,0,3,0,1,3738,3738,0,active,1605209255,1,,,1605211200,1605211200,2,0
778,False,1,19,0,16,0,1,3739,3739,2,active,1605211160,1,,,1605211200,1605211200,0,3
779,False,1,13,0,20,0,1,3740,3740,1,active,1605211174,1,,,1605211200,1605211200,4,0
780,False,1,14,0,35,0,1,3744,3744,2,active,1605211126,1,,,1605211200,1605211200,0,1
781,False,1,11,0,16,0,1,3745,3745,0,active,1605210690,1,,,1605211200,1605211200,0,0
782,False,1,42,1,4,0,1,3746,3746,2,active,1605211029,1,,,1605211200,1605211200,1,0
783,False,1,12,2,11,0,1,3749,3749,0,active,1605211159,1,,,1605211200,1605211200,2,0
784,False,1,0,0,18,0,1,3755,3755,1,active,1605208907,1,,,1605211200,1605211200,1,0
785,False,1,9,0,12,0,1,3756,3756,0,active,1605210137,1,,,1605211200,1605211200,0,0
786,False,1,21,1,0,0,1,3757,3757,2,active,1605204449,1,,,1605211200,1605211200,0,1
787,False,1,7,0,12,0,1,3758,3758,0,active,1605209480,1,,,1605211200,1605211200,0,2
788,False,1,2,2,16,0,1,3759,3759,1,active,1605210592,1,,,1605211200,1605211200,0,0
789,False,1,9,1,14,0,1,3760,3760,0,active,1605211148,1,,,1605211200,1605211200,0,0
790,False,1,4,1,22,0,1,3761,3761,1,active,1605208256,1,,,1605211200,1605211200,2,0
791,False,1,24,0,3,0,1,3762,3762,0,active,1605211097,1,,,1605211200,1605211200,0,1
792,False,1,20,3,6,0,1,3763,3763,1,active,1605207403,1,,,1605211200,1605211200,2,0
793,False,1,8,0,13,0,1,3764,3764,0,active,1605210868,1,,,1605211200,1605211200,0,0
794,False,1,14,1,7,0,1,3765,3765,0,active,1605208956,1,,,1605211200,1605211200,0,0
795,False,1,3,1,21,0,1,3766,3766,0,active,1605207738,1,,,1605211200,1605211200,0,0
796,False,1,2,0,17,0,1,3767,3767,0,active,1605205382,1,,,1605211200,1605211200,1,0
797,False,1,22,2,1,0,1,3768,3768,0,active,1605209214,1,,,1605211200,1605211200,0,0
798,False,1,12,0,11,0,1,3769,3769,0,active,1605210570,1,,,1605211200,1605211200,0,0
799,False,1,1,0,19,0,1,3770,3770,1,active,1605210159,1,,,1605211200,1605211200,0,0
800,False,1,17,0,12,0,1,3771,3771,1,active,1605210648,1,,,1605211200,1605211200,0,1
801,False,1,14,2,5,0,1,3772,3772,0,active,1605206004,1,,,1605211200,1605211200,0,1
802,False,1,2,0,18,0,1,3773,3773,0,active,1605210491,1,,,1605211200,1605211200,0,2
803,False,1,12,0,11,0,1,3774,3774,0,active,1605210579,1,,,1605211200,1605211200,1,0
804,False,1,0,0,27,0,1,3775,3775,0,active,1605205275,1,,,1605211200,1605211200,1,0
805,False,1,1,0,22,0,1,3776,3776,0,active,1605203735,1,,,1605211200,1605211200,0,1
806,False,1,0,0,22,0,1,3777,3777,1,active,1605206665,1,,,1605211200,1605211200,1,0
807,False,1,3,0,23,0,1,3778,3778,1,active,1605207969,1,,,1605211200,1605211200,0,0
808,False,1,3,0,21,0,1,3779,3779,0,active,1605209034,1,,,1605211200,1605211200,0,0
809,False,1,5,1,16,0,1,3780,3780,1,active,1605204390,1,,,1605211200,1605211200,0,0
810,False,1,3,0,27,0,1,3781,3781,0,active,1605208955,1,,,1605211200,1605211200,1,0
811,False,1,25,1,6,0,1,3782,3782,0,active,1605210413,1,,,1605211200,1605211200,0,0
812,False,1,61,0,3,0,1,3783,3783,1,active,1605209825,1,,,1605211200,1605211200,0,1
813,False,1,28,2,8,0,1,3785,3785,1,active,1605211168,1,,,1605211200,1605211200,0,0
814,False,1,38,1,6,0,1,3786,3786,5,active,1605210976,1,,,1605211200,1605211200,5,0
815,False,1,21,4,1,0,1,3787,3787,0,active,1605205562,1,,,1605211200,1605211200,0,1
816,False,1,11,0,19,0,1,3789,3789,1,active,1605211120,1,,,1605211200,1605211200,1,0
817,False,1,9,0,28,0,1,3790,3790,0,active,1605209786,1,,,1605211200,1605211200,0,1
818,False,1,20,0,12,0,1,3791,3791,0,active,1605182306,1,,,1605211200,1605211200,0,0
819,False,0,28,0,2,0,1,3792,3792,0,active,1605204429,0,,,1605211200,1605211200,1,0
820,False,1,18,1,1,0,1,3795,3795,0,active,1605210878,1,,,1605211200,1605211200,0,0
821,False,1,43,12,12,0,1,3798,3798,0,active,1605210495,1,,,1605211200,1605211200,4,0
822,False,1,65,8,0,0,1,3799,3799,2,active,1605210939,1,,,1605211200,1605211200,0,4
823,False,1,23,3,4,0,1,3803,3803,0,active,1605210452,1,,,1605211200,1605211200,0,0
824,False,1,0,0,0,1,1,3804,3804,13,active,1605210961,1,,,1605211200,1605211200,0,0
825,False,1,1,0,17,0,1,3808,3808,1,active,1605210952,1,,,1605211200,1605211200,0,1
826,False,1,32,4,21,0,1,3809,3809,0,active,1605210824,1,,,1605211200,1605211200,0,1
827,False,1,10,0,7,0,1,3811,3811,2,active,1605208129,1,,,1605211200,1605211200,2,0
828,False,1,38,3,8,0,1,3812,3812,3,active,1605211065,1,,,1605211200,1605211200,0,2
829,True,1,29,0,18,1,1,3813,3813,1,active,1605210977,1,,,1605211200,1605211200,2,0
830,False,0,0,0,0,23,1,3814,3814,0,active,1605076474,0,,,1605211200,1605211200,0,0
831,False,1,14,3,26,0,1,3815,3815,1,active,1605210934,1,,,1605211200,1605211200,0,0
832,False,1,3,0,20,0,1,3816,3816,1,active,1605170180,1,,,1605211200,1605211200,0,0
833,False,1,6,3,12,0,1,3817,3817,0,active,1605205508,1,,,1605211200,1605211200,0,0
834,False,1,26,0,11,0,1,3818,3818,3,active,1605204258,1,,,1605211200,1605211200,0,0
835,False,1,8,0,12,0,1,3819,3819,0,active,1605205813,1,,,1605211200,1605211200,0,0
836,False,1,0,0,19,0,1,3820,3820,0,active,1605206403,1,,,1605211200,1605211200,0,0
837,False,1,1,1,24,0,1,3821,3821,0,active,1605210047,1,,,1605211200,1605211200,0,0
838,False,1,1,1,18,0,1,3822,3822,1,active,1605208402,1,,,1605211200,1605211200,1,0
839,False,1,1,1,29,0,1,3823,3823,0,active,1605210960,1,,,1605211200,1605211200,0,0
840,False,1,6,3,16,0,1,3824,3824,1,active,1605208761,1,,,1605211200,1605211200,0,0
841,False,1,1,1,28,0,1,3825,3825,0,active,1605202995,1,,,1605211200,1605211200,0,0
842,False,1,0,0,18,0,1,3826,3826,0,active,1605202497,1,,,1605211200,1605211200,0,0
843,False,1,6,1,14,0,1,3827,3827,0,active,1605208849,1,,,1605211200,1605211200,0,0
844,False,1,1,0,21,0,1,3828,3828,0,active,1605206633,1,,,1605211200,1605211200,0,1
845,False,1,7,3,17,0,1,3829,3829,0,active,1605206573,1,,,1605211200,1605211200,0,1
846,False,1,5,1,17,0,1,3830,3830,0,active,1605209906,1,,,1605211200,1605211200,0,0
847,False,1,0,0,35,0,1,3831,3831,0,active,1605201783,1,,,1605211200,1605211200,1,0
848,False,1,7,0,14,0,1,3832,3832,0,active,1605208003,1,,,1605211200,1605211200,0,0
849,False,1,0,0,17,0,1,3833,3833,1,active,1605210860,1,,,1605211200,1605211200,0,0
850,False,1,2,0,16,0,1,3834,3834,1,active,1605207623,1,,,1605211200,1605211200,1,0
851,False,1,3,3,19,0,1,3835,3835,0,active,1605208674,1,,,1605211200,1605211200,0,2
852,False,1,0,0,29,0,1,3836,3836,0,active,1605203416,1,,,1605211200,1605211200,0,0
853,False,1,0,0,29,0,1,3837,3837,0,active,1605210780,1,,,1605211200,1605211200,1,0
854,False,1,0,0,24,0,1,3838,3838,1,active,1605203518,1,,,1605211200,1605211200,1,0
855,False,1,5,0,24,0,1,3839,3839,0,active,1605208762,1,,,1605211200,1605211200,0,1
856,False,1,1,0,22,0,1,3840,3840,1,active,1605207810,1,,,1605211200,1605211200,0,0
857,False,1,5,3,20,0,1,3841,3841,0,active,1605211034,1,,,1605211200,1605211200,0,1
858,False,1,0,0,29,0,1,3842,3842,0,active,1605210924,1,,,1605211200,1605211200,0,0
859,False,1,1,1,22,0,1,3843,3843,0,active,1605210558,1,,,1605211200,1605211200,0,0
860,False,1,7,4,18,0,1,3844,3844,0,active,1605210096,1,,,1605211200,1605211200,0,1
861,False,1,3,1,18,0,1,3845,3845,0,active,1605207781,1,,,1605211200,1605211200,0,0
862,False,1,0,0,25,0,1,3846,3846,0,active,1605209750,1,,,1605211200,1605211200,0,0
863,False,1,0,0,25,0,1,3847,3847,0,active,1605202307,1,,,1605211200,1605211200,0,0
864,False,1,1,0,29,0,1,3848,3848,2,active,1605211000,1,,,1605211200,1605211200,0,0
865,False,1,3,0,14,0,1,3849,3849,0,active,1605203989,1,,,1605211200,1605211200,0,0
866,False,1,18,0,7,0,1,3850,3850,0,active,1605202158,1,,,1605211200,1605211200,1,0
867,False,1,10,1,10,0,1,3851,3851,0,active,1605170179,1,,,1605211200,1605211200,0,0
868,False,1,16,4,1,0,1,3852,3852,0,active,1605210490,1,,,1605211200,1605211200,0,0
869,False,1,18,1,2,0,1,3853,3853,0,active,1605206206,1,,,1605211200,1605211200,0,0
870,False,1,2,0,22,0,1,3854,3854,0,active,1605199604,1,,,1605211200,1605211200,0,0
871,False,1,4,1,16,0,1,3855,3855,2,active,1605209653,1,,,1605211200,1605211200,0,1
872,False,1,2,0,22,0,1,3856,3856,1,active,1605210310,1,,,1605211200,1605211200,1,0
873,False,1,1,0,18,0,1,3857,3857,0,active,1605209455,1,,,1605211200,1605211200,0,0
874,False,1,13,0,6,0,1,3858,3858,1,active,1605203475,1,,,1605211200,1605211200,0,0
875,False,1,8,0,12,0,1,3859,3859,0,active,1605206647,1,,,1605211200,1605211200,0,0
876,False,1,0,0,26,0,1,3860,3860,0,active,1605199620,1,,,1605211200,1605211200,0,0
877,False,1,4,1,16,0,1,3861,3861,0,active,1605210718,1,,,1605211200,1605211200,0,0
878,False,1,1,1,17,0,1,3862,3862,0,active,1605171385,1,,,1605211200,1605211200,0,0
879,False,1,5,0,13,0,1,3863,3863,0,active,1605191587,1,,,1605211200,1605211200,1,0
880,False,1,3,0,27,0,1,3864,3864,0,active,1605198293,1,,,1605211200,1605211200,0,1
881,False,1,0,0,23,0,1,3865,3865,1,active,1605210279,1,,,1605211200,1605211200,0,0
882,False,1,2,1,30,0,1,3866,3866,0,active,1605210805,1,,,1605211200,1605211200,0,1
883,False,1,1,0,28,0,1,3867,3867,0,active,1605171384,1,,,1605211200,1605211200,0,0
884,False,1,0,0,19,0,1,3868,3868,0,active,1605210217,1,,,1605211200,1605211200,1,0
885,False,1,2,0,22,0,1,3869,3869,0,active,1605208449,1,,,1605211200,1605211200,0,1
886,False,1,0,0,20,0,1,3870,3870,0,active,1605206861,1,,,1605211200,1605211200,0,0
887,False,1,0,0,29,0,1,3871,3871,1,active,1605171384,1,,,1605211200,1605211200,0,0
888,False,1,2,2,17,0,1,3872,3872,0,active,1605207247,1,,,1605211200,1605211200,0,0
889,False,1,2,1,15,0,1,3873,3873,0,active,1605207309,1,,,1605211200,1605211200,0,0
890,False,1,1,1,15,0,1,3874,3874,0,active,1605209885,1,,,1605211200,1605211200,0,0
891,False,1,0,0,15,0,1,3875,3875,0,active,1605173019,1,,,1605211200,1605211200,0,0
892,False,1,7,0,16,0,1,3876,3876,0,active,1605205873,1,,,1605211200,1605211200,0,0
893,False,1,3,0,22,0,1,3877,3877,0,active,1605209760,1,,,1605211200,1605211200,0,0
894,False,1,2,0,17,0,1,3878,3878,0,active,1605171385,1,,,1605211200,1605211200,0,0
895,False,1,4,0,21,0,1,3879,3879,0,active,1605203775,1,,,1605211200,1605211200,0,0
896,False,1,6,1,21,0,1,3880,3880,0,active,1605207765,1,,,1605211200,1605211200,0,0
897,False,1,23,0,15,0,1,3881,3881,1,active,1605210487,1,,,1605211200,1605211200,0,0
898,False,1,4,1,10,0,1,3882,3882,1,active,1605208710,1,,,1605211200,1605211200,0,0
899,False,1,1,0,18,0,1,3883,3883,0,active,1605200860,1,,,1605211200,1605211200,0,0
900,False,1,3,0,19,0,1,3884,3884,1,active,1605177011,1,,,1605211200,1605211200,0,0
901,False,1,0,0,19,0,1,3885,3885,0,active,1605171386,1,,,1605211200,1605211200,0,0
902,False,1,2,1,18,0,1,3886,3886,0,active,1605206253,1,,,1605211200,1605211200,0,0
903,False,1,18,1,2,0,1,3887,3887,1,active,1605205428,1,,,1605211200,1605211200,0,0
904,False,1,2,2,17,0,1,3888,3888,0,active,1605200906,1,,,1605211200,1605211200,0,0
905,False,1,2,0,29,0,1,3890,3890,0,active,1605209461,1,,,1605211200,1605211200,0,0
906,False,1,6,0,14,0,1,3891,3891,0,active,1605210838,1,,,1605211200,1605211200,1,0
907,False,1,1,0,18,0,1,3892,3892,0,active,1605209542,1,,,1605211200,1605211200,0,1
908,False,1,2,2,23,0,1,3893,3893,0,active,1605208891,1,,,1605211200,1605211200,0,1
909,False,1,35,3,1,0,1,3894,3894,0,active,1605211027,1,,,1605211200,1605211200,0,1
910,False,1,0,0,25,0,1,3895,3895,0,active,1605206250,1,,,1605211200,1605211200,0,0
911,False,1,2,1,20,0,1,3896,3896,0,active,1605210822,1,,,1605211200,1605211200,0,0
912,False,1,3,0,14,0,1,3897,3897,0,active,1605204743,1,,,1605211200,1605211200,0,0
913,False,1,13,4,43,0,1,3898,3898,1,active,1605209590,1,,,1605211200,1605211200,0,0
914,False,1,13,0,5,0,1,3899,3899,0,active,1605209423,1,,,1605211200,1605211200,0,0
915,False,1,4,2,25,0,1,3900,3900,1,active,1605210754,1,,,1605211200,1605211200,0,0
916,False,1,1,1,16,0,1,3901,3901,0,active,1605206838,1,,,1605211200,1605211200,0,0
917,False,1,4,2,15,0,1,3902,3902,0,active,1605207062,1,,,1605211200,1605211200,0,0
918,False,1,2,1,15,0,1,3903,3903,0,active,1605208980,1,,,1605211200,1605211200,1,0
919,False,1,16,2,9,0,1,3905,3905,2,active,1605210633,1,,,1605211200,1605211200,0,1
920,False,1,22,1,9,0,1,3906,3906,1,active,1605211108,1,,,1605211200,1605211200,0,1
921,False,1,2,0,15,0,1,3907,3907,0,active,1605208002,1,,,1605211200,1605211200,0,1
922,False,1,1,0,19,0,1,3909,3909,0,active,1605193550,1,,,1605211200,1605211200,1,0
923,False,1,4,3,13,0,1,3910,3910,0,active,1605207717,1,,,1605211200,1605211200,1,0
924,False,1,21,3,1,0,1,3911,3911,0,active,1605210650,1,,,1605211200,1605211200,0,1
925,False,1,17,1,2,0,1,3913,3913,0,active,1605210647,1,,,1605211200,1605211200,0,0
926,False,0,8,1,30,0,1,3914,3914,1,active,1605211074,0,,,1605211200,1605211200,2,0
927,True,1,35,0,10,0,1,3916,3916,0,active,1605211153,1,,,1605211200,1605211200,1,0
928,False,1,27,0,4,0,1,3917,3917,0,active,1605209524,1,,,1605211200,1605211200,1,0
929,False,1,3,0,27,0,1,3918,3918,0,active,1605211074,1,,,1605211200,1605211200,5,0
930,False,1,31,1,4,0,1,3919,3919,2,active,1605209993,1,,,1605211200,1605211200,2,0
931,False,1,5,0,13,0,1,3920,3920,1,active,1605209155,1,,,1605211200,1605211200,2,0
932,False,1,2,2,17,0,1,3921,3921,0,active,1605210748,1,,,1605211200,1605211200,1,0
933,False,1,6,1,13,0,1,3922,3922,0,active,1605209202,1,,,1605211200,1605211200,0,1
934,False,1,1,0,16,0,1,3923,3923,0,active,1605208935,1,,,1605211200,1605211200,0,1
935,False,1,10,0,14,0,1,3924,3924,1,active,1605210558,1,,,1605211200,1605211200,2,0
936,False,1,12,0,9,0,1,3925,3925,0,active,1605207141,1,,,1605211200,1605211200,0,1
937,False,1,2,1,18,0,1,3926,3926,0,active,1605210510,1,,,1605211200,1605211200,0,2
938,False,1,0,0,25,0,1,3927,3927,2,active,1605210217,1,,,1605211200,1605211200,0,0
939,False,1,1,1,16,0,1,3928,3928,1,active,1605210730,1,,,1605211200,1605211200,0,1
940,False,1,12,2,6,0,1,3929,3929,1,active,1605209486,1,,,1605211200,1605211200,0,2
941,False,1,8,0,11,0,1,3930,3930,0,active,1605211119,1,,,1605211200,1605211200,0,1
942,False,1,10,1,13,0,1,3931,3931,0,active,1605208026,1,,,1605211200,1605211200,1,0
943,False,1,8,0,15,0,1,3932,3932,0,active,1605209247,1,,,1605211200,1605211200,0,0
