,station_status,eightd_has_available_keys,legacy_id,station_id,is_installed,is_returning,last_reported,num_docks_disabled,num_bikes_available,is_renting,num_docks_available,num_ebikes_available,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,active,False,72,72,1,1,1604667505,0,28,1,27,1,0,,,1604667600,1604667600,4,0
1,active,False,79,79,1,1,1604666990,0,16,1,17,0,0,,,1604667600,1604667600,3,0
2,active,False,82,82,1,1,1604667367,0,9,1,18,0,0,,,1604667600,1604667600,0,1
3,active,False,83,83,1,1,1604664527,0,44,1,18,1,0,,,1604667600,1604667600,0,2
4,out_of_service,False,116,116,0,0,86400,0,0,0,0,0,0,,,1604667600,1604667600,0,0
5,active,False,119,119,1,1,1604645349,0,50,1,2,0,1,,,1604667600,1604667600,0,1
6,active,False,120,120,1,1,1604666586,0,4,1,15,1,0,,,1604667600,1604667600,0,2
7,active,False,127,127,1,1,1604667567,0,27,1,2,0,2,,,1604667600,1604667600,0,10
8,active,False,128,128,1,1,1604667269,0,16,1,38,0,2,,,1604667600,1604667600,3,0
9,active,False,143,143,1,1,1604667564,0,17,1,6,0,1,,,1604667600,1604667600,1,0
10,active,False,144,144,1,1,1604667562,0,46,1,12,0,0,,,1604667600,1604667600,0,0
11,active,False,146,146,1,1,1604666794,0,14,1,25,0,0,,,1604667600,1604667600,1,0
12,active,False,150,150,1,1,1604667241,0,17,1,38,0,0,,,1604667600,1604667600,0,11
13,active,True,151,151,1,1,1604667583,0,27,1,5,1,1,,,1604667600,1604667600,0,25
14,active,False,152,152,1,1,1604665940,0,21,1,28,0,0,,,1604667600,1604667600,0,2
15,active,False,157,157,1,1,1604667143,0,19,1,3,0,1,,,1604667600,1604667600,0,2
16,active,False,161,161,1,1,1604667504,0,16,1,18,2,1,,,1604667600,1604667600,0,4
17,active,False,164,164,1,1,1604667495,0,30,1,16,0,1,,,1604667600,1604667600,7,0
18,active,False,168,168,1,1,1604667529,0,9,1,37,0,1,,,1604667600,1604667600,8,0
19,active,False,173,173,1,1,1604667445,0,51,1,17,7,2,,,1604667600,1604667600,7,0
20,active,False,174,174,1,1,1604667589,0,24,1,9,2,2,,,1604667600,1604667600,4,0
21,active,False,212,212,1,1,1604667505,0,37,1,22,1,1,,,1604667600,1604667600,4,0
22,active,False,216,216,1,1,1604665952,0,7,1,29,0,1,,,1604667600,1604667600,0,0
23,active,False,217,217,1,1,1604667565,0,31,1,8,3,0,,,1604667600,1604667600,0,0
24,active,False,223,223,1,1,1604667553,0,15,1,18,0,0,,,1604667600,1604667600,1,0
25,active,True,224,224,1,1,1604667393,0,7,1,23,2,0,,,1604667600,1604667600,1,0
26,active,False,228,228,1,1,1604667049,0,15,1,40,1,0,,,1604667600,1604667600,6,0
27,active,False,229,229,1,1,1604666813,0,6,1,14,0,3,,,1604667600,1604667600,0,2
28,active,False,236,236,1,1,1604667583,0,31,1,16,0,0,,,1604667600,1604667600,1,0
29,active,False,237,237,1,1,1604667091,0,22,1,16,0,1,,,1604667600,1604667600,1,0
30,active,False,238,238,1,1,1604667256,0,23,1,7,0,1,,,1604667600,1604667600,0,7
31,active,False,239,239,1,1,1604667555,0,18,1,13,0,0,,,1604667600,1604667600,4,0
32,active,False,241,241,1,1,1604667498,0,14,1,7,1,2,,,1604667600,1604667600,3,0
33,active,False,242,242,1,1,1604667484,0,34,1,12,0,0,,,1604667600,1604667600,4,0
34,active,False,244,244,1,1,1604666185,0,5,1,26,0,0,,,1604667600,1604667600,0,0
35,active,False,245,245,1,1,1604666828,0,3,1,19,0,1,,,1604667600,1604667600,0,0
36,active,False,247,247,1,1,1604667257,0,49,1,6,1,0,,,1604667600,1604667600,0,7
37,active,False,248,248,1,1,1604664438,0,47,1,51,1,1,,,1604667600,1604667600,0,1
38,active,False,249,249,1,1,1604665878,0,5,1,22,0,0,,,1604667600,1604667600,0,3
39,active,False,250,250,1,1,1604667501,0,14,1,26,0,0,,,1604667600,1604667600,3,0
40,active,False,251,251,1,1,1604667476,0,15,1,9,0,3,,,1604667600,1604667600,0,7
41,active,False,252,252,1,1,1604667001,0,18,1,15,0,0,,,1604667600,1604667600,1,0
42,active,False,254,254,1,1,1604667548,1,18,1,27,0,1,,,1604667600,1604667600,1,0
43,active,False,257,257,1,1,1604667303,0,5,1,34,0,0,,,1604667600,1604667600,4,0
44,active,False,258,258,1,1,1604667169,0,18,1,4,0,1,,,1604667600,1604667600,0,8
45,active,False,259,259,1,1,1604667160,0,34,1,4,1,1,,,1604667600,1604667600,4,0
46,active,False,260,260,1,1,1604667076,0,21,1,12,1,0,,,1604667600,1604667600,5,0
47,active,False,261,261,1,1,1604665944,0,10,1,31,0,0,,,1604667600,1604667600,1,0
48,active,False,262,262,1,1,1604667532,0,9,1,13,0,2,,,1604667600,1604667600,0,3
49,active,False,264,264,1,1,1604667111,0,18,1,9,5,0,,,1604667600,1604667600,0,0
50,active,False,265,265,1,1,1604667527,0,25,1,10,0,0,,,1604667600,1604667600,0,4
51,active,False,267,267,1,1,1604666871,0,11,1,56,1,3,,,1604667600,1604667600,0,2
52,active,False,268,268,1,1,1604666900,0,4,1,23,4,0,,,1604667600,1604667600,5,0
53,active,False,270,270,1,1,1604666849,0,2,1,21,1,0,,,1604667600,1604667600,0,1
54,active,False,274,274,1,1,1604667293,0,22,1,9,3,0,,,1604667600,1604667600,0,2
55,active,False,275,275,1,1,1604663660,0,4,1,13,0,2,,,1604667600,1604667600,0,1
56,active,False,276,276,1,1,1604665777,0,11,1,14,0,0,,,1604667600,1604667600,2,0
57,active,False,278,278,1,1,1604666187,0,4,1,14,0,1,,,1604667600,1604667600,2,0
58,out_of_service,False,280,280,0,0,86400,0,0,0,0,0,0,,,1604667600,1604667600,0,0
59,active,True,281,281,1,1,1604667484,0,15,1,51,3,0,,,1604667600,1604667600,18,0
60,active,False,282,282,1,1,1604667325,0,17,1,9,3,1,,,1604667600,1604667600,0,8
61,active,False,284,284,1,1,1604667532,0,24,1,26,0,1,,,1604667600,1604667600,3,0
62,active,True,285,285,1,1,1604667328,0,13,1,40,0,0,,,1604667600,1604667600,2,0
63,active,False,289,289,1,1,1604667354,0,4,1,15,1,0,,,1604667600,1604667600,0,0
64,active,False,291,291,1,1,1604667009,0,17,1,3,1,0,,,1604667600,1604667600,0,3
65,active,False,293,293,1,1,1604667547,0,18,1,34,1,2,,,1604667600,1604667600,5,0
66,active,False,295,295,1,0,86400,0,0,0,0,0,0,,,1604667600,1604667600,0,0
67,active,False,297,297,1,1,1604667318,0,26,1,50,0,1,,,1604667600,1604667600,0,4
68,active,False,298,298,1,1,1604666744,0,29,1,6,0,0,,,1604667600,1604667600,1,0
69,active,False,301,301,1,1,1604665985,0,33,1,25,0,0,,,1604667600,1604667600,0,3
70,active,False,302,302,1,1,1604666611,0,17,1,18,0,2,,,1604667600,1604667600,0,8
71,active,False,303,303,1,1,1604666873,0,51,1,14,0,2,,,1604667600,1604667600,1,0
72,active,True,304,304,1,1,1604667400,26,15,1,0,1,2,[{'id': '66db6da2-0aca-11e7-82f6-3863bb44ef7c'}],"{'off_dock_capacity': 70, 'off_dock_count': 2, 'station_id': '66db6da2-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 8688, 'active': True, 'dock_blocked_count': 26, 'region': 'BKN'}",1604667600,1604667600,11,0
73,active,False,305,305,1,1,1604667591,0,14,1,17,4,2,,,1604667600,1604667600,4,0
74,active,False,307,307,1,1,1604667464,0,23,1,7,0,0,,,1604667600,1604667600,0,1
75,active,False,308,308,1,1,1604667295,0,14,1,32,3,2,,,1604667600,1604667600,5,0
76,active,False,309,309,1,1,1604667128,0,34,1,6,5,1,,,1604667600,1604667600,3,0
77,active,False,310,310,1,1,1604660788,0,66,1,0,1,0,,,1604667600,1604667600,0,0
78,active,False,311,311,1,1,1604667281,0,15,1,16,0,0,,,1604667600,1604667600,4,0
79,active,False,312,312,1,1,1604667320,0,24,1,8,0,1,,,1604667600,1604667600,0,1
80,active,False,313,313,1,1,1604667528,0,51,1,4,0,0,,,1604667600,1604667600,3,0
81,active,False,315,315,1,1,1604667095,0,19,1,8,2,2,,,1604667600,1604667600,0,1
82,active,False,316,316,1,1,1604666290,0,2,1,41,0,0,,,1604667600,1604667600,2,0
83,active,False,317,317,1,1,1604667568,0,42,1,11,0,1,,,1604667600,1604667600,0,0
84,active,False,319,319,1,1,1604667522,0,6,1,27,2,0,,,1604667600,1604667600,3,0
85,active,False,320,320,1,1,1604667434,0,13,1,26,0,0,,,1604667600,1604667600,0,4
86,active,False,321,321,1,1,1604667546,0,22,1,16,1,1,,,1604667600,1604667600,0,1
87,active,False,323,323,1,1,1604667442,0,11,1,27,1,1,,,1604667600,1604667600,0,1
88,active,False,324,324,1,1,1604667419,0,55,1,19,1,0,,,1604667600,1604667600,4,0
89,active,False,325,325,1,1,1604667479,0,26,1,9,0,0,,,1604667600,1604667600,1,0
90,active,False,326,326,1,1,1604666746,0,22,1,11,1,8,,,1604667600,1604667600,0,5
91,active,True,327,327,1,1,1604667410,0,25,1,12,2,2,,,1604667600,1604667600,0,1
92,active,False,328,328,1,1,1604667552,0,29,1,6,1,0,,,1604667600,1604667600,3,0
93,active,False,330,330,1,1,1604667500,0,12,1,27,2,0,,,1604667600,1604667600,0,2
94,active,False,331,331,1,1,1604666660,0,19,1,6,1,2,,,1604667600,1604667600,0,1
95,active,False,332,332,1,1,1604667588,0,26,1,10,0,0,,,1604667600,1604667600,2,0
96,active,False,334,334,1,1,1604667094,0,9,1,22,0,0,,,1604667600,1604667600,0,4
