,legacy_id,num_ebikes_available,station_status,eightd_has_available_keys,num_docks_available,num_bikes_available,num_bikes_disabled,is_renting,last_reported,is_installed,num_docks_disabled,is_returning,station_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,5,active,False,32,21,2,1,1604997967,1,0,1,72,,,1604998805,1604998805,0,1
1,79,0,active,False,9,23,1,1,1604991208,1,0,1,79,,,1604998805,1604998805,2,0
2,82,0,active,False,0,27,0,1,1604990003,1,0,1,82,,,1604998805,1604998805,0,0
3,83,0,active,False,51,11,0,1,1604988797,1,0,1,83,,,1604998805,1604998805,0,0
4,116,0,out_of_service,False,0,0,0,0,86400,0,0,0,116,,,1604998805,1604998805,0,0
5,119,1,active,False,8,45,0,1,1604997223,1,0,1,119,,,1604998805,1604998805,0,0
6,120,4,active,False,13,6,0,1,1604992318,1,0,1,120,,,1604998805,1604998805,1,0
7,127,0,active,False,5,25,1,1,1604990002,1,0,1,127,,,1604998805,1604998805,0,0
8,128,0,active,False,28,26,2,1,1604996207,1,0,1,128,,,1604998805,1604998805,0,0
9,143,0,active,False,9,15,0,1,1604988796,1,0,1,143,,,1604998805,1604998805,0,0
10,144,1,active,False,0,57,1,1,1604998443,1,0,1,144,,,1604998805,1604998805,0,0
11,146,0,active,False,7,32,0,1,1604988796,1,0,1,146,,,1604998805,1604998805,0,0
12,150,13,active,False,10,45,0,1,1604993484,1,0,1,150,,,1604998805,1604998805,0,0
13,151,5,active,True,27,5,1,1,1604998235,1,0,1,151,,,1604998805,1604998805,0,0
14,152,0,active,False,9,39,1,1,1604980367,1,0,1,152,,,1604998805,1604998805,0,0
15,157,1,active,False,5,17,1,1,1604988795,1,0,1,157,,,1604998805,1604998805,0,0
16,161,2,active,False,9,26,0,1,1604998764,1,0,1,161,,,1604998805,1604998805,0,1
17,164,0,active,False,32,12,3,1,1604993620,1,0,1,164,,,1604998805,1604998805,0,0
18,168,0,active,False,37,9,1,1,1604997061,1,0,1,168,,,1604998805,1604998805,1,0
19,173,4,active,False,49,21,0,1,1604998777,1,0,1,173,,,1604998805,1604998805,1,0
20,174,0,active,False,7,21,2,1,1604991208,1,0,1,174,,,1604998805,1604998805,2,0
21,212,0,active,False,16,43,1,1,1604991208,1,0,1,212,,,1604998805,1604998805,0,0
22,216,0,active,False,26,9,2,1,1604993631,1,0,1,216,,,1604998805,1604998805,0,0
23,217,0,active,False,11,27,1,1,1604989783,1,0,1,217,,,1604998805,1604998805,0,0
24,223,0,active,False,7,22,4,1,1604997236,1,0,1,223,,,1604998805,1604998805,0,0
25,224,1,active,True,20,9,1,1,1604990957,1,0,1,224,,,1604998805,1604998805,0,0
26,228,0,active,False,52,3,0,1,1604994508,1,0,1,228,,,1604998805,1604998805,0,0
27,229,0,active,False,20,1,2,1,1604990002,1,0,1,229,,,1604998805,1604998805,0,0
28,236,0,active,False,0,0,0,1,86400,1,0,1,236,,,1604998805,1604998805,0,0
29,237,1,active,False,10,28,1,1,1604997368,1,0,1,237,,,1604998805,1604998805,0,1
30,238,0,active,False,7,24,0,1,1604991208,1,0,1,238,,,1604998805,1604998805,0,0
31,239,0,active,False,10,21,0,1,1604990108,1,0,1,239,,,1604998805,1604998805,0,0
