,eightd_has_available_keys,num_ebikes_available,station_id,is_returning,is_installed,is_renting,last_reported,num_docks_available,legacy_id,num_docks_disabled,station_status,num_bikes_disabled,num_bikes_available,starttime,timestamp,demand,supply
205,False,1,480,1,1,1,1605055744,4,480,0,active,10,15,1605056400,1605056400,0,3
206,False,0,481,1,1,1,1605056282,2,481,0,active,3,20,1605056400,1605056400,1,0
207,False,0,482,0,1,0,1605054576,0,482,0,active,28,51,1605056400,1605056400,0,0
208,False,0,483,1,1,1,1605056222,24,483,0,active,2,8,1605056400,1605056400,9,0
209,False,1,484,1,1,1,1605056375,43,484,0,active,2,1,1605056400,1605056400,0,1
210,False,0,485,1,1,1,1605055026,35,485,0,active,4,1,1605056400,1605056400,5,0
211,False,1,486,1,1,1,1605056395,35,486,0,active,2,4,1605056400,1605056400,0,0
212,False,0,487,1,1,1,1605056308,1,487,0,active,2,32,1605056400,1605056400,0,0
213,False,0,489,1,1,1,1605055974,38,489,0,active,6,5,1605056400,1605056400,0,0
214,False,0,490,1,1,1,1605055745,62,490,0,active,3,1,1605056400,1605056400,0,1
215,False,0,492,1,1,1,1605056238,12,492,0,active,0,56,1605056400,1605056400,0,0
216,False,0,493,1,1,1,1605056229,29,493,0,active,2,3,1605056400,1605056400,0,3
217,False,3,494,1,1,1,1605056381,33,494,0,active,5,28,1605056400,1605056400,0,6
218,False,1,495,1,1,1,1605056208,28,495,0,active,2,9,1605056400,1605056400,3,0
219,False,0,496,1,1,1,1605056285,9,496,0,active,2,54,1605056400,1605056400,0,8
220,False,0,497,1,1,1,1605056323,7,497,0,active,3,56,1605056400,1605056400,0,8
221,True,1,499,1,1,1,1605056317,24,499,0,active,6,6,1605056400,1605056400,0,4
222,False,1,500,1,1,1,1605056280,41,500,0,active,1,10,1605056400,1605056400,0,4
223,False,0,501,1,1,1,1605056254,49,501,0,active,1,33,1605056400,1605056400,0,7
224,False,0,502,1,1,1,1605056364,1,502,0,active,1,34,1605056400,1605056400,1,0
225,False,0,503,1,1,1,1605056389,2,503,0,active,0,29,1605056400,1605056400,0,20
226,False,0,504,1,1,1,1605056198,24,504,0,active,0,30,1605056400,1605056400,9,0
227,False,1,505,1,1,1,1605056397,12,505,0,active,5,35,1605056400,1605056400,0,6
228,False,2,507,1,1,1,1605056130,27,507,0,active,3,15,1605056400,1605056400,0,0
229,False,1,508,1,1,1,1605056323,14,508,0,active,0,11,1605056400,1605056400,1,0
230,False,0,509,1,1,1,1605056318,5,509,0,active,5,51,1605056400,1605056400,4,0
231,False,0,510,1,1,1,1605056362,54,510,0,active,1,0,1605056400,1605056400,1,0
232,False,0,513,1,1,1,1605055751,20,513,0,active,1,8,1605056400,1605056400,0,1
233,True,4,514,1,1,1,1605055923,14,514,0,active,6,32,1605056400,1605056400,0,2
234,False,0,515,1,1,1,1605056373,47,515,0,active,3,29,1605056400,1605056400,4,0
235,False,0,516,1,1,1,1605056206,20,516,0,active,2,9,1605056400,1605056400,2,0
236,False,0,517,1,1,1,1605056385,54,517,0,active,2,13,1605056400,1605056400,0,12
237,False,0,519,1,1,1,1605056361,55,519,0,active,0,14,1605056400,1605056400,0,13
238,False,0,522,1,1,1,1605055262,48,522,0,active,3,0,1605056400,1605056400,0,0
239,False,1,525,1,1,1,1605056205,28,525,0,active,5,23,1605056400,1605056400,0,1
240,False,1,526,1,1,1,1605056112,34,526,0,active,3,3,1605056400,1605056400,0,1
241,False,0,528,1,1,1,1605056372,16,528,0,active,2,21,1605056400,1605056400,0,3
242,False,1,529,1,1,1,1605055960,6,529,0,active,0,35,1605056400,1605056400,3,0
243,False,0,530,1,1,1,1605056139,1,530,0,active,1,22,1605056400,1605056400,0,3
244,False,0,531,1,1,1,1605056167,12,531,0,active,3,45,1605056400,1605056400,2,0
245,False,0,532,1,1,1,1605056280,7,532,0,active,7,29,1605056400,1605056400,0,2
246,False,0,533,1,1,1,1605056170,40,533,0,active,4,2,1605056400,1605056400,0,1
247,False,1,534,1,1,1,1605054707,9,534,0,active,2,20,1605056400,1605056400,2,0
248,False,0,536,1,1,1,1605056252,21,536,0,active,4,3,1605056400,1605056400,0,2
249,False,0,539,1,1,1,1605056341,14,539,0,active,5,12,1605056400,1605056400,11,0
250,False,1,540,1,1,1,1605056145,39,540,0,active,1,14,1605056400,1605056400,1,0
251,False,0,545,1,1,1,1605056065,0,545,0,active,1,26,1605056400,1605056400,0,3
252,False,0,546,1,1,1,1605056261,40,546,0,active,3,2,1605056400,1605056400,0,0
253,False,0,2000,1,1,1,1605055890,15,2000,0,active,0,42,1605056400,1605056400,0,3
254,False,0,2002,1,1,1,1605055661,17,2002,0,active,4,6,1605056400,1605056400,4,0
255,False,0,2003,1,1,1,1605056356,23,2003,0,active,1,30,1605056400,1605056400,1,0
256,False,0,2005,1,1,1,1605049734,3,2005,0,active,0,9,1605056400,1605056400,0,0
257,True,0,2006,1,1,1,1605056391,33,2006,1,active,4,11,1605056400,1605056400,0,10
258,True,0,2008,1,1,1,1605056197,3,2008,0,active,6,15,1605056400,1605056400,2,0
259,False,1,2009,1,1,1,1605056328,2,2009,0,active,2,31,1605056400,1605056400,0,1
260,False,1,2010,1,1,1,1605055663,17,2010,0,active,0,48,1605056400,1605056400,0,6
261,False,0,2012,1,1,1,1605056220,32,2012,0,active,1,2,1605056400,1605056400,1,0
262,False,0,2017,1,1,1,1605056361,32,2017,0,active,3,4,1605056400,1605056400,0,1
263,False,0,2021,1,1,1,1605056370,46,2021,1,active,3,15,1605056400,1605056400,1,0
264,False,0,2022,1,1,1,1605055877,29,2022,0,active,1,3,1605056400,1605056400,0,3
265,False,3,3016,1,1,1,1605056354,19,3016,0,active,3,32,1605056400,1605056400,3,0
266,False,1,3041,1,1,1,1605056060,16,3041,0,active,0,8,1605056400,1605056400,3,0
267,False,0,3042,1,1,1,1605055806,8,3042,0,active,0,11,1605056400,1605056400,5,0
268,False,1,3043,1,1,1,1605056388,5,3043,0,active,0,14,1605056400,1605056400,3,0
269,False,0,3044,1,1,1,1605053280,24,3044,0,active,0,3,1605056400,1605056400,5,0
270,False,1,3046,1,1,1,1605054876,17,3046,0,active,0,2,1605056400,1605056400,1,0
271,False,2,3047,1,1,1,1605055919,15,3047,0,active,1,5,1605056400,1605056400,2,0
272,False,1,3048,1,1,1,1605055589,16,3048,0,active,0,3,1605056400,1605056400,0,0
273,False,2,3049,1,1,1,1605056381,7,3049,1,active,0,10,1605056400,1605056400,1,0
274,False,2,3050,1,1,1,1605055784,15,3050,0,active,0,6,1605056400,1605056400,4,0
275,False,7,3052,1,1,1,1605056037,8,3052,0,active,2,13,1605056400,1605056400,1,0
276,False,0,3053,1,1,1,1605056397,18,3053,0,active,4,1,1605056400,1605056400,4,0
277,False,0,3054,1,1,1,1605054344,16,3054,0,active,0,3,1605056400,1605056400,4,0
278,False,1,3055,1,1,1,1605056220,21,3055,0,active,1,1,1605056400,1605056400,4,0
279,False,1,3056,1,1,1,1605056305,19,3056,0,active,3,1,1605056400,1605056400,2,0
280,False,1,3057,1,1,1,1605056012,15,3057,0,active,0,3,1605056400,1605056400,1,0
281,False,1,3058,1,1,1,1605056270,19,3058,0,active,0,5,1605056400,1605056400,1,0
282,False,0,3059,1,1,1,1605056323,14,3059,0,active,1,4,1605056400,1605056400,3,0
283,False,1,3060,1,1,1,1605055669,16,3060,0,active,0,3,1605056400,1605056400,0,0
284,False,2,3061,1,1,1,1605055729,18,3061,0,active,0,3,1605056400,1605056400,3,0
285,False,0,3062,1,1,1,1605055690,23,3062,0,active,0,0,1605056400,1605056400,2,0
286,False,1,3063,1,1,1,1605055985,17,3063,0,active,0,3,1605056400,1605056400,0,2
287,False,0,3064,1,1,1,1605054625,21,3064,1,active,1,0,1605056400,1605056400,1,0
288,False,2,3065,1,1,1,1605054849,27,3065,0,active,2,2,1605056400,1605056400,1,0
289,False,2,3066,1,1,1,1605055560,10,3066,0,active,1,8,1605056400,1605056400,1,0
290,False,1,3067,1,1,1,1605055887,24,3067,0,active,0,3,1605056400,1605056400,0,2
291,False,1,3068,1,1,1,1605055283,24,3068,0,active,0,18,1605056400,1605056400,0,1
292,False,0,3069,1,1,1,1605055306,27,3069,0,active,0,2,1605056400,1605056400,0,0
293,False,0,3070,1,1,1,1605055951,20,3070,0,active,0,3,1605056400,1605056400,0,0
294,False,0,3071,1,1,1,1605055392,19,3071,0,active,0,0,1605056400,1605056400,0,0
295,False,0,3072,1,1,1,1605056380,13,3072,0,active,1,10,1605056400,1605056400,0,0
296,False,0,3074,1,1,1,1605056327,19,3074,0,active,2,21,1605056400,1605056400,3,0
297,False,0,3075,1,1,1,1605055463,30,3075,0,active,0,3,1605056400,1605056400,0,0
298,False,3,3076,1,1,1,1605056198,21,3076,0,active,1,14,1605056400,1605056400,0,2
299,False,4,3077,1,1,1,1605056320,21,3077,0,active,1,11,1605056400,1605056400,2,0
300,False,0,3078,1,1,1,1605055021,20,3078,0,active,0,7,1605056400,1605056400,1,0
301,False,2,3080,1,1,1,1605056155,13,3080,0,active,1,7,1605056400,1605056400,4,0
302,False,0,3081,1,1,1,1605056335,24,3081,0,active,1,4,1605056400,1605056400,5,0
303,False,0,3082,1,1,1,1605055299,19,3082,0,active,3,3,1605056400,1605056400,1,0
304,False,0,3083,1,1,1,1605055505,25,3083,0,active,2,5,1605056400,1605056400,1,0
305,False,1,3085,1,1,1,1605056069,17,3085,0,active,0,8,1605056400,1605056400,3,0
306,False,1,3086,1,1,1,1605056129,20,3086,0,active,1,9,1605056400,1605056400,2,0
307,False,3,3087,1,1,1,1605055744,7,3087,0,active,1,22,1605056400,1605056400,4,0
308,False,0,3088,1,1,1,1605054173,11,3088,0,active,1,7,1605056400,1605056400,0,1
309,False,1,3092,1,1,1,1605056238,4,3092,0,active,4,19,1605056400,1605056400,1,0
310,False,0,3093,1,1,1,1605056308,11,3093,0,active,1,16,1605056400,1605056400,0,1
311,False,0,3094,1,1,1,1605056049,4,3094,0,active,1,12,1605056400,1605056400,1,0
312,False,0,3095,1,1,1,1605055727,23,3095,0,active,0,3,1605056400,1605056400,2,0
313,False,2,3096,1,1,1,1605056387,2,3096,0,active,2,35,1605056400,1605056400,0,6
314,False,2,3100,1,1,1,1605055930,9,3100,0,active,3,39,1605056400,1605056400,0,3
315,False,1,3101,1,1,1,1605055821,4,3101,0,active,1,22,1605056400,1605056400,2,0
316,False,2,3102,1,1,1,1605055776,1,3102,0,active,1,25,1605056400,1605056400,1,0
317,False,0,3105,1,1,1,1605052236,9,3105,0,active,0,15,1605056400,1605056400,5,0
318,False,0,3106,1,1,1,1605055653,16,3106,0,active,2,4,1605056400,1605056400,3,0
319,False,2,3107,1,1,1,1605055634,1,3107,0,active,3,35,1605056400,1605056400,0,2
320,False,2,3108,1,1,1,1605055982,27,3108,0,active,2,22,1605056400,1605056400,0,0
321,False,0,3109,1,1,1,1605054284,5,3109,0,active,1,25,1605056400,1605056400,0,4
322,False,0,3110,1,1,1,1605056312,5,3110,0,active,2,21,1605056400,1605056400,0,3
323,False,1,3112,1,1,1,1605055948,10,3112,0,active,4,19,1605056400,1605056400,5,0
324,False,0,3113,1,1,1,1605055710,10,3113,0,active,1,16,1605056400,1605056400,6,0
325,False,0,3115,1,1,1,1605056219,3,3115,0,active,0,47,1605056400,1605056400,0,1
326,False,0,3116,1,1,1,1605056202,2,3116,0,active,2,31,1605056400,1605056400,2,0
327,False,1,3117,1,1,1,1605056270,21,3117,0,active,3,3,1605056400,1605056400,3,0
328,False,3,3118,1,1,1,1605056142,19,3118,0,active,1,22,1605056400,1605056400,0,0
329,False,1,3119,1,1,1,1605056396,24,3119,0,active,0,21,1605056400,1605056400,0,2
330,False,1,3121,1,1,1,1605055496,13,3121,0,active,1,13,1605056400,1605056400,0,2
331,False,0,3122,1,1,1,1605055022,63,3122,0,active,3,13,1605056400,1605056400,3,0
332,False,1,3123,1,1,1,1605055816,13,3123,0,active,1,33,1605056400,1605056400,1,0
333,False,2,3124,1,1,1,1605055279,19,3124,0,active,1,23,1605056400,1605056400,2,0
334,False,0,3125,1,1,1,1605055783,17,3125,0,active,0,6,1605056400,1605056400,2,0
335,False,2,3126,1,1,1,1605055853,8,3126,0,active,1,25,1605056400,1605056400,0,5
336,False,0,3127,1,1,1,1605053929,25,3127,0,active,3,7,1605056400,1605056400,2,0
337,False,0,3128,1,1,1,1605047518,27,3128,0,active,0,0,1605056400,1605056400,0,0
338,True,0,3129,1,1,1,1605054843,33,3129,0,active,7,0,1605056400,1605056400,0,0
339,False,0,3130,1,1,1,1605054174,24,3130,0,active,0,6,1605056400,1605056400,0,0
340,False,1,3131,1,1,1,1605056090,24,3131,2,active,1,4,1605056400,1605056400,1,0
341,False,1,3132,1,1,1,1605056085,34,3132,0,active,0,1,1605056400,1605056400,0,0
342,False,0,3134,1,1,1,1605056249,45,3134,0,active,1,5,1605056400,1605056400,0,5
343,False,0,3135,1,1,1,1605056283,20,3135,2,active,2,17,1605056400,1605056400,0,4
344,False,0,3136,1,1,1,1605056261,30,3136,0,active,0,17,1605056400,1605056400,0,6
345,True,0,3137,1,1,1,1605056309,20,3137,0,active,4,7,1605056400,1605056400,0,6
346,False,0,3139,1,1,1,1605056213,36,3139,0,active,1,6,1605056400,1605056400,0,1
347,False,2,3140,1,1,1,1605056302,2,3140,0,active,3,50,1605056400,1605056400,0,0
348,False,0,3141,1,1,1,1605056147,47,3141,1,active,9,1,1605056400,1605056400,4,0
349,False,1,3142,1,1,1,1605056342,27,3142,0,active,8,6,1605056400,1605056400,8,0
350,False,0,3143,1,1,1,1605055947,45,3143,0,active,2,0,1605056400,1605056400,1,0
351,False,0,3144,1,1,1,1605056371,38,3144,0,active,0,8,1605056400,1605056400,1,0
352,False,0,3145,1,1,1,1605056054,38,3145,0,active,0,7,1605056400,1605056400,3,0
353,False,3,3146,1,1,1,1605056203,26,3146,0,active,1,20,1605056400,1605056400,0,4
354,False,2,3147,1,1,1,1605056305,1,3147,0,active,2,36,1605056400,1605056400,0,4
355,False,4,3148,1,1,1,1605056341,1,3148,0,active,1,29,1605056400,1605056400,0,0
356,False,4,3150,1,1,1,1605056338,36,3150,0,active,1,10,1605056400,1605056400,8,0
357,False,1,3151,1,1,1,1605056322,16,3151,0,active,2,25,1605056400,1605056400,7,0
358,False,0,3152,1,1,1,1605056347,23,3152,0,active,0,19,1605056400,1605056400,0,1
359,False,0,3154,1,1,1,1605056279,25,3154,0,active,1,5,1605056400,1605056400,0,3
360,False,0,3156,1,1,1,1605056192,30,3156,0,active,2,5,1605056400,1605056400,4,0
361,False,2,3157,1,1,1,1605056281,16,3157,0,active,0,11,1605056400,1605056400,0,3
362,False,0,3158,1,1,1,1605056360,20,3158,0,active,2,9,1605056400,1605056400,0,3
363,False,2,3159,1,1,1,1605056125,17,3159,0,active,4,10,1605056400,1605056400,0,1
364,True,2,3160,1,1,1,1605055779,13,3160,0,active,1,25,1605056400,1605056400,5,0
365,False,16,3161,1,1,1,1605055753,19,3161,0,active,2,38,1605056400,1605056400,2,0
366,True,0,3163,1,1,1,1605055830,37,3163,1,active,1,4,1605056400,1605056400,2,0
367,False,18,3164,1,1,1,1605056257,27,3164,0,active,2,38,1605056400,1605056400,0,8
368,False,1,3165,1,1,1,1605056283,25,3165,0,active,1,25,1605056400,1605056400,1,0
369,False,4,3166,1,1,1,1605056055,26,3166,0,active,0,15,1605056400,1605056400,0,0
370,False,0,3167,1,1,1,1605056203,32,3167,0,active,1,22,1605056400,1605056400,8,0
371,False,1,3169,1,1,1,1605056074,25,3169,0,active,0,14,1605056400,1605056400,7,0
372,False,0,3170,1,1,1,1605056204,26,3170,0,active,0,9,1605056400,1605056400,2,0
373,False,2,3171,1,1,1,1605056199,26,3171,0,active,0,13,1605056400,1605056400,4,0
374,False,0,3172,1,1,1,1605055933,10,3172,0,active,3,14,1605056400,1605056400,1,0
375,False,2,3173,1,1,1,1605056071,17,3173,0,active,1,20,1605056400,1605056400,6,0
376,False,0,3175,1,1,1,1605056362,17,3175,0,active,1,13,1605056400,1605056400,2,0
377,False,1,3177,1,1,1,1605056345,24,3177,0,active,0,39,1605056400,1605056400,0,1
378,False,0,3178,1,1,1,1605055710,22,3178,0,active,1,16,1605056400,1605056400,0,1
379,False,2,3179,1,1,1,1605056108,21,3179,0,active,0,2,1605056400,1605056400,0,2
380,False,0,3184,1,1,1,1605055217,11,3184,0,active,0,2,1605056400,1605056400,0,1
381,False,0,3185,1,1,1,1605055244,3,3185,0,active,0,19,1605056400,1605056400,0,1
382,False,0,3186,1,1,1,1605056207,5,3186,0,active,0,37,1605056400,1605056400,0,4
383,False,0,3187,1,1,1,1605055193,0,3187,0,active,0,22,1605056400,1605056400,0,1
384,False,0,3191,1,1,1,1605042798,10,3191,0,active,1,7,1605056400,1605056400,0,0
385,False,0,3192,1,1,1,1605054358,5,3192,0,active,0,17,1605056400,1605056400,0,1
386,False,0,3193,1,1,1,1605055721,17,3193,0,active,0,1,1605056400,1605056400,0,0
387,False,0,3194,1,1,1,1605051106,21,3194,0,active,0,1,1605056400,1605056400,0,1
388,False,0,3195,1,1,1,1605054431,34,3195,0,active,0,0,1605056400,1605056400,0,0
389,False,0,3196,1,1,1,1605055516,18,3196,0,active,0,0,1605056400,1605056400,0,0
390,False,0,3198,1,1,1,1605054670,17,3198,0,active,0,1,1605056400,1605056400,0,0
391,False,0,3199,1,1,1,1605056381,2,3199,0,active,0,12,1605056400,1605056400,2,0
392,False,0,3201,1,1,1,1605052986,17,3201,0,active,0,1,1605056400,1605056400,0,0
393,False,0,3202,1,1,1,1605056056,9,3202,0,active,0,9,1605056400,1605056400,2,0
394,False,0,3203,1,1,1,1605055944,1,3203,0,active,1,24,1605056400,1605056400,0,0
395,False,0,3205,1,1,1,1605055861,21,3205,0,active,0,1,1605056400,1605056400,1,0
396,False,0,3206,1,1,1,1605047375,26,3206,0,active,0,0,1605056400,1605056400,0,0
397,False,0,3207,1,1,1,1605054077,26,3207,0,active,0,0,1605056400,1605056400,0,0
398,False,0,3209,1,1,1,1605054726,7,3209,0,active,0,15,1605056400,1605056400,1,0
399,False,0,3210,1,1,1,1605051382,18,3210,0,active,0,0,1605056400,1605056400,0,0
400,False,0,3211,1,1,1,1605056361,3,3211,0,active,0,19,1605056400,1605056400,0,0
401,False,0,3212,1,1,1,1605051359,22,3212,0,active,0,0,1605056400,1605056400,0,0
402,False,0,3213,1,1,1,1605054398,14,3213,0,active,1,7,1605056400,1605056400,0,1
403,False,0,3214,1,1,1,1605054758,3,3214,0,active,0,19,1605056400,1605056400,1,0
404,False,0,3220,1,1,1,1605044624,18,3220,0,active,0,0,1605056400,1605056400,0,0
405,False,0,3221,1,1,1,1605056352,0,3221,0,active,2,25,1605056400,1605056400,0,0
406,False,0,3225,1,1,1,1605054401,13,3225,0,active,0,1,1605056400,1605056400,1,0
407,True,4,3226,1,1,1,1605055963,25,3226,0,active,1,19,1605056400,1605056400,5,0
408,False,0,3231,1,1,1,1605055599,39,3231,0,active,0,0,1605056400,1605056400,1,0
409,False,0,3232,1,1,1,1605056008,21,3232,0,active,2,24,1605056400,1605056400,0,0
410,False,0,3233,1,1,1,1605054653,38,3233,0,active,1,0,1605056400,1605056400,0,0
411,False,0,3235,1,1,1,1605055866,26,3235,0,active,0,0,1605056400,1605056400,0,0
412,False,1,3236,1,1,1,1605055751,10,3236,3,active,3,17,1605056400,1605056400,5,0
413,False,1,3241,1,1,1,1605056015,2,3241,0,active,3,14,1605056400,1605056400,0,0
414,False,1,3242,1,1,1,1605056248,24,3242,0,active,1,14,1605056400,1605056400,1,0
415,False,0,3243,1,1,1,1605055958,22,3243,0,active,4,3,1605056400,1605056400,3,0
416,False,0,3244,1,1,1,1605056096,11,3244,0,active,2,29,1605056400,1605056400,2,0
417,False,0,3246,1,1,1,1605056209,35,3246,0,active,0,4,1605056400,1605056400,1,0
418,False,2,3249,1,1,1,1605056312,14,3249,0,active,1,4,1605056400,1605056400,0,0
419,False,0,3255,1,1,1,1605056280,15,3255,0,active,3,0,1605056400,1605056400,6,0
420,False,0,3256,1,1,1,1605056397,12,3256,0,active,3,8,1605056400,1605056400,0,3
421,False,0,3259,1,1,1,1605055489,8,3259,0,active,5,14,1605056400,1605056400,6,0
422,False,0,3260,1,1,1,1605056321,4,3260,0,active,2,39,1605056400,1605056400,0,1
423,False,2,3263,1,1,1,1605056362,19,3263,0,active,0,40,1605056400,1605056400,9,0
424,False,0,3267,1,1,1,1605055762,9,3267,0,active,0,5,1605056400,1605056400,0,1
425,False,0,3268,1,1,1,1605048351,3,3268,0,active,0,11,1605056400,1605056400,0,0
426,False,0,3269,1,1,1,1605054877,9,3269,0,active,0,5,1605056400,1605056400,0,1
427,False,0,3270,1,1,1,1605055796,2,3270,0,active,0,12,1605056400,1605056400,1,0
428,False,0,3272,1,1,1,1605056248,8,3272,0,active,0,6,1605056400,1605056400,0,1
429,False,0,3273,1,1,1,1605055062,1,3273,0,active,0,17,1605056400,1605056400,0,0
430,False,0,3275,1,1,1,1605055872,2,3275,0,active,0,12,1605056400,1605056400,1,0
431,False,0,3276,1,1,1,1605055022,17,3276,0,active,0,9,1605056400,1605056400,3,0
