,eightd_has_available_keys,num_ebikes_available,station_id,is_returning,is_installed,is_renting,last_reported,num_docks_available,legacy_id,num_docks_disabled,station_status,num_bikes_disabled,num_bikes_available,valet,eightd_active_station_services,starttime,timestamp,demand,supply
688,False,3,3595,1,1,1,1605052261,0,3595,0,active,1,17,,,1605052800,1605052800,0,4
689,False,0,3596,1,1,1,1605052768,2,3596,0,active,2,15,,,1605052800,1605052800,1,0
690,False,1,3597,1,1,1,1605052533,22,3597,0,active,0,3,,,1605052800,1605052800,4,0
691,False,0,3598,1,1,1,1605052724,14,3598,0,active,1,4,,,1605052800,1605052800,1,0
692,False,0,3600,1,1,1,1605051847,17,3600,0,active,0,10,,,1605052800,1605052800,3,0
693,False,1,3601,1,1,1,1605052573,4,3601,0,active,0,15,,,1605052800,1605052800,3,0
694,False,4,3602,1,1,1,1605052745,13,3602,0,active,0,10,,,1605052800,1605052800,2,0
695,False,1,3603,1,1,1,1605052659,14,3603,0,active,0,7,,,1605052800,1605052800,0,3
696,False,0,3604,1,1,1,1605052530,5,3604,0,active,2,9,,,1605052800,1605052800,4,0
697,False,1,3605,1,1,1,1605052619,14,3605,0,active,1,6,,,1605052800,1605052800,4,0
698,False,0,3606,1,1,1,1605052218,17,3606,0,active,0,4,,,1605052800,1605052800,3,0
699,False,0,3607,1,1,1,1605052305,10,3607,0,active,0,9,,,1605052800,1605052800,1,0
700,False,0,3608,1,1,1,1605052737,14,3608,0,active,0,7,,,1605052800,1605052800,0,1
701,False,0,3609,1,1,1,1605051904,14,3609,0,active,1,8,,,1605052800,1605052800,2,0
702,False,0,3610,1,1,1,1605052438,19,3610,1,active,2,5,,,1605052800,1605052800,2,0
703,False,2,3611,1,1,1,1605052703,14,3611,0,active,0,17,,,1605052800,1605052800,0,0
704,False,0,3612,1,1,1,1605051825,14,3612,0,active,0,1,,,1605052800,1605052800,1,0
705,False,2,3613,1,1,1,1605052192,21,3613,0,active,1,5,,,1605052800,1605052800,1,0
706,False,0,3614,1,1,1,1605052664,20,3614,1,active,0,2,,,1605052800,1605052800,0,2
707,False,0,3615,1,1,1,1605052069,17,3615,0,active,2,2,,,1605052800,1605052800,2,0
708,False,1,3616,1,1,1,1605052686,11,3616,0,active,2,12,,,1605052800,1605052800,2,0
709,False,1,3617,1,1,1,1605052200,23,3617,0,active,1,3,,,1605052800,1605052800,1,0
710,False,1,3618,1,1,1,1605052601,18,3618,0,active,3,12,,,1605052800,1605052800,4,0
711,False,1,3619,1,1,1,1605052414,14,3619,0,active,1,4,,,1605052800,1605052800,0,2
712,False,0,3620,1,1,1,1605052060,19,3620,0,active,0,4,,,1605052800,1605052800,0,2
713,False,0,3621,1,1,1,1605052383,16,3621,0,active,0,3,,,1605052800,1605052800,3,0
714,False,0,3622,1,1,1,1605050085,23,3622,0,active,0,0,,,1605052800,1605052800,1,0
715,False,0,3623,1,1,1,1605049841,38,3623,0,active,1,0,,,1605052800,1605052800,1,0
716,False,0,3628,1,1,1,1605052691,10,3628,0,active,1,20,,,1605052800,1605052800,4,0
717,False,0,3629,1,1,1,1605052600,4,3629,0,active,3,26,,,1605052800,1605052800,2,0
718,False,0,3630,1,1,1,1605052397,6,3630,0,active,0,27,,,1605052800,1605052800,1,0
719,False,0,3635,1,1,1,1605051918,42,3635,0,active,0,1,,,1605052800,1605052800,0,0
720,False,0,3637,1,1,1,1605052463,27,3637,0,active,4,0,,,1605052800,1605052800,0,0
721,False,0,3638,1,1,1,1605051703,5,3638,0,active,2,11,,,1605052800,1605052800,2,0
722,False,0,3639,1,1,1,1605052594,28,3639,0,active,1,1,,,1605052800,1605052800,4,0
723,False,0,3640,1,1,1,1605051840,18,3640,0,active,0,0,,,1605052800,1605052800,0,0
724,False,1,3641,1,1,1,1605052795,33,3641,0,active,4,17,,,1605052800,1605052800,0,13
725,False,1,3646,1,1,1,1605051169,13,3646,10,active,0,3,,,1605052800,1605052800,5,0
726,False,2,3647,1,1,1,1605051887,4,3647,0,active,0,19,,,1605052800,1605052800,0,1
727,False,0,3648,1,1,1,1605052552,21,3648,0,active,3,1,,,1605052800,1605052800,4,0
728,False,2,3649,1,1,1,1605051441,27,3649,0,active,0,3,,,1605052800,1605052800,0,1
729,False,0,3654,1,1,1,1605051819,30,3654,0,active,1,4,,,1605052800,1605052800,0,1
730,False,0,3656,1,1,1,1605052684,2,3656,0,active,1,43,,,1605052800,1605052800,1,0
731,False,0,3658,1,1,1,1605052364,12,3658,0,active,2,13,,,1605052800,1605052800,0,0
732,False,0,3661,1,1,1,1605047911,5,3661,0,active,0,14,,,1605052800,1605052800,2,0
733,False,0,3664,1,1,1,1605052775,0,3664,30,active,2,25,"{'valet_revision': 20079, 'station_id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5', 'region': 'BKN', 'off_dock_count': 10, 'off_dock_capacity': 90, 'active': True, 'dock_blocked_count': 30}",[{'id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5'}],1605052800,1605052800,0,4
734,False,1,3668,1,1,1,1605052616,2,3668,0,active,0,24,,,1605052800,1605052800,2,0
735,False,0,3671,1,1,1,1605051947,22,3671,0,active,0,15,,,1605052800,1605052800,4,0
736,False,0,3673,1,1,1,1605052375,19,3673,0,active,0,2,,,1605052800,1605052800,1,0
737,False,0,3674,1,1,1,1605052568,13,3674,0,active,3,11,,,1605052800,1605052800,0,0
738,False,0,3676,1,1,1,1605051703,14,3676,0,active,0,10,,,1605052800,1605052800,1,0
739,False,0,3677,1,1,1,1605044650,18,3677,0,active,0,0,,,1605052800,1605052800,3,0
740,False,0,3678,1,1,1,1605052416,18,3678,0,active,0,0,,,1605052800,1605052800,1,0
741,False,0,3679,1,1,1,1605052685,13,3679,0,active,0,1,,,1605052800,1605052800,0,1
742,False,0,3680,1,1,1,1605052608,52,3680,0,active,1,2,,,1605052800,1605052800,0,1
743,False,0,3681,1,1,1,1605052024,9,3681,0,active,0,9,,,1605052800,1605052800,0,1
744,False,1,3686,1,1,1,1605052777,2,3686,0,active,1,36,,,1605052800,1605052800,0,11
745,False,1,3687,1,1,1,1605052785,67,3687,0,active,0,16,,,1605052800,1605052800,0,4
746,False,3,3689,1,1,1,1605052709,35,3689,1,active,0,11,,,1605052800,1605052800,1,0
747,False,0,3690,1,1,1,1605052741,15,3690,0,active,0,21,,,1605052800,1605052800,0,0
748,False,3,3691,1,1,1,1605052208,12,3691,0,active,1,6,,,1605052800,1605052800,1,0
749,False,0,3693,1,1,1,1605051196,4,3693,0,active,0,23,,,1605052800,1605052800,4,0
750,False,0,3694,1,1,1,1605048898,15,3694,0,active,0,3,,,1605052800,1605052800,0,0
751,False,1,3697,1,1,1,1605051852,30,3697,0,active,1,12,,,1605052800,1605052800,10,0
752,False,0,3699,1,1,1,1605052765,12,3699,0,active,7,11,,,1605052800,1605052800,2,0
753,False,0,3704,1,1,1,1605047782,3,3704,0,active,0,16,,,1605052800,1605052800,1,0
754,False,0,3707,1,1,1,1605052691,34,3707,0,active,2,19,,,1605052800,1605052800,8,0
755,False,0,3708,1,1,1,1605052660,3,3708,0,active,4,22,,,1605052800,1605052800,2,0
756,False,0,3709,1,1,1,1605052605,14,3709,0,active,0,37,,,1605052800,1605052800,2,0
757,False,1,3711,1,1,1,1605052470,0,3711,0,active,2,45,,,1605052800,1605052800,0,7
758,False,0,3712,1,1,1,1605052633,37,3712,0,active,0,2,,,1605052800,1605052800,0,1
759,False,1,3714,1,1,1,1605051211,54,3714,0,active,1,6,,,1605052800,1605052800,0,0
760,False,1,3715,1,1,1,1605052470,7,3715,0,active,2,22,,,1605052800,1605052800,0,3
761,False,1,3716,1,1,1,1605051785,20,3716,0,active,0,3,,,1605052800,1605052800,0,1
762,False,0,3718,1,1,1,1605052757,43,3718,0,active,1,2,,,1605052800,1605052800,16,0
763,False,0,3721,1,1,1,1605052522,31,3721,0,active,0,4,,,1605052800,1605052800,0,3
764,True,0,3723,1,1,1,1605052659,12,3723,0,active,4,14,,,1605052800,1605052800,0,1
765,False,0,3724,1,1,1,1605052677,26,3724,0,active,2,11,,,1605052800,1605052800,0,10
766,False,1,3725,1,1,1,1605052716,32,3725,0,active,2,7,,,1605052800,1605052800,1,0
767,False,0,3726,1,1,1,1605052688,19,3726,0,active,1,3,,,1605052800,1605052800,5,0
768,False,0,3727,1,1,1,1605051637,8,3727,0,active,0,30,,,1605052800,1605052800,0,1
769,False,0,3728,1,1,1,1605052499,16,3728,0,active,1,7,,,1605052800,1605052800,0,1
770,False,1,3731,1,1,1,1605052177,45,3731,0,active,0,1,,,1605052800,1605052800,0,0
771,False,0,3733,1,1,1,1605052717,32,3733,0,active,2,12,,,1605052800,1605052800,9,0
772,False,3,3734,1,1,1,1605052651,37,3734,0,active,3,10,,,1605052800,1605052800,3,0
773,False,0,3735,1,1,1,1605052765,10,3735,0,active,2,26,,,1605052800,1605052800,3,0
774,False,0,3736,0,0,0,1601471240,3,3736,0,out_of_service,0,0,,,1605052800,1605052800,0,0
775,False,0,3737,1,1,1,1605052774,6,3737,0,active,0,29,,,1605052800,1605052800,0,2
776,False,1,3738,1,1,1,1605052763,2,3738,0,active,4,25,,,1605052800,1605052800,0,0
777,False,0,3739,1,1,1,1605052651,8,3739,0,active,1,28,,,1605052800,1605052800,7,0
778,False,0,3740,1,1,1,1605052649,1,3740,0,active,3,30,,,1605052800,1605052800,0,0
779,False,0,3744,1,1,1,1605052778,39,3744,0,active,0,12,,,1605052800,1605052800,14,0
780,False,0,3745,1,1,1,1605052725,23,3745,0,active,1,3,,,1605052800,1605052800,2,0
781,False,1,3746,1,1,1,1605052722,3,3746,0,active,2,43,,,1605052800,1605052800,0,0
782,False,0,3749,1,1,1,1605052761,16,3749,0,active,0,7,,,1605052800,1605052800,0,7
783,False,1,3755,1,1,1,1605051766,13,3755,0,active,2,4,,,1605052800,1605052800,3,0
784,False,0,3756,1,1,1,1605052339,14,3756,0,active,1,6,,,1605052800,1605052800,6,0
785,False,0,3757,1,1,1,1605051068,7,3757,0,active,1,15,,,1605052800,1605052800,1,0
786,False,1,3758,1,1,1,1605052087,11,3758,0,active,0,8,,,1605052800,1605052800,4,0
787,False,0,3759,1,1,1,1605051618,13,3759,0,active,0,6,,,1605052800,1605052800,2,0
788,False,1,3760,1,1,1,1605052561,18,3760,0,active,0,5,,,1605052800,1605052800,0,1
789,False,0,3761,1,1,1,1605052653,26,3761,0,active,0,1,,,1605052800,1605052800,0,1
790,False,0,3762,1,1,1,1605052549,3,3762,0,active,0,24,,,1605052800,1605052800,0,5
791,False,0,3763,1,1,1,1605049757,16,3763,0,active,0,11,,,1605052800,1605052800,0,2
792,False,0,3764,1,1,1,1605052596,15,3764,0,active,0,6,,,1605052800,1605052800,1,0
793,False,1,3765,1,1,1,1605052465,10,3765,0,active,0,11,,,1605052800,1605052800,5,0
794,False,2,3766,1,1,1,1605052490,17,3766,0,active,1,6,,,1605052800,1605052800,0,0
795,False,0,3767,1,1,1,1605049838,17,3767,0,active,0,2,,,1605052800,1605052800,6,0
796,False,2,3768,1,1,1,1605048405,1,3768,0,active,0,22,,,1605052800,1605052800,0,2
797,False,1,3769,1,1,1,1605048159,10,3769,0,active,1,12,,,1605052800,1605052800,0,1
798,False,0,3770,1,1,1,1605052268,21,3770,0,active,0,0,,,1605052800,1605052800,0,0
799,False,2,3771,1,1,1,1605052522,14,3771,0,active,1,15,,,1605052800,1605052800,0,1
800,False,0,3772,1,1,1,1605051787,7,3772,0,active,3,9,,,1605052800,1605052800,0,1
801,False,1,3773,1,1,1,1605052349,14,3773,0,active,0,6,,,1605052800,1605052800,0,2
802,False,0,3774,1,1,1,1605052510,19,3774,0,active,0,4,,,1605052800,1605052800,1,0
803,False,3,3775,1,1,1,1605051883,14,3775,0,active,1,12,,,1605052800,1605052800,0,2
804,False,0,3776,1,1,1,1605051808,23,3776,0,active,0,0,,,1605052800,1605052800,3,0
805,False,0,3777,1,1,1,1605051283,23,3777,0,active,0,0,,,1605052800,1605052800,2,0
806,False,0,3778,1,1,1,1605052720,23,3778,0,active,1,3,,,1605052800,1605052800,0,1
807,False,0,3779,1,1,1,1605050333,21,3779,0,active,1,2,,,1605052800,1605052800,0,0
808,False,0,3780,1,1,1,1605052107,19,3780,0,active,0,3,,,1605052800,1605052800,1,0
809,False,0,3781,1,1,1,1605052125,29,3781,0,active,0,1,,,1605052800,1605052800,0,1
810,False,2,3782,1,1,1,1605052729,1,3782,0,active,1,29,,,1605052800,1605052800,0,3
811,False,0,3783,1,1,1,1605052318,18,3783,0,active,0,47,,,1605052800,1605052800,1,0
812,False,0,3785,1,1,1,1605052716,35,3785,0,active,2,0,,,1605052800,1605052800,2,0
813,False,1,3786,1,1,1,1605052638,9,3786,0,active,6,34,,,1605052800,1605052800,7,0
814,False,0,3787,1,1,1,1605050394,20,3787,0,active,2,0,,,1605052800,1605052800,2,0
815,False,0,3789,1,1,1,1605052361,23,3789,0,active,1,7,,,1605052800,1605052800,8,0
816,False,0,3790,1,1,1,1605051801,14,3790,0,active,2,21,,,1605052800,1605052800,1,0
817,False,0,3791,1,1,1,1605050002,14,3791,0,active,0,18,,,1605052800,1605052800,0,0
818,False,0,3792,1,1,1,1605052731,6,3792,0,active,0,24,,,1605052800,1605052800,0,2
819,False,0,3795,1,1,1,1605051253,3,3795,0,active,1,15,,,1605052800,1605052800,1,0
820,False,0,3798,1,1,1,1605052791,49,3798,0,active,3,3,,,1605052800,1605052800,0,3
821,False,0,3799,1,1,1,86400,0,3799,0,active,0,0,,,1605052800,1605052800,0,0
822,False,0,3803,1,1,1,1605052168,15,3803,0,active,0,12,,,1605052800,1605052800,1,0
823,False,0,3804,1,1,1,1605052786,12,3804,0,active,3,9,,,1605052800,1605052800,0,2
824,False,0,3808,1,1,1,1605052383,17,3808,0,active,0,2,,,1605052800,1605052800,0,0
825,False,1,3809,1,1,1,1605052752,50,3809,0,active,1,2,,,1605052800,1605052800,0,2
826,False,1,3811,1,1,1,1605052689,8,3811,0,active,2,9,,,1605052800,1605052800,1,0
827,False,1,3812,1,1,1,1605052729,1,3812,0,active,6,42,,,1605052800,1605052800,0,0
828,True,0,3813,1,1,1,1605052767,23,3813,0,active,4,22,,,1605052800,1605052800,0,1
829,False,0,3814,0,1,0,1604990003,0,3814,23,active,0,0,,,1605052800,1605052800,0,0
830,False,0,3815,1,1,1,1605052745,32,3815,0,active,3,6,,,1605052800,1605052800,0,5
831,False,0,3816,1,1,1,1605046678,18,3816,0,active,1,5,,,1605052800,1605052800,0,0
832,False,0,3817,1,1,1,1605052355,16,3817,0,active,0,2,,,1605052800,1605052800,0,1
833,False,0,3818,1,1,1,1605052158,18,3818,0,active,2,20,,,1605052800,1605052800,0,1
834,False,0,3819,1,1,1,1605052316,9,3819,0,active,1,10,,,1605052800,1605052800,0,0
835,False,1,3820,1,1,1,1605051637,15,3820,0,active,2,2,,,1605052800,1605052800,0,1
836,False,1,3821,1,1,1,1605051339,23,3821,0,active,0,2,,,1605052800,1605052800,0,2
837,False,2,3822,1,1,1,1605052626,18,3822,0,active,0,2,,,1605052800,1605052800,0,1
838,False,0,3823,1,1,1,1605052643,25,3823,0,active,2,3,,,1605052800,1605052800,0,1
839,False,0,3824,1,1,1,1605049820,19,3824,0,active,0,4,,,1605052800,1605052800,0,0
840,False,0,3825,1,1,1,1605028635,29,3825,0,active,0,0,,,1605052800,1605052800,0,0
841,False,1,3826,1,1,1,1605052221,17,3826,0,active,0,1,,,1605052800,1605052800,1,0
842,False,0,3827,1,1,1,1605051063,11,3827,0,active,0,9,,,1605052800,1605052800,1,0
843,False,1,3828,1,1,1,1605051377,20,3828,0,active,0,2,,,1605052800,1605052800,0,0
844,False,1,3829,1,1,1,1605051675,22,3829,0,active,0,2,,,1605052800,1605052800,0,0
845,False,0,3830,1,1,1,1605052644,19,3830,0,active,0,3,,,1605052800,1605052800,0,1
846,False,0,3831,1,1,1,1605051361,32,3831,0,active,0,3,,,1605052800,1605052800,1,0
847,False,2,3832,1,1,1,1605052300,15,3832,0,active,0,6,,,1605052800,1605052800,0,1
848,False,0,3833,1,1,1,1605041405,17,3833,0,active,0,1,,,1605052800,1605052800,0,0
849,False,1,3834,1,1,1,1605051759,16,3834,0,active,1,2,,,1605052800,1605052800,1,0
850,False,0,3835,1,1,1,1605052498,21,3835,0,active,0,1,,,1605052800,1605052800,0,0
851,False,2,3836,1,1,1,1605052750,24,3836,0,active,0,5,,,1605052800,1605052800,1,0
852,False,0,3837,1,1,1,1605050881,29,3837,0,active,0,0,,,1605052800,1605052800,2,0
853,False,1,3838,1,1,1,1605051885,23,3838,0,active,0,2,,,1605052800,1605052800,0,0
854,False,0,3839,1,1,1,1605051581,28,3839,0,active,0,1,,,1605052800,1605052800,0,0
855,False,1,3840,1,1,1,1605051634,22,3840,0,active,1,1,,,1605052800,1605052800,1,0
856,False,1,3841,1,1,1,1605051317,21,3841,0,active,2,2,,,1605052800,1605052800,6,0
857,False,0,3842,1,1,1,1605051535,29,3842,0,active,0,0,,,1605052800,1605052800,2,0
858,False,0,3843,1,1,1,1605051630,22,3843,0,active,1,0,,,1605052800,1605052800,0,0
859,False,0,3844,1,1,1,1605042515,21,3844,0,active,0,4,,,1605052800,1605052800,0,0
860,False,0,3845,1,1,1,1605051780,20,3845,0,active,1,0,,,1605052800,1605052800,1,0
861,False,0,3846,1,1,1,1605052555,25,3846,0,active,0,0,,,1605052800,1605052800,1,0
862,False,0,3847,1,1,1,1605043943,25,3847,0,active,0,0,,,1605052800,1605052800,0,0
863,False,0,3848,1,1,1,1605052320,30,3848,0,active,0,2,,,1605052800,1605052800,0,0
864,False,0,3849,1,1,1,1605049857,10,3849,0,active,1,6,,,1605052800,1605052800,0,1
865,False,0,3850,1,1,1,1605052758,4,3850,0,active,1,20,,,1605052800,1605052800,0,2
866,False,0,3851,1,1,1,1605052032,8,3851,0,active,0,12,,,1605052800,1605052800,0,2
867,False,0,3852,1,1,1,1605051499,7,3852,0,active,0,10,,,1605052800,1605052800,1,0
868,False,0,3853,1,1,1,1605051528,6,3853,0,active,0,14,,,1605052800,1605052800,0,1
869,False,0,3854,1,1,1,1605046849,23,3854,0,active,0,1,,,1605052800,1605052800,1,0
870,False,0,3855,1,1,1,1605052767,20,3855,0,active,0,2,,,1605052800,1605052800,1,0
871,False,1,3856,1,1,1,1605052479,20,3856,0,active,0,5,,,1605052800,1605052800,0,0
872,False,0,3857,1,1,1,1605051399,14,3857,0,active,1,4,,,1605052800,1605052800,0,0
873,False,0,3858,1,1,1,1605050741,8,3858,0,active,0,12,,,1605052800,1605052800,1,0
874,False,0,3859,1,1,1,1605052348,12,3859,0,active,1,7,,,1605052800,1605052800,0,4
875,False,0,3860,1,1,1,1605051795,19,3860,0,active,1,6,,,1605052800,1605052800,0,0
876,False,0,3861,1,1,1,1605042915,20,3861,0,active,0,0,,,1605052800,1605052800,0,0
877,False,0,3862,1,1,1,1605050557,18,3862,0,active,0,0,,,1605052800,1605052800,0,0
878,False,0,3863,1,1,1,1605049671,12,3863,0,active,0,6,,,1605052800,1605052800,1,0
879,False,0,3864,1,1,1,1605045307,28,3864,0,active,0,2,,,1605052800,1605052800,1,0
880,False,0,3865,1,1,1,1605051939,22,3865,0,active,0,2,,,1605052800,1605052800,0,0
881,False,1,3866,1,1,1,1605052240,28,3866,0,active,0,4,,,1605052800,1605052800,0,1
882,False,0,3867,1,1,1,1605035701,29,3867,0,active,0,0,,,1605052800,1605052800,0,0
883,False,0,3868,1,1,1,1605051109,18,3868,0,active,0,1,,,1605052800,1605052800,0,1
884,False,1,3869,1,1,1,1605052759,20,3869,0,active,0,4,,,1605052800,1605052800,2,0
885,False,1,3870,1,1,1,1605052719,19,3870,0,active,0,1,,,1605052800,1605052800,1,0
886,False,0,3871,1,1,1,1605042013,29,3871,0,active,1,0,,,1605052800,1605052800,0,0
887,False,0,3872,1,1,1,1605049435,19,3872,0,active,0,0,,,1605052800,1605052800,1,0
888,False,3,3873,1,1,1,1605051771,12,3873,0,active,0,5,,,1605052800,1605052800,0,2
889,False,0,3874,1,1,1,1605051224,14,3874,0,active,0,2,,,1605052800,1605052800,0,1
890,False,0,3875,1,1,1,1605025745,14,3875,0,active,0,1,,,1605052800,1605052800,1,0
891,False,0,3876,1,1,1,1605052173,19,3876,0,active,0,4,,,1605052800,1605052800,0,0
892,False,0,3877,1,1,1,1605049310,22,3877,0,active,2,1,,,1605052800,1605052800,3,0
893,False,0,3878,1,1,1,1605051651,17,3878,0,active,0,2,,,1605052800,1605052800,0,0
894,False,2,3879,1,1,1,1605052541,23,3879,0,active,0,2,,,1605052800,1605052800,0,1
895,False,0,3880,1,1,1,1605051937,22,3880,0,active,0,5,,,1605052800,1605052800,0,0
896,False,0,3881,1,1,1,1605052652,7,3881,0,active,2,30,,,1605052800,1605052800,0,1
897,False,0,3882,1,1,1,1605046911,15,3882,0,active,0,0,,,1605052800,1605052800,3,0
898,False,0,3883,1,1,1,1605051104,19,3883,0,active,0,0,,,1605052800,1605052800,1,0
899,False,0,3884,1,1,1,1605048727,23,3884,0,active,0,0,,,1605052800,1605052800,0,0
900,False,1,3885,1,1,1,1605051309,17,3885,0,active,0,2,,,1605052800,1605052800,0,0
