,station_id,num_bikes_disabled,num_docks_available,is_returning,num_docks_disabled,legacy_id,is_installed,eightd_has_available_keys,num_bikes_available,is_renting,last_reported,num_ebikes_available,station_status,starttime,timestamp,demand,supply
0,72,3,42,1,0,72,1,False,10,1,1605080493,1,active,1605081600,1605081600,0,0
1,79,0,10,1,0,79,1,False,23,1,1605077680,0,active,1605081600,1605081600,0,0
2,82,1,0,1,0,82,1,False,26,1,1605076473,0,active,1605081600,1605081600,0,0
3,83,22,0,1,40,83,1,False,0,1,1605081376,0,active,1605081600,1605081600,0,0
4,116,0,0,0,0,116,0,False,0,0,86400,0,out_of_service,1605081600,1605081600,0,0
5,119,1,5,1,0,119,1,False,47,1,1605075266,2,active,1605081600,1605081600,0,0
6,120,0,3,1,0,120,1,False,16,1,1605075267,4,active,1605081600,1605081600,0,0
7,127,0,0,1,0,127,1,False,31,1,1605076473,3,active,1605081600,1605081600,0,0
8,128,2,26,1,0,128,1,False,28,1,1605077679,0,active,1605081600,1605081600,0,0
9,143,0,14,1,0,143,1,False,10,1,1605075268,1,active,1605081600,1605081600,0,0
10,144,2,5,1,0,144,1,False,51,1,1605074832,2,active,1605081600,1605081600,0,0
11,146,0,2,1,0,146,1,False,37,1,1605076472,0,active,1605081600,1605081600,0,0
12,150,0,17,1,0,150,1,False,38,1,1605078070,2,active,1605081600,1605081600,0,0
13,151,5,23,1,0,151,1,True,5,1,1605076472,0,active,1605081600,1605081600,0,0
14,152,0,4,1,0,152,1,False,45,1,1605077389,0,active,1605081600,1605081600,0,0
15,157,1,5,1,0,157,1,False,17,1,1605075266,0,active,1605081600,1605081600,0,0
16,161,2,14,1,0,161,1,False,19,1,1605076474,4,active,1605081600,1605081600,0,0
17,164,0,43,1,0,164,1,False,4,1,1605080157,0,active,1605081600,1605081600,0,0
18,168,0,25,1,0,168,1,False,22,1,1605080655,2,active,1605081600,1605081600,0,0
19,173,1,51,1,0,173,1,False,18,1,1605080831,5,active,1605081600,1605081600,0,5
20,174,0,16,1,0,174,1,False,19,1,1605080588,2,active,1605081600,1605081600,0,0
21,212,3,9,1,0,212,1,False,48,1,1605077680,0,active,1605081600,1605081600,0,0
22,216,1,33,1,0,216,1,False,3,1,1605075269,1,active,1605081600,1605081600,0,0
23,217,1,11,1,0,217,1,False,27,1,1605075268,3,active,1605081600,1605081600,0,0
24,223,5,3,1,0,223,1,False,25,1,1605077109,0,active,1605081600,1605081600,0,0
25,224,0,30,1,0,224,1,True,0,1,1605075266,0,active,1605081600,1605081600,0,0
26,228,0,53,1,0,228,1,False,2,1,1605079731,2,active,1605081600,1605081600,0,1
27,229,3,10,1,0,229,1,False,10,1,1605076474,0,active,1605081600,1605081600,0,0
28,236,0,0,1,0,236,1,False,0,1,86400,0,active,1605081600,1605081600,0,0
29,237,1,12,1,0,237,1,False,26,1,1605080943,3,active,1605081600,1605081600,0,1
30,238,0,3,1,0,238,1,False,28,1,1605078633,6,active,1605081600,1605081600,0,0
31,239,0,10,1,0,239,1,False,21,1,1605075268,0,active,1605081600,1605081600,0,0
32,241,1,14,1,0,241,1,False,8,1,1605075267,0,active,1605081600,1605081600,0,0
33,242,1,14,1,0,242,1,False,31,1,1605080183,1,active,1605081600,1605081600,0,0
34,244,2,18,1,0,244,1,False,11,1,1605079971,3,active,1605081600,1605081600,0,1
35,245,0,6,1,0,245,1,False,17,1,1605077679,0,active,1605081600,1605081600,0,0
36,247,3,0,1,0,247,1,False,52,1,1605077364,2,active,1605081600,1605081600,0,0
37,248,1,10,1,0,248,1,False,88,1,1605076472,0,active,1605081600,1605081600,0,0
38,249,0,3,1,0,249,1,False,24,1,1605077679,0,active,1605081600,1605081600,0,0
39,250,0,29,1,0,250,1,False,11,1,1605076473,1,active,1605081600,1605081600,0,0
40,251,0,8,1,0,251,1,False,19,1,1605077678,0,active,1605081600,1605081600,0,0
41,252,0,5,1,0,252,1,False,28,1,1605079005,1,active,1605081600,1605081600,0,0
42,254,2,15,1,0,254,1,False,30,1,1605077092,2,active,1605081600,1605081600,0,0
43,257,0,26,1,0,257,1,False,13,1,1605077680,0,active,1605081600,1605081600,0,0
44,258,1,14,1,0,258,1,False,8,1,1605075348,0,active,1605081600,1605081600,0,0
45,259,0,0,1,0,259,1,False,39,1,1605075274,1,active,1605081600,1605081600,0,0
46,260,0,16,1,0,260,1,False,17,1,1605080598,3,active,1605081600,1605081600,0,0
47,261,0,21,1,0,261,1,False,20,1,1605075266,1,active,1605081600,1605081600,0,0
48,262,3,15,1,0,262,1,False,6,1,1605078367,0,active,1605081600,1605081600,0,0
49,264,0,5,1,0,264,1,False,22,1,1605078081,0,active,1605081600,1605081600,0,0
50,265,0,0,1,0,265,1,False,35,1,1605076473,2,active,1605081600,1605081600,0,1
51,267,1,69,1,0,267,1,False,0,1,1605077679,0,active,1605081600,1605081600,0,0
52,268,0,21,1,0,268,1,False,6,1,1605077680,0,active,1605081600,1605081600,0,0
53,270,1,12,1,0,270,1,False,10,1,1605077679,0,active,1605081600,1605081600,0,0
54,274,1,17,1,0,274,1,False,13,1,1605075267,1,active,1605081600,1605081600,0,0
55,275,0,10,1,0,275,1,False,9,1,1605077444,7,active,1605081600,1605081600,0,0
56,276,0,2,1,0,276,1,False,23,1,1605075268,0,active,1605081600,1605081600,0,0
57,278,3,10,1,0,278,1,False,6,1,1605075267,0,active,1605081600,1605081600,0,0
58,280,0,0,0,0,280,0,False,0,0,86400,0,out_of_service,1605081600,1605081600,0,0
59,281,3,60,1,0,281,1,True,3,1,1605076473,0,active,1605081600,1605081600,0,0
